pair,total_ibd_mb,sample_a,sample_b
"('NA19351_NA19351', 'NA19381_NA19381')",32.16641,NA19351_NA19351,NA19381_NA19381
"('NA19332_NA19332', 'NA19469_NA19469')",32.163205,NA19332_NA19332,NA19469_NA19469
"('NA19352_NA19352', 'NA19372_NA19372')",32.161235,NA19352_NA19352,NA19372_NA19372
"('NA19035_NA19035', 'NA19398_NA19398')",32.160461,NA19035_NA19035,NA19398_NA19398
"('NA19312_NA19312', 'NA19381_NA19381')",32.158611,NA19312_NA19312,NA19381_NA19381
"('NA19035_NA19035', 'NA19431_NA19431')",32.150505,NA19035_NA19035,NA19431_NA19431
"('NA19383_NA19383', 'NA19438_NA19438')",32.145293,NA19383_NA19383,NA19438_NA19438
"('NA19328_NA19328', 'NA19468_NA19468')",32.139322,NA19328_NA19328,NA19468_NA19468
"('NA19379_NA19379', 'NA19451_NA19451')",32.130618,NA19379_NA19379,NA19451_NA19451
"('NA19332_NA19332', 'NA19428_NA19428')",32.092922,NA19332_NA19332,NA19428_NA19428
"('NA19338_NA19338', 'NA19384_NA19384')",32.090727,NA19338_NA19338,NA19384_NA19384
"('NA19312_NA19312', 'NA19383_NA19383')",32.080870000000004,NA19312_NA19312,NA19383_NA19383
"('NA19379_NA19379', 'NA19470_NA19470')",32.071498,NA19379_NA19379,NA19470_NA19470
"('NA19379_NA19379', 'NA19439_NA19439')",32.070011,NA19379_NA19379,NA19439_NA19439
"('NA19401_NA19401', 'NA19439_NA19439')",32.064047,NA19401_NA19401,NA19439_NA19439
"('NA19312_NA19312', 'NA19401_NA19401')",32.059808,NA19312_NA19312,NA19401_NA19401
"('NA19038_NA19038', 'NA19430_NA19430')",32.057245,NA19038_NA19038,NA19430_NA19430
"('NA19332_NA19332', 'NA19404_NA19404')",32.050709,NA19332_NA19332,NA19404_NA19404
"('NA19351_NA19351', 'NA19383_NA19383')",32.037714,NA19351_NA19351,NA19383_NA19383
"('NA19463_NA19463', 'NA19474_NA19474')",32.019635,NA19463_NA19463,NA19474_NA19474
"('NA19319_NA19319', 'NA19396_NA19396')",31.995649999999998,NA19319_NA19319,NA19396_NA19396
"('NA19316_NA19316', 'NA19437_NA19437')",31.995085000000003,NA19316_NA19316,NA19437_NA19437
"('NA19394_NA19394', 'NA19434_NA19434')",31.991114,NA19394_NA19394,NA19434_NA19434
"('NA19372_NA19372', 'NA19462_NA19462')",31.971939,NA19372_NA19372,NA19462_NA19462
"('NA19028_NA19028', 'NA19383_NA19383')",31.97038,NA19028_NA19028,NA19383_NA19383
"('NA19328_NA19328', 'NA19401_NA19401')",31.965184999999998,NA19328_NA19328,NA19401_NA19401
"('NA19396_NA19396', 'NA19455_NA19455')",31.956309,NA19396_NA19396,NA19455_NA19455
"('NA19352_NA19352', 'NA19434_NA19434')",31.95429,NA19352_NA19352,NA19434_NA19434
"('NA19044_NA19044', 'NA19311_NA19311')",31.949918,NA19044_NA19044,NA19311_NA19311
"('NA19044_NA19044', 'NA19347_NA19347')",31.939385,NA19044_NA19044,NA19347_NA19347
"('NA19331_NA19331', 'NA19462_NA19462')",31.933554,NA19331_NA19331,NA19462_NA19462
"('NA19390_NA19390', 'NA19430_NA19430')",31.93096,NA19390_NA19390,NA19430_NA19430
"('NA19035_NA19035', 'NA19355_NA19355')",31.914112000000003,NA19035_NA19035,NA19355_NA19355
"('NA19328_NA19328', 'NA19359_NA19359')",31.908435,NA19328_NA19328,NA19359_NA19359
"('NA19390_NA19390', 'NA19435_NA19435')",31.896647,NA19390_NA19390,NA19435_NA19435
"('NA19377_NA19377', 'NA19456_NA19456')",31.881069,NA19377_NA19377,NA19456_NA19456
"('NA19328_NA19328', 'NA19467_NA19467')",31.872627,NA19328_NA19328,NA19467_NA19467
"('NA19360_NA19360', 'NA19379_NA19379')",31.84983,NA19360_NA19360,NA19379_NA19379
"('NA19351_NA19351', 'NA19430_NA19430')",31.845565,NA19351_NA19351,NA19430_NA19430
"('NA19334_NA19334', 'NA19384_NA19384')",31.841151,NA19334_NA19334,NA19384_NA19384
"('NA19307_NA19307', 'NA19390_NA19390')",31.815988,NA19307_NA19307,NA19390_NA19390
"('NA19324_NA19324', 'NA19434_NA19434')",31.806432,NA19324_NA19324,NA19434_NA19434
"('NA19316_NA19316', 'NA19466_NA19466')",31.782429999999998,NA19316_NA19316,NA19466_NA19466
"('NA19346_NA19346', 'NA19382_NA19382')",31.777943999999998,NA19346_NA19346,NA19382_NA19382
"('NA19391_NA19391', 'NA19467_NA19467')",31.763348,NA19391_NA19391,NA19467_NA19467
"('NA19346_NA19346', 'NA19449_NA19449')",31.760032,NA19346_NA19346,NA19449_NA19449
"('NA19394_NA19394', 'NA19403_NA19403')",31.759173,NA19394_NA19394,NA19403_NA19403
"('NA19355_NA19355', 'NA19373_NA19373')",31.741098,NA19355_NA19355,NA19373_NA19373
"('NA19371_NA19371', 'NA19452_NA19452')",31.738494,NA19371_NA19371,NA19452_NA19452
"('NA19044_NA19044', 'NA19440_NA19440')",31.735206,NA19044_NA19044,NA19440_NA19440
"('NA19315_NA19315', 'NA19439_NA19439')",31.727947,NA19315_NA19315,NA19439_NA19439
"('NA19331_NA19331', 'NA19381_NA19381')",31.722269000000004,NA19331_NA19331,NA19381_NA19381
"('NA19046_NA19046', 'NA19327_NA19327')",31.714756,NA19046_NA19046,NA19327_NA19327
"('NA19038_NA19038', 'NA19311_NA19311')",31.712306,NA19038_NA19038,NA19311_NA19311
"('NA19308_NA19308', 'NA19377_NA19377')",31.709196,NA19308_NA19308,NA19377_NA19377
"('NA19338_NA19338', 'NA19380_NA19380')",31.694328,NA19338_NA19338,NA19380_NA19380
"('NA19403_NA19403', 'NA19456_NA19456')",31.67673,NA19403_NA19403,NA19456_NA19456
"('NA19321_NA19321', 'NA19455_NA19455')",31.673056,NA19321_NA19321,NA19455_NA19455
"('NA19319_NA19319', 'NA19395_NA19395')",31.670425,NA19319_NA19319,NA19395_NA19395
"('NA19307_NA19307', 'NA19404_NA19404')",31.667729,NA19307_NA19307,NA19404_NA19404
"('NA19038_NA19038', 'NA19434_NA19434')",31.662117000000002,NA19038_NA19038,NA19434_NA19434
"('NA19038_NA19038', 'NA19461_NA19461')",31.642159,NA19038_NA19038,NA19461_NA19461
"('NA19046_NA19046', 'NA19310_NA19310')",31.621804,NA19046_NA19046,NA19310_NA19310
"('NA19318_NA19318', 'NA19468_NA19468')",31.613323,NA19318_NA19318,NA19468_NA19468
"('NA19445_NA19445', 'NA19468_NA19468')",31.606422,NA19445_NA19445,NA19468_NA19468
"('NA19360_NA19360', 'NA19462_NA19462')",31.602248,NA19360_NA19360,NA19462_NA19462
"('NA19440_NA19440', 'NA19443_NA19443')",31.601569,NA19440_NA19440,NA19443_NA19443
"('NA19331_NA19331', 'NA19346_NA19346')",31.598735,NA19331_NA19331,NA19346_NA19346
"('NA19328_NA19328', 'NA19452_NA19452')",31.584177,NA19328_NA19328,NA19452_NA19452
"('NA19385_NA19385', 'NA19456_NA19456')",31.574191000000003,NA19385_NA19385,NA19456_NA19456
"('NA19383_NA19383', 'NA19398_NA19398')",31.556176999999998,NA19383_NA19383,NA19398_NA19398
"('NA19431_NA19431', 'NA19455_NA19455')",31.554561,NA19431_NA19431,NA19455_NA19455
"('NA19374_NA19374', 'NA19384_NA19384')",31.552560000000003,NA19374_NA19374,NA19384_NA19384
"('NA19385_NA19385', 'NA19445_NA19445')",31.551786,NA19385_NA19385,NA19445_NA19445
"('NA19383_NA19383', 'NA19430_NA19430')",31.544890000000002,NA19383_NA19383,NA19430_NA19430
"('NA19470_NA19470', 'NA19472_NA19472')",31.533831,NA19470_NA19470,NA19472_NA19472
"('NA19036_NA19036', 'NA19448_NA19448')",31.513713,NA19036_NA19036,NA19448_NA19448
"('NA19327_NA19327', 'NA19445_NA19445')",31.499920000000003,NA19327_NA19327,NA19445_NA19445
"('NA19350_NA19350', 'NA19453_NA19453')",31.499736000000002,NA19350_NA19350,NA19453_NA19453
"('NA19319_NA19319', 'NA19393_NA19393')",31.499514,NA19319_NA19319,NA19393_NA19393
"('NA19472_NA19472', 'NA19474_NA19474')",31.496223,NA19472_NA19472,NA19474_NA19474
"('NA19394_NA19394', 'NA19448_NA19448')",31.482504,NA19394_NA19394,NA19448_NA19448
"('NA19327_NA19327', 'NA19437_NA19437')",31.481402000000003,NA19327_NA19327,NA19437_NA19437
"('NA19431_NA19431', 'NA19446_NA19446')",31.448956999999996,NA19431_NA19431,NA19446_NA19446
"('NA19451_NA19451', 'NA19472_NA19472')",31.446123999999998,NA19451_NA19451,NA19472_NA19472
"('NA19376_NA19376', 'NA19383_NA19383')",31.433697,NA19376_NA19376,NA19383_NA19383
"('NA19319_NA19319', 'NA19398_NA19398')",31.425186,NA19319_NA19319,NA19398_NA19398
"('NA19319_NA19319', 'NA19448_NA19448')",31.38773,NA19319_NA19319,NA19448_NA19448
"('NA19332_NA19332', 'NA19338_NA19338')",31.380396,NA19332_NA19332,NA19338_NA19338
"('NA19377_NA19377', 'NA19435_NA19435')",31.370687,NA19377_NA19377,NA19435_NA19435
"('NA19438_NA19438', 'NA19468_NA19468')",31.355179,NA19438_NA19438,NA19468_NA19468
"('NA19385_NA19385', 'NA19440_NA19440')",31.317439,NA19385_NA19385,NA19440_NA19440
"('NA19324_NA19324', 'NA19394_NA19394')",31.314128,NA19324_NA19324,NA19394_NA19394
"('NA19393_NA19393', 'NA19439_NA19439')",31.308149,NA19393_NA19393,NA19439_NA19439
"('NA19338_NA19338', 'NA19390_NA19390')",31.302214,NA19338_NA19338,NA19390_NA19390
"('NA19312_NA19312', 'NA19328_NA19328')",31.298692000000003,NA19312_NA19312,NA19328_NA19328
"('NA19328_NA19328', 'NA19437_NA19437')",31.286324999999998,NA19328_NA19328,NA19437_NA19437
"('NA19319_NA19319', 'NA19350_NA19350')",31.284043,NA19319_NA19319,NA19350_NA19350
"('NA19360_NA19360', 'NA19438_NA19438')",31.280505,NA19360_NA19360,NA19438_NA19438
"('NA19318_NA19318', 'NA19327_NA19327')",31.277209,NA19318_NA19318,NA19327_NA19327
"('NA19436_NA19436', 'NA19457_NA19457')",31.27351,NA19436_NA19436,NA19457_NA19457
"('NA19041_NA19041', 'NA19311_NA19311')",31.262972,NA19041_NA19041,NA19311_NA19311
"('NA19038_NA19038', 'NA19383_NA19383')",31.257368,NA19038_NA19038,NA19383_NA19383
"('NA19319_NA19319', 'NA19380_NA19380')",31.25311,NA19319_NA19319,NA19380_NA19380
"('NA19318_NA19318', 'NA19401_NA19401')",31.247511,NA19318_NA19318,NA19401_NA19401
"('NA19046_NA19046', 'NA19352_NA19352')",31.246669,NA19046_NA19046,NA19352_NA19352
"('NA19371_NA19371', 'NA19455_NA19455')",31.235606999999998,NA19371_NA19371,NA19455_NA19455
"('NA19020_NA19020', 'NA19376_NA19376')",31.233722,NA19020_NA19020,NA19376_NA19376
"('NA19372_NA19372', 'NA19448_NA19448')",31.230368,NA19372_NA19372,NA19448_NA19448
"('NA19318_NA19318', 'NA19439_NA19439')",31.223076,NA19318_NA19318,NA19439_NA19439
"('NA19379_NA19379', 'NA19456_NA19456')",31.219403,NA19379_NA19379,NA19456_NA19456
"('NA19390_NA19390', 'NA19455_NA19455')",31.192156,NA19390_NA19390,NA19455_NA19455
"('NA19332_NA19332', 'NA19470_NA19470')",31.169031,NA19332_NA19332,NA19470_NA19470
"('NA19315_NA19315', 'NA19338_NA19338')",31.166851,NA19315_NA19315,NA19338_NA19338
"('NA19382_NA19382', 'NA19467_NA19467')",31.163517,NA19382_NA19382,NA19467_NA19467
"('NA19360_NA19360', 'NA19394_NA19394')",31.161399,NA19360_NA19360,NA19394_NA19394
"('NA19308_NA19308', 'NA19457_NA19457')",31.157491,NA19308_NA19308,NA19457_NA19457
"('NA19313_NA19313', 'NA19461_NA19461')",31.157203,NA19313_NA19313,NA19461_NA19461
"('NA19382_NA19382', 'NA19473_NA19473')",31.129857,NA19382_NA19382,NA19473_NA19473
"('NA19307_NA19307', 'NA19461_NA19461')",31.129068,NA19307_NA19307,NA19461_NA19461
"('NA19385_NA19385', 'NA19451_NA19451')",31.077491000000002,NA19385_NA19385,NA19451_NA19451
"('NA19319_NA19319', 'NA19431_NA19431')",31.076753,NA19319_NA19319,NA19431_NA19431
"('NA19317_NA19317', 'NA19473_NA19473')",31.075995,NA19317_NA19317,NA19473_NA19473
"('NA19316_NA19316', 'NA19328_NA19328')",31.075971000000003,NA19316_NA19316,NA19328_NA19328
"('NA19346_NA19346', 'NA19463_NA19463')",31.070182,NA19346_NA19346,NA19463_NA19463
"('NA19338_NA19338', 'NA19463_NA19463')",31.044961999999998,NA19338_NA19338,NA19463_NA19463
"('NA19350_NA19350', 'NA19377_NA19377')",31.03702,NA19350_NA19350,NA19377_NA19377
"('NA19385_NA19385', 'NA19434_NA19434')",31.014341,NA19385_NA19385,NA19434_NA19434
"('NA19383_NA19383', 'NA19471_NA19471')",31.00702,NA19383_NA19383,NA19471_NA19471
"('NA19393_NA19393', 'NA19403_NA19403')",30.988506,NA19393_NA19393,NA19403_NA19403
"('NA19379_NA19379', 'NA19385_NA19385')",30.980463,NA19379_NA19379,NA19385_NA19385
"('NA19393_NA19393', 'NA19395_NA19395')",30.977891,NA19393_NA19393,NA19395_NA19395
"('NA19397_NA19397', 'NA19469_NA19469')",30.956204,NA19397_NA19397,NA19469_NA19469
"('NA19346_NA19346', 'NA19434_NA19434')",30.952899,NA19346_NA19346,NA19434_NA19434
"('NA19396_NA19396', 'NA19437_NA19437')",30.90731,NA19396_NA19396,NA19437_NA19437
"('NA19371_NA19371', 'NA19469_NA19469')",30.877726,NA19371_NA19371,NA19469_NA19469
"('NA19311_NA19311', 'NA19438_NA19438')",30.871503,NA19311_NA19311,NA19438_NA19438
"('NA19374_NA19374', 'NA19399_NA19399')",30.860793,NA19374_NA19374,NA19399_NA19399
"('NA19312_NA19312', 'NA19444_NA19444')",30.859593,NA19312_NA19312,NA19444_NA19444
"('NA19380_NA19380', 'NA19394_NA19394')",30.856062,NA19380_NA19380,NA19394_NA19394
"('NA19434_NA19434', 'NA19461_NA19461')",30.85535,NA19434_NA19434,NA19461_NA19461
"('NA19316_NA19316', 'NA19394_NA19394')",30.835053,NA19316_NA19316,NA19394_NA19394
"('NA19338_NA19338', 'NA19371_NA19371')",30.826535,NA19338_NA19338,NA19371_NA19371
"('NA19428_NA19428', 'NA19429_NA19429')",30.821819,NA19428_NA19428,NA19429_NA19429
"('NA19375_NA19375', 'NA19468_NA19468')",30.806718,NA19375_NA19375,NA19468_NA19468
"('NA19338_NA19338', 'NA19399_NA19399')",30.795258,NA19338_NA19338,NA19399_NA19399
"('NA19384_NA19384', 'NA19404_NA19404')",30.789078,NA19384_NA19384,NA19404_NA19404
"('NA19393_NA19393', 'NA19453_NA19453')",30.787312,NA19393_NA19393,NA19453_NA19453
"('NA19371_NA19371', 'NA19375_NA19375')",30.779789,NA19371_NA19371,NA19375_NA19375
"('NA19307_NA19307', 'NA19473_NA19473')",30.771957,NA19307_NA19307,NA19473_NA19473
"('NA19439_NA19439', 'NA19445_NA19445')",30.768382,NA19439_NA19439,NA19445_NA19445
"('NA19328_NA19328', 'NA19346_NA19346')",30.759574999999998,NA19328_NA19328,NA19346_NA19346
"('NA19321_NA19321', 'NA19467_NA19467')",30.753903,NA19321_NA19321,NA19467_NA19467
"('NA19313_NA19313', 'NA19377_NA19377')",30.747854,NA19313_NA19313,NA19377_NA19377
"('NA19346_NA19346', 'NA19360_NA19360')",30.741961,NA19346_NA19346,NA19360_NA19360
"('NA19319_NA19319', 'NA19452_NA19452')",30.717246,NA19319_NA19319,NA19452_NA19452
"('NA19307_NA19307', 'NA19438_NA19438')",30.716984000000004,NA19307_NA19307,NA19438_NA19438
"('NA19309_NA19309', 'NA19456_NA19456')",30.700094,NA19309_NA19309,NA19456_NA19456
"('NA19338_NA19338', 'NA19449_NA19449')",30.696899000000002,NA19338_NA19338,NA19449_NA19449
"('NA19334_NA19334', 'NA19394_NA19394')",30.686187999999998,NA19334_NA19334,NA19394_NA19394
"('NA19360_NA19360', 'NA19404_NA19404')",30.680173,NA19360_NA19360,NA19404_NA19404
"('NA19309_NA19309', 'NA19451_NA19451')",30.669302000000002,NA19309_NA19309,NA19451_NA19451
"('NA19315_NA19315', 'NA19319_NA19319')",30.648359999999997,NA19315_NA19315,NA19319_NA19319
"('NA19375_NA19375', 'NA19440_NA19440')",30.645611,NA19375_NA19375,NA19440_NA19440
"('NA19319_NA19319', 'NA19449_NA19449')",30.640688,NA19319_NA19319,NA19449_NA19449
"('NA19316_NA19316', 'NA19376_NA19376')",30.632583999999998,NA19316_NA19316,NA19376_NA19376
"('NA19035_NA19035', 'NA19437_NA19437')",30.613241,NA19035_NA19035,NA19437_NA19437
"('NA19440_NA19440', 'NA19472_NA19472')",30.606626,NA19440_NA19440,NA19472_NA19472
"('NA19383_NA19383', 'NA19401_NA19401')",30.57451,NA19383_NA19383,NA19401_NA19401
"('NA19020_NA19020', 'NA19359_NA19359')",30.572371999999998,NA19020_NA19020,NA19359_NA19359
"('NA19383_NA19383', 'NA19403_NA19403')",30.547085000000003,NA19383_NA19383,NA19403_NA19403
"('NA19351_NA19351', 'NA19390_NA19390')",30.536646,NA19351_NA19351,NA19390_NA19390
"('NA19346_NA19346', 'NA19444_NA19444')",30.531798000000002,NA19346_NA19346,NA19444_NA19444
"('NA19020_NA19020', 'NA19355_NA19355')",30.528105999999998,NA19020_NA19020,NA19355_NA19355
"('NA19440_NA19440', 'NA19466_NA19466')",30.520993,NA19440_NA19440,NA19466_NA19466
"('NA19327_NA19327', 'NA19472_NA19472')",30.516053,NA19327_NA19327,NA19472_NA19472
"('NA19398_NA19398', 'NA19455_NA19455')",30.510163,NA19398_NA19398,NA19455_NA19455
"('NA19448_NA19448', 'NA19473_NA19473')",30.506877,NA19448_NA19448,NA19473_NA19473
"('NA19321_NA19321', 'NA19457_NA19457')",30.505601,NA19321_NA19321,NA19457_NA19457
"('NA19383_NA19383', 'NA19456_NA19456')",30.502028000000003,NA19383_NA19383,NA19456_NA19456
"('NA19390_NA19390', 'NA19391_NA19391')",30.501967999999998,NA19390_NA19390,NA19391_NA19391
"('NA19028_NA19028', 'NA19351_NA19351')",30.497732,NA19028_NA19028,NA19351_NA19351
"('NA19347_NA19347', 'NA19467_NA19467')",30.481326,NA19347_NA19347,NA19467_NA19467
"('NA19375_NA19375', 'NA19445_NA19445')",30.479009,NA19375_NA19375,NA19445_NA19445
"('NA19328_NA19328', 'NA19448_NA19448')",30.47629,NA19328_NA19328,NA19448_NA19448
"('NA19309_NA19309', 'NA19390_NA19390')",30.470864999999996,NA19309_NA19309,NA19390_NA19390
"('NA19332_NA19332', 'NA19334_NA19334')",30.466424,NA19332_NA19332,NA19334_NA19334
"('NA19319_NA19319', 'NA19338_NA19338')",30.450242,NA19319_NA19319,NA19338_NA19338
"('NA19324_NA19324', 'NA19379_NA19379')",30.433617,NA19324_NA19324,NA19379_NA19379
"('NA19324_NA19324', 'NA19380_NA19380')",30.42895,NA19324_NA19324,NA19380_NA19380
"('NA19328_NA19328', 'NA19439_NA19439')",30.420333,NA19328_NA19328,NA19439_NA19439
"('NA19327_NA19327', 'NA19360_NA19360')",30.419131,NA19327_NA19327,NA19360_NA19360
"('NA19428_NA19428', 'NA19467_NA19467')",30.408618999999998,NA19428_NA19428,NA19467_NA19467
"('NA19393_NA19393', 'NA19463_NA19463')",30.408439,NA19393_NA19393,NA19463_NA19463
"('NA19399_NA19399', 'NA19444_NA19444')",30.400199,NA19399_NA19399,NA19444_NA19444
"('NA19466_NA19466', 'NA19470_NA19470')",30.383097999999997,NA19466_NA19466,NA19470_NA19470
"('NA19310_NA19310', 'NA19470_NA19470')",30.381487999999997,NA19310_NA19310,NA19470_NA19470
"('NA19346_NA19346', 'NA19379_NA19379')",30.37395,NA19346_NA19346,NA19379_NA19379
"('NA19438_NA19438', 'NA19439_NA19439')",30.370533000000002,NA19438_NA19438,NA19439_NA19439
"('NA19401_NA19401', 'NA19438_NA19438')",30.368319,NA19401_NA19401,NA19438_NA19438
"('NA19316_NA19316', 'NA19428_NA19428')",30.355292,NA19316_NA19316,NA19428_NA19428
"('NA19359_NA19359', 'NA19435_NA19435')",30.34663,NA19359_NA19359,NA19435_NA19435
"('NA19036_NA19036', 'NA19376_NA19376')",30.345734999999998,NA19036_NA19036,NA19376_NA19376
"('NA19351_NA19351', 'NA19399_NA19399')",30.323742,NA19351_NA19351,NA19399_NA19399
"('NA19355_NA19355', 'NA19451_NA19451')",30.313202999999998,NA19355_NA19355,NA19451_NA19451
"('NA19044_NA19044', 'NA19436_NA19436')",30.309994,NA19044_NA19044,NA19436_NA19436
"('NA19391_NA19391', 'NA19440_NA19440')",30.307812,NA19391_NA19391,NA19440_NA19440
"('NA19439_NA19439', 'NA19452_NA19452')",30.305847,NA19439_NA19439,NA19452_NA19452
"('NA19331_NA19331', 'NA19452_NA19452')",30.296020000000002,NA19331_NA19331,NA19452_NA19452
"('NA19352_NA19352', 'NA19428_NA19428')",30.293277,NA19352_NA19352,NA19428_NA19428
"('NA19324_NA19324', 'NA19428_NA19428')",30.283326,NA19324_NA19324,NA19428_NA19428
"('NA19372_NA19372', 'NA19401_NA19401')",30.267374999999998,NA19372_NA19372,NA19401_NA19401
"('NA19435_NA19435', 'NA19438_NA19438')",30.260126,NA19435_NA19435,NA19438_NA19438
"('NA19438_NA19438', 'NA19446_NA19446')",30.258233,NA19438_NA19438,NA19446_NA19446
"('NA19307_NA19307', 'NA19351_NA19351')",30.246423,NA19307_NA19307,NA19351_NA19351
"('NA19359_NA19359', 'NA19456_NA19456')",30.245732,NA19359_NA19359,NA19456_NA19456
"('NA19375_NA19375', 'NA19399_NA19399')",30.240235,NA19375_NA19375,NA19399_NA19399
"('NA19456_NA19456', 'NA19461_NA19461')",30.240137999999998,NA19456_NA19456,NA19461_NA19461
"('NA19372_NA19372', 'NA19473_NA19473')",30.221761,NA19372_NA19372,NA19473_NA19473
"('NA19038_NA19038', 'NA19347_NA19347')",30.208404,NA19038_NA19038,NA19347_NA19347
"('NA19355_NA19355', 'NA19470_NA19470')",30.195792,NA19355_NA19355,NA19470_NA19470
"('NA19347_NA19347', 'NA19444_NA19444')",30.192883000000002,NA19347_NA19347,NA19444_NA19444
"('NA19038_NA19038', 'NA19437_NA19437')",30.189635,NA19038_NA19038,NA19437_NA19437
"('NA19307_NA19307', 'NA19397_NA19397')",30.182007,NA19307_NA19307,NA19397_NA19397
"('NA19041_NA19041', 'NA19317_NA19317')",30.177979999999998,NA19041_NA19041,NA19317_NA19317
"('NA19399_NA19399', 'NA19443_NA19443')",30.17061,NA19399_NA19399,NA19443_NA19443
"('NA19035_NA19035', 'NA19435_NA19435')",30.162336,NA19035_NA19035,NA19435_NA19435
"('NA19317_NA19317', 'NA19449_NA19449')",30.153989,NA19317_NA19317,NA19449_NA19449
"('NA19430_NA19430', 'NA19436_NA19436')",30.130994,NA19430_NA19430,NA19436_NA19436
"('NA19360_NA19360', 'NA19399_NA19399')",30.122636,NA19360_NA19360,NA19399_NA19399
"('NA19439_NA19439', 'NA19440_NA19440')",30.113694,NA19439_NA19439,NA19440_NA19440
"('NA19327_NA19327', 'NA19397_NA19397')",30.11053,NA19327_NA19327,NA19397_NA19397
"('NA19382_NA19382', 'NA19383_NA19383')",30.107655,NA19382_NA19382,NA19383_NA19383
"('NA19431_NA19431', 'NA19467_NA19467')",30.082105,NA19431_NA19431,NA19467_NA19467
"('NA19371_NA19371', 'NA19383_NA19383')",30.069688,NA19371_NA19371,NA19383_NA19383
"('NA19316_NA19316', 'NA19382_NA19382')",30.063514,NA19316_NA19316,NA19382_NA19382
"('NA19312_NA19312', 'NA19324_NA19324')",30.047750999999998,NA19312_NA19312,NA19324_NA19324
"('NA19438_NA19438', 'NA19469_NA19469')",30.045648,NA19438_NA19438,NA19469_NA19469
"('NA19020_NA19020', 'NA19351_NA19351')",30.04488,NA19020_NA19020,NA19351_NA19351
"('NA19318_NA19318', 'NA19429_NA19429')",30.031123,NA19318_NA19318,NA19429_NA19429
"('NA19444_NA19444', 'NA19468_NA19468')",30.02826,NA19444_NA19444,NA19468_NA19468
"('NA19391_NA19391', 'NA19468_NA19468')",30.022757,NA19391_NA19391,NA19468_NA19468
"('NA19324_NA19324', 'NA19338_NA19338')",30.005668,NA19324_NA19324,NA19338_NA19338
"('NA19467_NA19467', 'NA19472_NA19472')",29.996175,NA19467_NA19467,NA19472_NA19472
"('NA19403_NA19403', 'NA19473_NA19473')",29.979884000000002,NA19403_NA19403,NA19473_NA19473
"('NA19390_NA19390', 'NA19452_NA19452')",29.96576,NA19390_NA19390,NA19452_NA19452
"('NA19328_NA19328', 'NA19461_NA19461')",29.961884,NA19328_NA19328,NA19461_NA19461
"('NA19327_NA19327', 'NA19440_NA19440')",29.959491,NA19327_NA19327,NA19440_NA19440
"('NA19350_NA19350', 'NA19371_NA19371')",29.9526,NA19350_NA19350,NA19371_NA19371
"('NA19316_NA19316', 'NA19440_NA19440')",29.946374000000002,NA19316_NA19316,NA19440_NA19440
"('NA19338_NA19338', 'NA19466_NA19466')",29.933611,NA19338_NA19338,NA19466_NA19466
"('NA19372_NA19372', 'NA19379_NA19379')",29.930623999999998,NA19372_NA19372,NA19379_NA19379
"('NA19321_NA19321', 'NA19456_NA19456')",29.925493000000003,NA19321_NA19321,NA19456_NA19456
"('NA19351_NA19351', 'NA19461_NA19461')",29.905262,NA19351_NA19351,NA19461_NA19461
"('NA19317_NA19317', 'NA19462_NA19462')",29.904297,NA19317_NA19317,NA19462_NA19462
"('NA19327_NA19327', 'NA19434_NA19434')",29.899136,NA19327_NA19327,NA19434_NA19434
"('NA19316_NA19316', 'NA19395_NA19395')",29.873967,NA19316_NA19316,NA19395_NA19395
"('NA19318_NA19318', 'NA19328_NA19328')",29.868624,NA19318_NA19318,NA19328_NA19328
"('NA19307_NA19307', 'NA19440_NA19440')",29.861223,NA19307_NA19307,NA19440_NA19440
"('NA19046_NA19046', 'NA19351_NA19351')",29.857566,NA19046_NA19046,NA19351_NA19351
"('NA19382_NA19382', 'NA19469_NA19469')",29.856271,NA19382_NA19382,NA19469_NA19469
"('NA19035_NA19035', 'NA19375_NA19375')",29.853151,NA19035_NA19035,NA19375_NA19375
"('NA19317_NA19317', 'NA19375_NA19375')",29.851696999999998,NA19317_NA19317,NA19375_NA19375
"('NA19437_NA19437', 'NA19439_NA19439')",29.845053,NA19437_NA19437,NA19439_NA19439
"('NA19401_NA19401', 'NA19451_NA19451')",29.844561,NA19401_NA19401,NA19451_NA19451
"('NA19041_NA19041', 'NA19309_NA19309')",29.829043,NA19041_NA19041,NA19309_NA19309
"('NA19434_NA19434', 'NA19463_NA19463')",29.811867999999997,NA19434_NA19434,NA19463_NA19463
"('NA19376_NA19376', 'NA19439_NA19439')",29.811845,NA19376_NA19376,NA19439_NA19439
"('NA19383_NA19383', 'NA19466_NA19466')",29.810596,NA19383_NA19383,NA19466_NA19466
"('NA19372_NA19372', 'NA19391_NA19391')",29.792783999999997,NA19372_NA19372,NA19391_NA19391
"('NA19319_NA19319', 'NA19473_NA19473')",29.789896,NA19319_NA19319,NA19473_NA19473
"('NA19307_NA19307', 'NA19377_NA19377')",29.784301,NA19307_NA19307,NA19377_NA19377
"('NA19384_NA19384', 'NA19474_NA19474')",29.783669,NA19384_NA19384,NA19474_NA19474
"('NA19319_NA19319', 'NA19328_NA19328')",29.772484,NA19319_NA19319,NA19328_NA19328
"('NA19324_NA19324', 'NA19391_NA19391')",29.771925,NA19324_NA19324,NA19391_NA19391
"('NA19393_NA19393', 'NA19471_NA19471')",29.760675,NA19393_NA19393,NA19471_NA19471
