pair,total_ibd_mb,sample_a,sample_b
"('NA19315_NA19315', 'NA19452_NA19452')",14.801362000000001,NA19315_NA19315,NA19452_NA19452
"('NA19379_NA19379', 'NA19396_NA19396')",14.796412,NA19379_NA19379,NA19396_NA19396
"('NA19028_NA19028', 'NA19395_NA19395')",14.793073,NA19028_NA19028,NA19395_NA19395
"('NA19380_NA19380', 'NA19436_NA19436')",14.78881,NA19380_NA19380,NA19436_NA19436
"('NA19321_NA19321', 'NA19468_NA19468')",14.780851,NA19321_NA19321,NA19468_NA19468
"('NA19462_NA19462', 'NA19474_NA19474')",14.779634,NA19462_NA19462,NA19474_NA19474
"('NA19346_NA19346', 'NA19435_NA19435')",14.776484,NA19346_NA19346,NA19435_NA19435
"('NA19379_NA19379', 'NA19383_NA19383')",14.772254,NA19379_NA19379,NA19383_NA19383
"('NA19401_NA19401', 'NA19452_NA19452')",14.768563,NA19401_NA19401,NA19452_NA19452
"('NA19444_NA19444', 'NA19469_NA19469')",14.766279,NA19444_NA19444,NA19469_NA19469
"('NA19350_NA19350', 'NA19472_NA19472')",14.738542,NA19350_NA19350,NA19472_NA19472
"('NA19436_NA19436', 'NA19452_NA19452')",14.718435,NA19436_NA19436,NA19452_NA19452
"('NA19372_NA19372', 'NA19376_NA19376')",14.705938,NA19372_NA19372,NA19376_NA19376
"('NA19319_NA19319', 'NA19471_NA19471')",14.684397,NA19319_NA19319,NA19471_NA19471
"('NA19308_NA19308', 'NA19394_NA19394')",14.674422,NA19308_NA19308,NA19394_NA19394
"('NA19308_NA19308', 'NA19327_NA19327')",14.673328999999999,NA19308_NA19308,NA19327_NA19327
"('NA19372_NA19372', 'NA19429_NA19429')",14.670982,NA19372_NA19372,NA19429_NA19429
"('NA19385_NA19385', 'NA19461_NA19461')",14.665323,NA19385_NA19385,NA19461_NA19461
"('NA19385_NA19385', 'NA19395_NA19395')",14.662064,NA19385_NA19385,NA19395_NA19395
"('NA19036_NA19036', 'NA19435_NA19435')",14.659399,NA19036_NA19036,NA19435_NA19435
"('NA19308_NA19308', 'NA19372_NA19372')",14.658169000000001,NA19308_NA19308,NA19372_NA19372
"('NA19028_NA19028', 'NA19461_NA19461')",14.656956,NA19028_NA19028,NA19461_NA19461
"('NA19377_NA19377', 'NA19474_NA19474')",14.649892,NA19377_NA19377,NA19474_NA19474
"('NA19428_NA19428', 'NA19437_NA19437')",14.643019,NA19428_NA19428,NA19437_NA19437
"('NA19393_NA19393', 'NA19468_NA19468')",14.639078,NA19393_NA19393,NA19468_NA19468
"('NA19035_NA19035', 'NA19471_NA19471')",14.635774,NA19035_NA19035,NA19471_NA19471
"('NA19315_NA19315', 'NA19456_NA19456')",14.631625,NA19315_NA19315,NA19456_NA19456
"('NA19390_NA19390', 'NA19394_NA19394')",14.630752000000001,NA19390_NA19390,NA19394_NA19394
"('NA19352_NA19352', 'NA19379_NA19379')",14.623536999999999,NA19352_NA19352,NA19379_NA19379
"('NA19311_NA19311', 'NA19373_NA19373')",14.599717,NA19311_NA19311,NA19373_NA19373
"('NA19373_NA19373', 'NA19470_NA19470')",14.598382,NA19373_NA19373,NA19470_NA19470
"('NA19449_NA19449', 'NA19461_NA19461')",14.594164,NA19449_NA19449,NA19461_NA19461
"('NA19310_NA19310', 'NA19457_NA19457')",14.578779,NA19310_NA19310,NA19457_NA19457
"('NA19355_NA19355', 'NA19443_NA19443')",14.531227,NA19355_NA19355,NA19443_NA19443
"('NA19396_NA19396', 'NA19444_NA19444')",14.527992000000001,NA19396_NA19396,NA19444_NA19444
"('NA19307_NA19307', 'NA19315_NA19315')",14.525755,NA19307_NA19307,NA19315_NA19315
"('NA19020_NA19020', 'NA19311_NA19311')",14.524206,NA19020_NA19020,NA19311_NA19311
"('NA19381_NA19381', 'NA19398_NA19398')",14.509651999999999,NA19381_NA19381,NA19398_NA19398
"('NA19028_NA19028', 'NA19440_NA19440')",14.507271,NA19028_NA19028,NA19440_NA19440
"('NA19393_NA19393', 'NA19473_NA19473')",14.488227,NA19393_NA19393,NA19473_NA19473
"('NA19332_NA19332', 'NA19463_NA19463')",14.483934,NA19332_NA19332,NA19463_NA19463
"('NA19351_NA19351', 'NA19435_NA19435')",14.480076,NA19351_NA19351,NA19435_NA19435
"('NA19371_NA19371', 'NA19453_NA19453')",14.469483,NA19371_NA19371,NA19453_NA19453
"('NA19377_NA19377', 'NA19428_NA19428')",14.465251,NA19377_NA19377,NA19428_NA19428
"('NA19316_NA19316', 'NA19445_NA19445')",14.464944,NA19316_NA19316,NA19445_NA19445
"('NA19451_NA19451', 'NA19474_NA19474')",14.460065,NA19451_NA19451,NA19474_NA19474
"('NA19445_NA19445', 'NA19452_NA19452')",14.455523,NA19445_NA19445,NA19452_NA19452
"('NA19020_NA19020', 'NA19379_NA19379')",14.448551,NA19020_NA19020,NA19379_NA19379
"('NA19385_NA19385', 'NA19469_NA19469')",14.432945,NA19385_NA19385,NA19469_NA19469
"('NA19315_NA19315', 'NA19352_NA19352')",14.430567,NA19315_NA19315,NA19352_NA19352
"('NA19324_NA19324', 'NA19474_NA19474')",14.429364,NA19324_NA19324,NA19474_NA19474
"('NA19332_NA19332', 'NA19396_NA19396')",14.422302,NA19332_NA19332,NA19396_NA19396
"('NA19311_NA19311', 'NA19380_NA19380')",14.42136,NA19311_NA19311,NA19380_NA19380
"('NA19038_NA19038', 'NA19401_NA19401')",14.408788000000001,NA19038_NA19038,NA19401_NA19401
"('NA19374_NA19374', 'NA19428_NA19428')",14.400659,NA19374_NA19374,NA19428_NA19428
"('NA19375_NA19375', 'NA19429_NA19429')",14.397497,NA19375_NA19375,NA19429_NA19429
"('NA19382_NA19382', 'NA19438_NA19438')",14.389497,NA19382_NA19382,NA19438_NA19438
"('NA19443_NA19443', 'NA19455_NA19455')",14.387293,NA19443_NA19443,NA19455_NA19455
"('NA19038_NA19038', 'NA19438_NA19438')",14.387233,NA19038_NA19038,NA19438_NA19438
"('NA19035_NA19035', 'NA19469_NA19469')",14.386168999999999,NA19035_NA19035,NA19469_NA19469
"('NA19374_NA19374', 'NA19463_NA19463')",14.375823,NA19374_NA19374,NA19463_NA19463
"('NA19443_NA19443', 'NA19456_NA19456')",14.369239,NA19443_NA19443,NA19456_NA19456
"('NA19038_NA19038', 'NA19382_NA19382')",14.365958,NA19038_NA19038,NA19382_NA19382
"('NA19352_NA19352', 'NA19468_NA19468')",14.365076,NA19352_NA19352,NA19468_NA19468
"('NA19313_NA19313', 'NA19382_NA19382')",14.350825,NA19313_NA19313,NA19382_NA19382
"('NA19309_NA19309', 'NA19457_NA19457')",14.346291,NA19309_NA19309,NA19457_NA19457
"('NA19319_NA19319', 'NA19391_NA19391')",14.332847000000001,NA19319_NA19319,NA19391_NA19391
"('NA19041_NA19041', 'NA19347_NA19347')",14.326630999999999,NA19041_NA19041,NA19347_NA19347
"('NA19383_NA19383', 'NA19474_NA19474')",14.326054000000001,NA19383_NA19383,NA19474_NA19474
"('NA19035_NA19035', 'NA19470_NA19470')",14.318479,NA19035_NA19035,NA19470_NA19470
"('NA19038_NA19038', 'NA19374_NA19374')",14.313662999999998,NA19038_NA19038,NA19374_NA19374
"('NA19397_NA19397', 'NA19438_NA19438')",14.311936,NA19397_NA19397,NA19438_NA19438
"('NA19331_NA19331', 'NA19463_NA19463')",14.305940999999999,NA19331_NA19331,NA19463_NA19463
"('NA19309_NA19309', 'NA19462_NA19462')",14.303965,NA19309_NA19309,NA19462_NA19462
"('NA19395_NA19395', 'NA19437_NA19437')",14.301986,NA19395_NA19395,NA19437_NA19437
"('NA19395_NA19395', 'NA19463_NA19463')",14.297584,NA19395_NA19395,NA19463_NA19463
"('NA19346_NA19346', 'NA19347_NA19347')",14.281939999999999,NA19346_NA19346,NA19347_NA19347
"('NA19046_NA19046', 'NA19443_NA19443')",14.272283,NA19046_NA19046,NA19443_NA19443
"('NA19376_NA19376', 'NA19463_NA19463')",14.270906,NA19376_NA19376,NA19463_NA19463
"('NA19379_NA19379', 'NA19472_NA19472')",14.265843,NA19379_NA19379,NA19472_NA19472
"('NA19312_NA19312', 'NA19398_NA19398')",14.256795,NA19312_NA19312,NA19398_NA19398
"('NA19307_NA19307', 'NA19350_NA19350')",14.248452,NA19307_NA19307,NA19350_NA19350
"('NA19046_NA19046', 'NA19439_NA19439')",14.248421,NA19046_NA19046,NA19439_NA19439
"('NA19312_NA19312', 'NA19404_NA19404')",14.223317999999999,NA19312_NA19312,NA19404_NA19404
"('NA19309_NA19309', 'NA19474_NA19474')",14.216021000000001,NA19309_NA19309,NA19474_NA19474
"('NA19374_NA19374', 'NA19443_NA19443')",14.213104,NA19374_NA19374,NA19443_NA19443
"('NA19438_NA19438', 'NA19455_NA19455')",14.209907000000001,NA19438_NA19438,NA19455_NA19455
"('NA19350_NA19350', 'NA19379_NA19379')",14.200571,NA19350_NA19350,NA19379_NA19379
"('NA19035_NA19035', 'NA19468_NA19468')",14.194532,NA19035_NA19035,NA19468_NA19468
"('NA19373_NA19373', 'NA19456_NA19456')",14.193882,NA19373_NA19373,NA19456_NA19456
"('NA19350_NA19350', 'NA19456_NA19456')",14.188582,NA19350_NA19350,NA19456_NA19456
"('NA19456_NA19456', 'NA19457_NA19457')",14.178944,NA19456_NA19456,NA19457_NA19457
"('NA19355_NA19355', 'NA19395_NA19395')",14.171883,NA19355_NA19355,NA19395_NA19395
"('NA19440_NA19440', 'NA19444_NA19444')",14.162168,NA19440_NA19440,NA19444_NA19444
"('NA19372_NA19372', 'NA19396_NA19396')",14.155353,NA19372_NA19372,NA19396_NA19396
"('NA19310_NA19310', 'NA19334_NA19334')",14.149287999999999,NA19310_NA19310,NA19334_NA19334
"('NA19313_NA19313', 'NA19434_NA19434')",14.142415999999999,NA19313_NA19313,NA19434_NA19434
"('NA19380_NA19380', 'NA19399_NA19399')",14.134439,NA19380_NA19380,NA19399_NA19399
"('NA19309_NA19309', 'NA19449_NA19449')",14.134155,NA19309_NA19309,NA19449_NA19449
"('NA19324_NA19324', 'NA19469_NA19469')",14.124584,NA19324_NA19324,NA19469_NA19469
"('NA19046_NA19046', 'NA19403_NA19403')",14.122225,NA19046_NA19046,NA19403_NA19403
"('NA19445_NA19445', 'NA19473_NA19473')",14.108139000000001,NA19445_NA19445,NA19473_NA19473
"('NA19308_NA19308', 'NA19346_NA19346')",14.108107,NA19308_NA19308,NA19346_NA19346
"('NA19313_NA19313', 'NA19319_NA19319')",14.106121,NA19313_NA19313,NA19319_NA19319
"('NA19331_NA19331', 'NA19444_NA19444')",14.10596,NA19331_NA19331,NA19444_NA19444
"('NA19338_NA19338', 'NA19391_NA19391')",14.104057,NA19338_NA19338,NA19391_NA19391
"('NA19036_NA19036', 'NA19403_NA19403')",14.086715,NA19036_NA19036,NA19403_NA19403
"('NA19372_NA19372', 'NA19374_NA19374')",14.077805999999999,NA19372_NA19372,NA19374_NA19374
"('NA19391_NA19391', 'NA19448_NA19448')",14.068383999999998,NA19391_NA19391,NA19448_NA19448
"('NA19310_NA19310', 'NA19395_NA19395')",14.066033000000001,NA19310_NA19310,NA19395_NA19395
"('NA19041_NA19041', 'NA19434_NA19434')",14.065827,NA19041_NA19041,NA19434_NA19434
"('NA19346_NA19346', 'NA19437_NA19437')",14.053657,NA19346_NA19346,NA19437_NA19437
"('NA19434_NA19434', 'NA19462_NA19462')",14.050203,NA19434_NA19434,NA19462_NA19462
"('NA19324_NA19324', 'NA19376_NA19376')",14.049692,NA19324_NA19324,NA19376_NA19376
"('NA19318_NA19318', 'NA19435_NA19435')",14.041507,NA19318_NA19318,NA19435_NA19435
"('NA19371_NA19371', 'NA19470_NA19470')",14.015365999999998,NA19371_NA19371,NA19470_NA19470
"('NA19035_NA19035', 'NA19383_NA19383')",14.005546,NA19035_NA19035,NA19383_NA19383
"('NA19313_NA19313', 'NA19463_NA19463')",14.001346,NA19313_NA19313,NA19463_NA19463
"('NA19467_NA19467', 'NA19468_NA19468')",13.997004,NA19467_NA19467,NA19468_NA19468
"('NA19448_NA19448', 'NA19470_NA19470')",13.984651,NA19448_NA19448,NA19470_NA19470
"('NA19395_NA19395', 'NA19452_NA19452')",13.981496,NA19395_NA19395,NA19452_NA19452
"('NA19038_NA19038', 'NA19452_NA19452')",13.970857,NA19038_NA19038,NA19452_NA19452
"('NA19395_NA19395', 'NA19474_NA19474')",13.955038,NA19395_NA19395,NA19474_NA19474
"('NA19350_NA19350', 'NA19434_NA19434')",13.954933,NA19350_NA19350,NA19434_NA19434
"('NA19395_NA19395', 'NA19456_NA19456')",13.935317999999999,NA19395_NA19395,NA19456_NA19456
"('NA19313_NA19313', 'NA19468_NA19468')",13.930214,NA19313_NA19313,NA19468_NA19468
"('NA19443_NA19443', 'NA19473_NA19473')",13.928237000000001,NA19443_NA19443,NA19473_NA19473
"('NA19468_NA19468', 'NA19473_NA19473')",13.919986,NA19468_NA19468,NA19473_NA19473
"('NA19355_NA19355', 'NA19446_NA19446')",13.918295,NA19355_NA19355,NA19446_NA19446
"('NA19381_NA19381', 'NA19396_NA19396')",13.914396,NA19381_NA19381,NA19396_NA19396
"('NA19373_NA19373', 'NA19452_NA19452')",13.902602,NA19373_NA19373,NA19452_NA19452
"('NA19041_NA19041', 'NA19385_NA19385')",13.901849,NA19041_NA19041,NA19385_NA19385
"('NA19397_NA19397', 'NA19451_NA19451')",13.896016,NA19397_NA19397,NA19451_NA19451
"('NA19020_NA19020', 'NA19313_NA19313')",13.886037,NA19020_NA19020,NA19313_NA19313
"('NA19398_NA19398', 'NA19474_NA19474')",13.872641999999999,NA19398_NA19398,NA19474_NA19474
"('NA19467_NA19467', 'NA19470_NA19470')",13.871482,NA19467_NA19467,NA19470_NA19470
"('NA19028_NA19028', 'NA19466_NA19466')",13.855066,NA19028_NA19028,NA19466_NA19466
"('NA19395_NA19395', 'NA19471_NA19471')",13.847389,NA19395_NA19395,NA19471_NA19471
"('NA19437_NA19437', 'NA19466_NA19466')",13.84488,NA19437_NA19437,NA19466_NA19466
"('NA19308_NA19308', 'NA19381_NA19381')",13.838687,NA19308_NA19308,NA19381_NA19381
"('NA19346_NA19346', 'NA19380_NA19380')",13.828337,NA19346_NA19346,NA19380_NA19380
"('NA19315_NA19315', 'NA19431_NA19431')",13.827922,NA19315_NA19315,NA19431_NA19431
"('NA19318_NA19318', 'NA19430_NA19430')",13.825652,NA19318_NA19318,NA19430_NA19430
"('NA19308_NA19308', 'NA19334_NA19334')",13.824624,NA19308_NA19308,NA19334_NA19334
"('NA19038_NA19038', 'NA19041_NA19041')",13.821200000000001,NA19038_NA19038,NA19041_NA19041
"('NA19347_NA19347', 'NA19359_NA19359')",13.804245,NA19347_NA19347,NA19359_NA19359
"('NA19315_NA19315', 'NA19428_NA19428')",13.798423,NA19315_NA19315,NA19428_NA19428
"('NA19372_NA19372', 'NA19474_NA19474')",13.797678,NA19372_NA19372,NA19474_NA19474
"('NA19313_NA19313', 'NA19380_NA19380')",13.786658,NA19313_NA19313,NA19380_NA19380
"('NA19355_NA19355', 'NA19383_NA19383')",13.78455,NA19355_NA19355,NA19383_NA19383
"('NA19346_NA19346', 'NA19467_NA19467')",13.775417000000001,NA19346_NA19346,NA19467_NA19467
"('NA19310_NA19310', 'NA19327_NA19327')",13.766622,NA19310_NA19310,NA19327_NA19327
"('NA19352_NA19352', 'NA19383_NA19383')",13.763401,NA19352_NA19352,NA19383_NA19383
"('NA19431_NA19431', 'NA19448_NA19448')",13.754679000000001,NA19431_NA19431,NA19448_NA19448
"('NA19429_NA19429', 'NA19440_NA19440')",13.753421,NA19429_NA19429,NA19440_NA19440
"('NA19399_NA19399', 'NA19462_NA19462')",13.749633,NA19399_NA19399,NA19462_NA19462
"('NA19403_NA19403', 'NA19469_NA19469')",13.734717,NA19403_NA19403,NA19469_NA19469
"('NA19307_NA19307', 'NA19373_NA19373')",13.717496,NA19307_NA19307,NA19373_NA19373
"('NA19382_NA19382', 'NA19445_NA19445')",13.711011,NA19382_NA19382,NA19445_NA19445
"('NA19351_NA19351', 'NA19371_NA19371')",13.682748,NA19351_NA19351,NA19371_NA19371
"('NA19315_NA19315', 'NA19434_NA19434')",13.675269,NA19315_NA19315,NA19434_NA19434
"('NA19385_NA19385', 'NA19463_NA19463')",13.672449,NA19385_NA19385,NA19463_NA19463
"('NA19381_NA19381', 'NA19397_NA19397')",13.670873,NA19381_NA19381,NA19397_NA19397
"('NA19046_NA19046', 'NA19451_NA19451')",13.663181,NA19046_NA19046,NA19451_NA19451
"('NA19355_NA19355', 'NA19430_NA19430')",13.659607,NA19355_NA19355,NA19430_NA19430
"('NA19373_NA19373', 'NA19436_NA19436')",13.650772,NA19373_NA19373,NA19436_NA19436
"('NA19036_NA19036', 'NA19373_NA19373')",13.641466,NA19036_NA19036,NA19373_NA19373
"('NA19020_NA19020', 'NA19041_NA19041')",13.630623,NA19020_NA19020,NA19041_NA19041
"('NA19316_NA19316', 'NA19385_NA19385')",13.626673,NA19316_NA19316,NA19385_NA19385
"('NA19038_NA19038', 'NA19376_NA19376')",13.61495,NA19038_NA19038,NA19376_NA19376
"('NA19310_NA19310', 'NA19398_NA19398')",13.614078,NA19310_NA19310,NA19398_NA19398
"('NA19311_NA19311', 'NA19429_NA19429')",13.606409,NA19311_NA19311,NA19429_NA19429
"('NA19394_NA19394', 'NA19451_NA19451')",13.601393000000002,NA19394_NA19394,NA19451_NA19451
"('NA19308_NA19308', 'NA19309_NA19309')",13.59723,NA19308_NA19308,NA19309_NA19309
"('NA19394_NA19394', 'NA19429_NA19429')",13.59609,NA19394_NA19394,NA19429_NA19429
"('NA19315_NA19315', 'NA19429_NA19429')",13.59358,NA19315_NA19315,NA19429_NA19429
"('NA19374_NA19374', 'NA19468_NA19468')",13.553956,NA19374_NA19374,NA19468_NA19468
"('NA19316_NA19316', 'NA19397_NA19397')",13.543987999999999,NA19316_NA19316,NA19397_NA19397
"('NA19044_NA19044', 'NA19371_NA19371')",13.525533,NA19044_NA19044,NA19371_NA19371
"('NA19036_NA19036', 'NA19445_NA19445')",13.510516,NA19036_NA19036,NA19445_NA19445
"('NA19044_NA19044', 'NA19315_NA19315')",13.504321000000001,NA19044_NA19044,NA19315_NA19315
"('NA19315_NA19315', 'NA19448_NA19448')",13.492613,NA19315_NA19315,NA19448_NA19448
"('NA19331_NA19331', 'NA19355_NA19355')",13.484154,NA19331_NA19331,NA19355_NA19355
"('NA19449_NA19449', 'NA19456_NA19456')",13.483417000000001,NA19449_NA19449,NA19456_NA19456
"('NA19028_NA19028', 'NA19435_NA19435')",13.480418,NA19028_NA19028,NA19435_NA19435
"('NA19429_NA19429', 'NA19467_NA19467')",13.477842,NA19429_NA19429,NA19467_NA19467
"('NA19449_NA19449', 'NA19452_NA19452')",13.473594,NA19449_NA19449,NA19452_NA19452
"('NA19331_NA19331', 'NA19428_NA19428')",13.467939,NA19331_NA19331,NA19428_NA19428
"('NA19324_NA19324', 'NA19468_NA19468')",13.443240999999999,NA19324_NA19324,NA19468_NA19468
"('NA19396_NA19396', 'NA19435_NA19435')",13.440807,NA19396_NA19396,NA19435_NA19435
"('NA19307_NA19307', 'NA19471_NA19471')",13.437928,NA19307_NA19307,NA19471_NA19471
"('NA19382_NA19382', 'NA19436_NA19436')",13.427459,NA19382_NA19382,NA19436_NA19436
"('NA19372_NA19372', 'NA19395_NA19395')",13.411338,NA19372_NA19372,NA19395_NA19395
"('NA19395_NA19395', 'NA19431_NA19431')",13.404128,NA19395_NA19395,NA19431_NA19431
"('NA19041_NA19041', 'NA19046_NA19046')",13.403289,NA19041_NA19041,NA19046_NA19046
"('NA19044_NA19044', 'NA19374_NA19374')",13.403039,NA19044_NA19044,NA19374_NA19374
"('NA19334_NA19334', 'NA19385_NA19385')",13.39787,NA19334_NA19334,NA19385_NA19385
"('NA19035_NA19035', 'NA19438_NA19438')",13.386068,NA19035_NA19035,NA19438_NA19438
"('NA19331_NA19331', 'NA19445_NA19445')",13.380956,NA19331_NA19331,NA19445_NA19445
"('NA19399_NA19399', 'NA19455_NA19455')",13.376045,NA19399_NA19399,NA19455_NA19455
"('NA19044_NA19044', 'NA19470_NA19470')",13.369919,NA19044_NA19044,NA19470_NA19470
"('NA19334_NA19334', 'NA19456_NA19456')",13.358481,NA19334_NA19334,NA19456_NA19456
"('NA19046_NA19046', 'NA19390_NA19390')",13.348606,NA19046_NA19046,NA19390_NA19390
"('NA19374_NA19374', 'NA19469_NA19469')",13.281561,NA19374_NA19374,NA19469_NA19469
"('NA19321_NA19321', 'NA19373_NA19373')",13.276947,NA19321_NA19321,NA19373_NA19373
"('NA19036_NA19036', 'NA19396_NA19396')",13.276256,NA19036_NA19036,NA19396_NA19396
"('NA19449_NA19449', 'NA19468_NA19468')",13.275860999999999,NA19449_NA19449,NA19468_NA19468
"('NA19403_NA19403', 'NA19471_NA19471')",13.272872,NA19403_NA19403,NA19471_NA19471
"('NA19429_NA19429', 'NA19457_NA19457')",13.268518,NA19429_NA19429,NA19457_NA19457
"('NA19028_NA19028', 'NA19371_NA19371')",13.267049,NA19028_NA19028,NA19371_NA19371
"('NA19438_NA19438', 'NA19473_NA19473')",13.258768,NA19438_NA19438,NA19473_NA19473
"('NA19374_NA19374', 'NA19397_NA19397')",13.257525000000001,NA19374_NA19374,NA19397_NA19397
"('NA19328_NA19328', 'NA19438_NA19438')",13.248598,NA19328_NA19328,NA19438_NA19438
"('NA19390_NA19390', 'NA19437_NA19437')",13.212531,NA19390_NA19390,NA19437_NA19437
"('NA19403_NA19403', 'NA19444_NA19444')",13.208055,NA19403_NA19403,NA19444_NA19444
"('NA19036_NA19036', 'NA19474_NA19474')",13.203027,NA19036_NA19036,NA19474_NA19474
"('NA19334_NA19334', 'NA19380_NA19380')",13.20298,NA19334_NA19334,NA19380_NA19380
"('NA19385_NA19385', 'NA19430_NA19430')",13.190793,NA19385_NA19385,NA19430_NA19430
"('NA19338_NA19338', 'NA19401_NA19401')",13.177127,NA19338_NA19338,NA19401_NA19401
"('NA19315_NA19315', 'NA19385_NA19385')",13.174945000000001,NA19315_NA19315,NA19385_NA19385
"('NA19044_NA19044', 'NA19327_NA19327')",13.167642,NA19044_NA19044,NA19327_NA19327
"('NA19036_NA19036', 'NA19451_NA19451')",13.166762,NA19036_NA19036,NA19451_NA19451
"('NA19462_NA19462', 'NA19469_NA19469')",13.162225,NA19462_NA19462,NA19469_NA19469
"('NA19312_NA19312', 'NA19377_NA19377')",13.158507,NA19312_NA19312,NA19377_NA19377
"('NA19390_NA19390', 'NA19461_NA19461')",13.157804,NA19390_NA19390,NA19461_NA19461
"('NA19404_NA19404', 'NA19463_NA19463')",13.146665,NA19404_NA19404,NA19463_NA19463
"('NA19046_NA19046', 'NA19394_NA19394')",13.145317,NA19046_NA19046,NA19394_NA19394
"('NA19448_NA19448', 'NA19457_NA19457')",13.131555,NA19448_NA19448,NA19457_NA19457
"('NA19317_NA19317', 'NA19456_NA19456')",13.128873,NA19317_NA19317,NA19456_NA19456
"('NA19035_NA19035', 'NA19457_NA19457')",13.123766,NA19035_NA19035,NA19457_NA19457
"('NA19374_NA19374', 'NA19448_NA19448')",13.122507,NA19374_NA19374,NA19448_NA19448
"('NA19438_NA19438', 'NA19463_NA19463')",13.11766,NA19438_NA19438,NA19463_NA19463
"('NA19401_NA19401', 'NA19435_NA19435')",13.117123,NA19401_NA19401,NA19435_NA19435
"('NA19307_NA19307', 'NA19382_NA19382')",13.111236,NA19307_NA19307,NA19382_NA19382
"('NA19332_NA19332', 'NA19383_NA19383')",13.09979,NA19332_NA19332,NA19383_NA19383
"('NA19381_NA19381', 'NA19437_NA19437')",13.094199,NA19381_NA19381,NA19437_NA19437
"('NA19437_NA19437', 'NA19443_NA19443')",13.088015,NA19437_NA19437,NA19443_NA19443
"('NA19334_NA19334', 'NA19372_NA19372')",13.083594999999999,NA19334_NA19334,NA19372_NA19372
"('NA19384_NA19384', 'NA19452_NA19452')",13.065897,NA19384_NA19384,NA19452_NA19452
"('NA19309_NA19309', 'NA19347_NA19347')",13.065028,NA19309_NA19309,NA19347_NA19347
"('NA19312_NA19312', 'NA19313_NA19313')",13.04112,NA19312_NA19312,NA19313_NA19313
"('NA19313_NA19313', 'NA19455_NA19455')",13.030641,NA19313_NA19313,NA19455_NA19455
"('NA19430_NA19430', 'NA19434_NA19434')",13.008429000000001,NA19430_NA19430,NA19434_NA19434
"('NA19383_NA19383', 'NA19470_NA19470')",13.007741000000001,NA19383_NA19383,NA19470_NA19470
"('NA19041_NA19041', 'NA19396_NA19396')",12.961973,NA19041_NA19041,NA19396_NA19396
"('NA19308_NA19308', 'NA19312_NA19312')",12.961527,NA19308_NA19308,NA19312_NA19312
"('NA19394_NA19394', 'NA19396_NA19396')",12.956845000000001,NA19394_NA19394,NA19396_NA19396
"('NA19452_NA19452', 'NA19470_NA19470')",12.956596,NA19452_NA19452,NA19470_NA19470
"('NA19334_NA19334', 'NA19436_NA19436')",12.942686,NA19334_NA19334,NA19436_NA19436
"('NA19310_NA19310', 'NA19355_NA19355')",12.939754,NA19310_NA19310,NA19355_NA19355
"('NA19397_NA19397', 'NA19462_NA19462')",12.928571999999999,NA19397_NA19397,NA19462_NA19462
"('NA19373_NA19373', 'NA19437_NA19437')",12.90704,NA19373_NA19373,NA19437_NA19437
"('NA19020_NA19020', 'NA19383_NA19383')",12.902281,NA19020_NA19020,NA19383_NA19383
"('NA19324_NA19324', 'NA19443_NA19443')",12.891111,NA19324_NA19324,NA19443_NA19443
"('NA19332_NA19332', 'NA19467_NA19467')",12.890374,NA19332_NA19332,NA19467_NA19467
"('NA19457_NA19457', 'NA19474_NA19474')",12.886291,NA19457_NA19457,NA19474_NA19474
"('NA19041_NA19041', 'NA19429_NA19429')",12.87985,NA19041_NA19041,NA19429_NA19429
"('NA19372_NA19372', 'NA19444_NA19444')",12.879721,NA19372_NA19372,NA19444_NA19444
"('NA19332_NA19332', 'NA19399_NA19399')",12.873499,NA19332_NA19332,NA19399_NA19399
"('NA19319_NA19319', 'NA19327_NA19327')",12.871198,NA19319_NA19319,NA19327_NA19327
"('NA19321_NA19321', 'NA19448_NA19448')",12.868377,NA19321_NA19321,NA19448_NA19448
"('NA19352_NA19352', 'NA19473_NA19473')",12.853227,NA19352_NA19352,NA19473_NA19473
"('NA19020_NA19020', 'NA19309_NA19309')",12.835241,NA19020_NA19020,NA19309_NA19309
"('NA19351_NA19351', 'NA19457_NA19457')",12.832936,NA19351_NA19351,NA19457_NA19457
"('NA19346_NA19346', 'NA19352_NA19352')",12.830071,NA19346_NA19346,NA19352_NA19352
"('NA19373_NA19373', 'NA19376_NA19376')",12.827941000000001,NA19373_NA19373,NA19376_NA19376
"('NA19310_NA19310', 'NA19437_NA19437')",12.827902,NA19310_NA19310,NA19437_NA19437
"('NA19383_NA19383', 'NA19439_NA19439')",12.824876999999999,NA19383_NA19383,NA19439_NA19439
"('NA19438_NA19438', 'NA19467_NA19467')",12.819045,NA19438_NA19438,NA19467_NA19467
"('NA19373_NA19373', 'NA19469_NA19469')",12.808437,NA19373_NA19373,NA19469_NA19469
"('NA19346_NA19346', 'NA19390_NA19390')",12.806636000000001,NA19346_NA19346,NA19390_NA19390
"('NA19317_NA19317', 'NA19470_NA19470')",12.805247,NA19317_NA19317,NA19470_NA19470
"('NA19449_NA19449', 'NA19472_NA19472')",12.803765,NA19449_NA19449,NA19472_NA19472
"('NA19317_NA19317', 'NA19439_NA19439')",12.785518,NA19317_NA19317,NA19439_NA19439
"('NA19307_NA19307', 'NA19380_NA19380')",12.780102,NA19307_NA19307,NA19380_NA19380
"('NA19327_NA19327', 'NA19467_NA19467')",12.778096,NA19327_NA19327,NA19467_NA19467
