pair,total_ibd_mb,sample_a,sample_b,pi_hat
"('NA19403_NA19403', 'NA19440_NA19440')",22.803731,NA19403_NA19403,NA19440_NA19440,0.0071261659375
"('NA19395_NA19395', 'NA19440_NA19440')",22.802484,NA19395_NA19395,NA19440_NA19440,0.00712577625
"('NA19376_NA19376', 'NA19446_NA19446')",22.795743,NA19376_NA19376,NA19446_NA19446,0.0071236696875000005
"('NA19380_NA19380', 'NA19397_NA19397')",22.791614,NA19380_NA19380,NA19397_NA19397,0.007122379375
"('NA19428_NA19428', 'NA19466_NA19466')",22.791435999999997,NA19428_NA19428,NA19466_NA19466,0.0071223237499999995
"('NA19355_NA19355', 'NA19435_NA19435')",22.788,NA19355_NA19355,NA19435_NA19435,0.00712125
"('NA19434_NA19434', 'NA19457_NA19457')",22.779565,NA19434_NA19434,NA19457_NA19457,0.0071186140625000005
"('NA19350_NA19350', 'NA19428_NA19428')",22.776483,NA19350_NA19350,NA19428_NA19428,0.0071176509375
"('NA19383_NA19383', 'NA19461_NA19461')",22.774253,NA19383_NA19383,NA19461_NA19461,0.007116954062500001
"('NA19309_NA19309', 'NA19440_NA19440')",22.766302,NA19309_NA19309,NA19440_NA19440,0.007114469375
"('NA19440_NA19440', 'NA19470_NA19470')",22.759559,NA19440_NA19440,NA19470_NA19470,0.0071123621875
"('NA19324_NA19324', 'NA19466_NA19466')",22.757987,NA19324_NA19324,NA19466_NA19466,0.0071118709375
"('NA19318_NA19318', 'NA19375_NA19375')",22.754192,NA19318_NA19318,NA19375_NA19375,0.007110685
"('NA19463_NA19463', 'NA19469_NA19469')",22.754077,NA19463_NA19463,NA19469_NA19469,0.007110649062499999
"('NA19390_NA19390', 'NA19466_NA19466')",22.753856,NA19390_NA19390,NA19466_NA19466,0.00711058
"('NA19393_NA19393', 'NA19456_NA19456')",22.751957,NA19393_NA19393,NA19456_NA19456,0.0071099865625
"('NA19327_NA19327', 'NA19451_NA19451')",22.746181,NA19327_NA19327,NA19451_NA19451,0.0071081815625
"('NA19328_NA19328', 'NA19474_NA19474')",22.743533000000003,NA19328_NA19328,NA19474_NA19474,0.007107354062500001
"('NA19382_NA19382', 'NA19394_NA19394')",22.742408,NA19382_NA19382,NA19394_NA19394,0.0071070025
"('NA19350_NA19350', 'NA19452_NA19452')",22.73523,NA19350_NA19350,NA19452_NA19452,0.007104759375
"('NA19351_NA19351', 'NA19377_NA19377')",22.732729,NA19351_NA19351,NA19377_NA19377,0.0071039778125
"('NA19434_NA19434', 'NA19468_NA19468')",22.731597,NA19434_NA19434,NA19468_NA19468,0.0071036240625
"('NA19377_NA19377', 'NA19383_NA19383')",22.721388,NA19377_NA19377,NA19383_NA19383,0.00710043375
"('NA19373_NA19373', 'NA19429_NA19429')",22.716383,NA19373_NA19373,NA19429_NA19429,0.0070988696875
"('NA19350_NA19350', 'NA19390_NA19390')",22.710282,NA19350_NA19350,NA19390_NA19390,0.0070969631249999995
"('NA19381_NA19381', 'NA19436_NA19436')",22.70533,NA19381_NA19381,NA19436_NA19436,0.007095415625
"('NA19028_NA19028', 'NA19462_NA19462')",22.692953,NA19028_NA19028,NA19462_NA19462,0.0070915478125
"('NA19311_NA19311', 'NA19316_NA19316')",22.684006,NA19311_NA19311,NA19316_NA19316,0.007088751875
"('NA19398_NA19398', 'NA19428_NA19428')",22.682708,NA19398_NA19398,NA19428_NA19428,0.0070883462500000004
"('NA19307_NA19307', 'NA19310_NA19310')",22.681299,NA19307_NA19307,NA19310_NA19310,0.0070879059375
"('NA19315_NA19315', 'NA19384_NA19384')",22.674898,NA19315_NA19315,NA19384_NA19384,0.007085905625
"('NA19445_NA19445', 'NA19469_NA19469')",22.670073,NA19445_NA19445,NA19469_NA19469,0.0070843978125
"('NA19346_NA19346', 'NA19383_NA19383')",22.669512,NA19346_NA19346,NA19383_NA19383,0.0070842225
"('NA19331_NA19331', 'NA19376_NA19376')",22.658491,NA19331_NA19331,NA19376_NA19376,0.007080778437500001
"('NA19317_NA19317', 'NA19346_NA19346')",22.651748,NA19317_NA19317,NA19346_NA19346,0.007078671250000001
"('NA19355_NA19355', 'NA19456_NA19456')",22.651047,NA19355_NA19355,NA19456_NA19456,0.0070784521875
"('NA19456_NA19456', 'NA19472_NA19472')",22.640627,NA19456_NA19456,NA19472_NA19472,0.0070751959375
"('NA19452_NA19452', 'NA19468_NA19468')",22.635562,NA19452_NA19452,NA19468_NA19468,0.007073613125
"('NA19313_NA19313', 'NA19404_NA19404')",22.623868,NA19313_NA19313,NA19404_NA19404,0.007069958750000001
"('NA19331_NA19331', 'NA19396_NA19396')",22.623618999999998,NA19331_NA19331,NA19396_NA19396,0.007069880937499999
"('NA19319_NA19319', 'NA19462_NA19462')",22.617205,NA19319_NA19319,NA19462_NA19462,0.0070678765624999996
"('NA19383_NA19383', 'NA19395_NA19395')",22.596128,NA19383_NA19383,NA19395_NA19395,0.0070612900000000004
"('NA19317_NA19317', 'NA19359_NA19359')",22.589584000000002,NA19317_NA19317,NA19359_NA19359,0.0070592450000000005
"('NA19398_NA19398', 'NA19461_NA19461')",22.588217,NA19398_NA19398,NA19461_NA19461,0.0070588178125
"('NA19350_NA19350', 'NA19373_NA19373')",22.580163,NA19350_NA19350,NA19373_NA19373,0.007056300937499999
"('NA19311_NA19311', 'NA19448_NA19448')",22.579666,NA19311_NA19311,NA19448_NA19448,0.0070561456249999994
"('NA19383_NA19383', 'NA19429_NA19429')",22.578522,NA19383_NA19383,NA19429_NA19429,0.007055788125
"('NA19046_NA19046', 'NA19462_NA19462')",22.577064,NA19046_NA19046,NA19462_NA19462,0.0070553325
"('NA19311_NA19311', 'NA19463_NA19463')",22.576627000000002,NA19311_NA19311,NA19463_NA19463,0.007055195937500001
"('NA19385_NA19385', 'NA19401_NA19401')",22.570682,NA19385_NA19385,NA19401_NA19401,0.007053338125
"('NA19334_NA19334', 'NA19376_NA19376')",22.561752000000002,NA19334_NA19334,NA19376_NA19376,0.0070505475000000005
"('NA19020_NA19020', 'NA19448_NA19448')",22.561238,NA19020_NA19020,NA19448_NA19448,0.007050386875
"('NA19038_NA19038', 'NA19448_NA19448')",22.557085,NA19038_NA19038,NA19448_NA19448,0.0070490890625000005
"('NA19346_NA19346', 'NA19470_NA19470')",22.554205,NA19346_NA19346,NA19470_NA19470,0.0070481890625
"('NA19404_NA19404', 'NA19469_NA19469')",22.551299999999998,NA19404_NA19404,NA19469_NA19469,0.007047281249999999
"('NA19038_NA19038', 'NA19457_NA19457')",22.539155,NA19038_NA19038,NA19457_NA19457,0.0070434859375
"('NA19318_NA19318', 'NA19372_NA19372')",22.536538,NA19318_NA19318,NA19372_NA19372,0.007042668125
"('NA19308_NA19308', 'NA19470_NA19470')",22.536455,NA19308_NA19308,NA19470_NA19470,0.0070426421875
"('NA19461_NA19461', 'NA19463_NA19463')",22.524445,NA19461_NA19461,NA19463_NA19463,0.0070388890625
"('NA19316_NA19316', 'NA19456_NA19456')",22.521383,NA19316_NA19316,NA19456_NA19456,0.0070379321875
"('NA19028_NA19028', 'NA19436_NA19436')",22.50294,NA19028_NA19028,NA19436_NA19436,0.00703216875
"('NA19038_NA19038', 'NA19393_NA19393')",22.502401,NA19038_NA19038,NA19393_NA19393,0.0070320003125
"('NA19020_NA19020', 'NA19380_NA19380')",22.499479,NA19020_NA19020,NA19380_NA19380,0.0070310871875
"('NA19398_NA19398', 'NA19399_NA19399')",22.496251,NA19398_NA19398,NA19399_NA19399,0.0070300784375
"('NA19453_NA19453', 'NA19472_NA19472')",22.49231,NA19453_NA19453,NA19472_NA19472,0.007028846875
"('NA19355_NA19355', 'NA19385_NA19385')",22.484406,NA19355_NA19355,NA19385_NA19385,0.007026376875
"('NA19437_NA19437', 'NA19445_NA19445')",22.483924000000002,NA19437_NA19437,NA19445_NA19445,0.007026226250000001
"('NA19455_NA19455', 'NA19462_NA19462')",22.47888,NA19455_NA19455,NA19462_NA19462,0.00702465
"('NA19038_NA19038', 'NA19474_NA19474')",22.472707,NA19038_NA19038,NA19474_NA19474,0.0070227209375
"('NA19044_NA19044', 'NA19346_NA19346')",22.466417999999997,NA19044_NA19044,NA19346_NA19346,0.007020755624999999
"('NA19309_NA19309', 'NA19466_NA19466')",22.462553,NA19309_NA19309,NA19466_NA19466,0.0070195478125
"('NA19338_NA19338', 'NA19448_NA19448')",22.457663,NA19338_NA19338,NA19448_NA19448,0.0070180196875
"('NA19319_NA19319', 'NA19468_NA19468')",22.430903999999998,NA19319_NA19319,NA19468_NA19468,0.0070096575
"('NA19380_NA19380', 'NA19456_NA19456')",22.424735,NA19380_NA19380,NA19456_NA19456,0.0070077296874999995
"('NA19359_NA19359', 'NA19474_NA19474')",22.423088,NA19359_NA19359,NA19474_NA19474,0.007007215
"('NA19321_NA19321', 'NA19438_NA19438')",22.421825,NA19321_NA19321,NA19438_NA19438,0.007006820312499999
"('NA19375_NA19375', 'NA19473_NA19473')",22.417186,NA19375_NA19375,NA19473_NA19473,0.007005370625
"('NA19456_NA19456', 'NA19466_NA19466')",22.411745,NA19456_NA19456,NA19466_NA19466,0.0070036703125
"('NA19035_NA19035', 'NA19352_NA19352')",22.409295,NA19035_NA19035,NA19352_NA19352,0.0070029046875
"('NA19397_NA19397', 'NA19401_NA19401')",22.403226,NA19397_NA19397,NA19401_NA19401,0.007001008125
"('NA19403_NA19403', 'NA19466_NA19466')",22.398917,NA19403_NA19403,NA19466_NA19466,0.0069996615625000005
"('NA19355_NA19355', 'NA19466_NA19466')",22.391825,NA19355_NA19355,NA19466_NA19466,0.0069974453125
"('NA19327_NA19327', 'NA19385_NA19385')",22.389778999999997,NA19327_NA19327,NA19385_NA19385,0.0069968059374999995
"('NA19397_NA19397', 'NA19466_NA19466')",22.386702,NA19397_NA19397,NA19466_NA19466,0.006995844375
"('NA19375_NA19375', 'NA19444_NA19444')",22.384555,NA19375_NA19375,NA19444_NA19444,0.006995173437499999
"('NA19321_NA19321', 'NA19379_NA19379')",22.380974000000002,NA19321_NA19321,NA19379_NA19379,0.006994054375
"('NA19036_NA19036', 'NA19397_NA19397')",22.371622,NA19036_NA19036,NA19397_NA19397,0.006991131875
"('NA19373_NA19373', 'NA19446_NA19446')",22.370565,NA19373_NA19373,NA19446_NA19446,0.006990801562499999
"('NA19456_NA19456', 'NA19468_NA19468')",22.364480999999998,NA19456_NA19456,NA19468_NA19468,0.006988900312499999
"('NA19313_NA19313', 'NA19437_NA19437')",22.347813,NA19313_NA19313,NA19437_NA19437,0.0069836915625
"('NA19453_NA19453', 'NA19466_NA19466')",22.346343,NA19453_NA19453,NA19466_NA19466,0.006983232187500001
"('NA19313_NA19313', 'NA19347_NA19347')",22.336329,NA19313_NA19313,NA19347_NA19347,0.0069801028125
"('NA19381_NA19381', 'NA19452_NA19452')",22.325991000000002,NA19381_NA19381,NA19452_NA19452,0.0069768721875
"('NA19332_NA19332', 'NA19352_NA19352')",22.322627,NA19332_NA19332,NA19352_NA19352,0.0069758209375
"('NA19347_NA19347', 'NA19435_NA19435')",22.309668,NA19347_NA19347,NA19435_NA19435,0.00697177125
"('NA19020_NA19020', 'NA19390_NA19390')",22.308134,NA19020_NA19020,NA19390_NA19390,0.006971291875
"('NA19308_NA19308', 'NA19440_NA19440')",22.305793,NA19308_NA19308,NA19440_NA19440,0.0069705603125000005
"('NA19309_NA19309', 'NA19350_NA19350')",22.304491000000002,NA19309_NA19309,NA19350_NA19350,0.0069701534375
"('NA19038_NA19038', 'NA19395_NA19395')",22.303396,NA19038_NA19038,NA19395_NA19395,0.00696981125
"('NA19035_NA19035', 'NA19384_NA19384')",22.294940999999998,NA19035_NA19035,NA19384_NA19384,0.0069671690625
"('NA19355_NA19355', 'NA19429_NA19429')",22.274583,NA19355_NA19355,NA19429_NA19429,0.0069608071875
"('NA19431_NA19431', 'NA19449_NA19449')",22.274127,NA19431_NA19431,NA19449_NA19449,0.0069606646875
"('NA19028_NA19028', 'NA19439_NA19439')",22.27363,NA19028_NA19028,NA19439_NA19439,0.006960509375
"('NA19028_NA19028', 'NA19307_NA19307')",22.272612,NA19028_NA19028,NA19307_NA19307,0.00696019125
"('NA19317_NA19317', 'NA19403_NA19403')",22.269012,NA19317_NA19317,NA19403_NA19403,0.00695906625
"('NA19443_NA19443', 'NA19474_NA19474')",22.262227000000003,NA19443_NA19443,NA19474_NA19474,0.006956945937500001
"('NA19403_NA19403', 'NA19448_NA19448')",22.261335000000003,NA19403_NA19403,NA19448_NA19448,0.0069566671875000005
"('NA19457_NA19457', 'NA19469_NA19469')",22.257942,NA19457_NA19457,NA19469_NA19469,0.006955606875
"('NA19377_NA19377', 'NA19437_NA19437')",22.241104,NA19377_NA19377,NA19437_NA19437,0.006950345
"('NA19403_NA19403', 'NA19429_NA19429')",22.235236999999998,NA19403_NA19403,NA19429_NA19429,0.006948511562499999
"('NA19468_NA19468', 'NA19470_NA19470')",22.232301,NA19468_NA19468,NA19470_NA19470,0.0069475940625
"('NA19324_NA19324', 'NA19471_NA19471')",22.229084999999998,NA19324_NA19324,NA19471_NA19471,0.0069465890624999995
"('NA19397_NA19397', 'NA19443_NA19443')",22.218944,NA19397_NA19397,NA19443_NA19443,0.0069434200000000005
"('NA19396_NA19396', 'NA19448_NA19448')",22.213138999999998,NA19396_NA19396,NA19448_NA19448,0.0069416059374999995
"('NA19044_NA19044', 'NA19469_NA19469')",22.212145,NA19044_NA19044,NA19469_NA19469,0.0069412953125
"('NA19338_NA19338', 'NA19452_NA19452')",22.211256,NA19338_NA19338,NA19452_NA19452,0.0069410175
"('NA19383_NA19383', 'NA19443_NA19443')",22.210635,NA19383_NA19383,NA19443_NA19443,0.0069408234375
"('NA19350_NA19350', 'NA19395_NA19395')",22.207816,NA19350_NA19350,NA19395_NA19395,0.006939942500000001
"('NA19035_NA19035', 'NA19451_NA19451')",22.197225,NA19035_NA19035,NA19451_NA19451,0.0069366328124999994
"('NA19360_NA19360', 'NA19439_NA19439')",22.192784,NA19360_NA19360,NA19439_NA19439,0.006935245
"('NA19035_NA19035', 'NA19380_NA19380')",22.183498,NA19035_NA19035,NA19380_NA19380,0.0069323431250000005
"('NA19036_NA19036', 'NA19316_NA19316')",22.172333000000002,NA19036_NA19036,NA19316_NA19316,0.006928854062500001
"('NA19334_NA19334', 'NA19391_NA19391')",22.172315,NA19334_NA19334,NA19391_NA19391,0.0069288484375
"('NA19391_NA19391', 'NA19451_NA19451')",22.167306,NA19391_NA19391,NA19451_NA19451,0.006927283125
"('NA19456_NA19456', 'NA19474_NA19474')",22.162806,NA19456_NA19456,NA19474_NA19474,0.006925876875
"('NA19308_NA19308', 'NA19446_NA19446')",22.156373000000002,NA19308_NA19308,NA19446_NA19446,0.0069238665625000004
"('NA19391_NA19391', 'NA19444_NA19444')",22.151757,NA19391_NA19391,NA19444_NA19444,0.0069224240625
"('NA19429_NA19429', 'NA19472_NA19472')",22.145369,NA19429_NA19429,NA19472_NA19472,0.006920427812499999
"('NA19456_NA19456', 'NA19471_NA19471')",22.137054,NA19456_NA19456,NA19471_NA19471,0.006917829375
"('NA19443_NA19443', 'NA19468_NA19468')",22.135806,NA19443_NA19443,NA19468_NA19468,0.006917439375
"('NA19373_NA19373', 'NA19448_NA19448')",22.130924,NA19373_NA19373,NA19448_NA19448,0.00691591375
"('NA19317_NA19317', 'NA19371_NA19371')",22.129322,NA19317_NA19317,NA19371_NA19371,0.0069154131249999995
"('NA19359_NA19359', 'NA19393_NA19393')",22.124204,NA19359_NA19359,NA19393_NA19393,0.00691381375
"('NA19382_NA19382', 'NA19396_NA19396')",22.124146,NA19382_NA19382,NA19396_NA19396,0.006913795625
"('NA19028_NA19028', 'NA19318_NA19318')",22.09768,NA19028_NA19028,NA19318_NA19318,0.006905525
"('NA19347_NA19347', 'NA19379_NA19379')",22.089742,NA19347_NA19347,NA19379_NA19379,0.006903044375
"('NA19332_NA19332', 'NA19372_NA19372')",22.086882,NA19332_NA19332,NA19372_NA19372,0.006902150625
"('NA19395_NA19395', 'NA19453_NA19453')",22.081256,NA19395_NA19395,NA19453_NA19453,0.0069003925
"('NA19436_NA19436', 'NA19472_NA19472')",22.078307,NA19436_NA19436,NA19472_NA19472,0.0068994709375
"('NA19375_NA19375', 'NA19474_NA19474')",22.072362,NA19375_NA19375,NA19474_NA19474,0.006897613124999999
"('NA19382_NA19382', 'NA19446_NA19446')",22.071867,NA19382_NA19382,NA19446_NA19446,0.0068974584375
"('NA19379_NA19379', 'NA19466_NA19466')",22.057144,NA19379_NA19379,NA19466_NA19466,0.0068928575
"('NA19324_NA19324', 'NA19373_NA19373')",22.057044,NA19324_NA19324,NA19373_NA19373,0.00689282625
"('NA19429_NA19429', 'NA19434_NA19434')",22.040262,NA19429_NA19429,NA19434_NA19434,0.006887581875
"('NA19371_NA19371', 'NA19373_NA19373')",22.034731999999998,NA19371_NA19371,NA19373_NA19373,0.0068858537499999995
"('NA19371_NA19371', 'NA19468_NA19468')",22.030762,NA19371_NA19371,NA19468_NA19468,0.006884613124999999
"('NA19462_NA19462', 'NA19470_NA19470')",22.029397,NA19462_NA19462,NA19470_NA19470,0.0068841865625
"('NA19431_NA19431', 'NA19434_NA19434')",22.029154,NA19431_NA19431,NA19434_NA19434,0.006884110624999999
"('NA19440_NA19440', 'NA19449_NA19449')",22.02603,NA19440_NA19440,NA19449_NA19449,0.006883134375
"('NA19399_NA19399', 'NA19463_NA19463')",22.025919000000002,NA19399_NA19399,NA19463_NA19463,0.006883099687500001
"('NA19372_NA19372', 'NA19457_NA19457')",22.019138,NA19372_NA19372,NA19457_NA19457,0.006880980625000001
"('NA19313_NA19313', 'NA19456_NA19456')",21.991822,NA19313_NA19313,NA19456_NA19456,0.006872444375
"('NA19315_NA19315', 'NA19393_NA19393')",21.986599,NA19315_NA19315,NA19393_NA19393,0.0068708121874999995
"('NA19438_NA19438', 'NA19456_NA19456')",21.979741,NA19438_NA19438,NA19456_NA19456,0.0068686690625
"('NA19381_NA19381', 'NA19390_NA19390')",21.971547,NA19381_NA19381,NA19390_NA19390,0.006866108437500001
"('NA19397_NA19397', 'NA19440_NA19440')",21.970576,NA19397_NA19397,NA19440_NA19440,0.006865805
"('NA19355_NA19355', 'NA19428_NA19428')",21.948399000000002,NA19355_NA19355,NA19428_NA19428,0.0068588746875000006
"('NA19374_NA19374', 'NA19430_NA19430')",21.929079,NA19374_NA19374,NA19430_NA19430,0.0068528371875
"('NA19317_NA19317', 'NA19321_NA19321')",21.919128,NA19317_NA19317,NA19321_NA19321,0.0068497275000000005
"('NA19028_NA19028', 'NA19452_NA19452')",21.91394,NA19028_NA19028,NA19452_NA19452,0.00684810625
"('NA19315_NA19315', 'NA19467_NA19467')",21.899949,NA19315_NA19315,NA19467_NA19467,0.0068437340625
"('NA19317_NA19317', 'NA19445_NA19445')",21.895749,NA19317_NA19317,NA19445_NA19445,0.006842421562499999
"('NA19461_NA19461', 'NA19474_NA19474')",21.883458,NA19461_NA19461,NA19474_NA19474,0.006838580625
"('NA19346_NA19346', 'NA19376_NA19376')",21.881673,NA19346_NA19346,NA19376_NA19376,0.0068380228125
"('NA19380_NA19380', 'NA19439_NA19439')",21.87525,NA19380_NA19380,NA19439_NA19439,0.0068360156250000005
"('NA19313_NA19313', 'NA19397_NA19397')",21.872650999999998,NA19313_NA19313,NA19397_NA19397,0.0068352034374999995
"('NA19431_NA19431', 'NA19453_NA19453')",21.872194,NA19431_NA19431,NA19453_NA19453,0.006835060625
"('NA19041_NA19041', 'NA19471_NA19471')",21.862951,NA19041_NA19041,NA19471_NA19471,0.0068321721875
"('NA19317_NA19317', 'NA19446_NA19446')",21.854859,NA19317_NA19317,NA19446_NA19446,0.0068296434375000005
"('NA19383_NA19383', 'NA19437_NA19437')",21.854299,NA19383_NA19383,NA19437_NA19437,0.006829468437500001
"('NA19316_NA19316', 'NA19379_NA19379')",21.850911,NA19316_NA19316,NA19379_NA19379,0.0068284096875
"('NA19384_NA19384', 'NA19438_NA19438')",21.850704999999998,NA19384_NA19384,NA19438_NA19438,0.006828345312499999
"('NA19310_NA19310', 'NA19473_NA19473')",21.841426,NA19310_NA19310,NA19473_NA19473,0.006825445624999999
"('NA19311_NA19311', 'NA19398_NA19398')",21.841106,NA19311_NA19311,NA19398_NA19398,0.006825345625
"('NA19334_NA19334', 'NA19352_NA19352')",21.835691,NA19334_NA19334,NA19352_NA19352,0.0068236534375000005
"('NA19359_NA19359', 'NA19398_NA19398')",21.835574,NA19359_NA19359,NA19398_NA19398,0.006823616875000001
"('NA19038_NA19038', 'NA19398_NA19398')",21.832237,NA19038_NA19038,NA19398_NA19398,0.0068225740625
"('NA19360_NA19360', 'NA19397_NA19397')",21.832048999999998,NA19360_NA19360,NA19397_NA19397,0.006822515312499999
"('NA19429_NA19429', 'NA19445_NA19445')",21.829897,NA19429_NA19429,NA19445_NA19445,0.006821842812499999
"('NA19399_NA19399', 'NA19456_NA19456')",21.818358,NA19399_NA19399,NA19456_NA19456,0.006818236875
"('NA19346_NA19346', 'NA19381_NA19381')",21.817504,NA19346_NA19346,NA19381_NA19381,0.00681797
"('NA19391_NA19391', 'NA19474_NA19474')",21.814656,NA19391_NA19391,NA19474_NA19474,0.00681708
"('NA19382_NA19382', 'NA19471_NA19471')",21.807221,NA19382_NA19382,NA19471_NA19471,0.0068147565625
"('NA19036_NA19036', 'NA19395_NA19395')",21.795782000000003,NA19036_NA19036,NA19395_NA19395,0.006811181875000001
"('NA19404_NA19404', 'NA19466_NA19466')",21.793969,NA19404_NA19404,NA19466_NA19466,0.006810615312500001
"('NA19317_NA19317', 'NA19332_NA19332')",21.790434,NA19317_NA19317,NA19332_NA19332,0.006809510625
"('NA19318_NA19318', 'NA19457_NA19457')",21.788433,NA19318_NA19318,NA19457_NA19457,0.0068088853125000005
"('NA19318_NA19318', 'NA19355_NA19355')",21.777865,NA19318_NA19318,NA19355_NA19355,0.0068055828125
"('NA19431_NA19431', 'NA19456_NA19456')",21.777815,NA19431_NA19431,NA19456_NA19456,0.0068055671875
"('NA19355_NA19355', 'NA19359_NA19359')",21.769102,NA19355_NA19355,NA19359_NA19359,0.006802844375
"('NA19385_NA19385', 'NA19439_NA19439')",21.765146,NA19385_NA19385,NA19439_NA19439,0.006801608125000001
"('NA19436_NA19436', 'NA19445_NA19445')",21.763995,NA19436_NA19436,NA19445_NA19445,0.006801248437500001
"('NA19307_NA19307', 'NA19468_NA19468')",21.750984,NA19307_NA19307,NA19468_NA19468,0.0067971824999999994
"('NA19036_NA19036', 'NA19381_NA19381')",21.749023,NA19036_NA19036,NA19381_NA19381,0.0067965696875
"('NA19324_NA19324', 'NA19456_NA19456')",21.748675,NA19324_NA19324,NA19456_NA19456,0.006796460937499999
"('NA19316_NA19316', 'NA19401_NA19401')",21.747684,NA19316_NA19316,NA19401_NA19401,0.00679615125
"('NA19317_NA19317', 'NA19428_NA19428')",21.743222,NA19317_NA19317,NA19428_NA19428,0.006794756874999999
"('NA19036_NA19036', 'NA19472_NA19472')",21.735761999999998,NA19036_NA19036,NA19472_NA19472,0.006792425624999999
"('NA19310_NA19310', 'NA19436_NA19436')",21.734019,NA19310_NA19310,NA19436_NA19436,0.0067918809375
"('NA19434_NA19434', 'NA19467_NA19467')",21.722918,NA19434_NA19434,NA19467_NA19467,0.006788411875
"('NA19350_NA19350', 'NA19470_NA19470')",21.715712,NA19350_NA19350,NA19470_NA19470,0.00678616
"('NA19379_NA19379', 'NA19471_NA19471')",21.714368,NA19379_NA19379,NA19471_NA19471,0.00678574
"('NA19439_NA19439', 'NA19471_NA19471')",21.705748,NA19439_NA19439,NA19471_NA19471,0.00678304625
"('NA19310_NA19310', 'NA19382_NA19382')",21.702287,NA19310_NA19310,NA19382_NA19382,0.006781964687499999
"('NA19434_NA19434', 'NA19472_NA19472')",21.702216,NA19434_NA19434,NA19472_NA19472,0.0067819425
"('NA19374_NA19374', 'NA19451_NA19451')",21.692822,NA19374_NA19374,NA19451_NA19451,0.006779006875
"('NA19318_NA19318', 'NA19449_NA19449')",21.690458,NA19318_NA19318,NA19449_NA19449,0.0067782681249999996
"('NA19311_NA19311', 'NA19462_NA19462')",21.690294,NA19311_NA19311,NA19462_NA19462,0.0067782168750000005
"('NA19327_NA19327', 'NA19403_NA19403')",21.689961,NA19327_NA19327,NA19403_NA19403,0.0067781128125
"('NA19351_NA19351', 'NA19401_NA19401')",21.687086,NA19351_NA19351,NA19401_NA19401,0.006777214375
"('NA19309_NA19309', 'NA19429_NA19429')",21.681677,NA19309_NA19309,NA19429_NA19429,0.0067755240625
"('NA19307_NA19307', 'NA19359_NA19359')",21.674253,NA19307_NA19307,NA19359_NA19359,0.0067732040625
"('NA19350_NA19350', 'NA19436_NA19436')",21.671227000000002,NA19350_NA19350,NA19436_NA19436,0.0067722584375
"('NA19319_NA19319', 'NA19434_NA19434')",21.660578,NA19319_NA19319,NA19434_NA19434,0.006768930625
"('NA19020_NA19020', 'NA19371_NA19371')",21.653796,NA19020_NA19020,NA19371_NA19371,0.00676681125
"('NA19352_NA19352', 'NA19448_NA19448')",21.650761,NA19352_NA19352,NA19448_NA19448,0.0067658628125
"('NA19380_NA19380', 'NA19404_NA19404')",21.648843,NA19380_NA19380,NA19404_NA19404,0.006765263437499999
"('NA19429_NA19429', 'NA19468_NA19468')",21.64591,NA19429_NA19429,NA19468_NA19468,0.0067643468750000005
"('NA19380_NA19380', 'NA19444_NA19444')",21.636627,NA19380_NA19380,NA19444_NA19444,0.0067614459375
"('NA19403_NA19403', 'NA19457_NA19457')",21.628501,NA19403_NA19403,NA19457_NA19457,0.0067589065625
"('NA19319_NA19319', 'NA19375_NA19375')",21.627061,NA19319_NA19319,NA19375_NA19375,0.0067584565625
"('NA19372_NA19372', 'NA19461_NA19461')",21.621707999999998,NA19372_NA19372,NA19461_NA19461,0.006756783749999999
"('NA19431_NA19431', 'NA19469_NA19469')",21.621695000000003,NA19431_NA19431,NA19469_NA19469,0.006756779687500001
"('NA19377_NA19377', 'NA19381_NA19381')",21.618662,NA19377_NA19377,NA19381_NA19381,0.006755831875
"('NA19308_NA19308', 'NA19451_NA19451')",21.613726,NA19308_NA19308,NA19451_NA19451,0.006754289375
"('NA19028_NA19028', 'NA19434_NA19434')",21.605498,NA19028_NA19028,NA19434_NA19434,0.006751718125
"('NA19455_NA19455', 'NA19456_NA19456')",21.600663,NA19455_NA19455,NA19456_NA19456,0.0067502071875
"('NA19038_NA19038', 'NA19436_NA19436')",21.599688999999998,NA19038_NA19038,NA19436_NA19436,0.006749902812499999
"('NA19451_NA19451', 'NA19468_NA19468')",21.596968,NA19451_NA19451,NA19468_NA19468,0.0067490525
"('NA19347_NA19347', 'NA19457_NA19457')",21.590989,NA19347_NA19347,NA19457_NA19457,0.0067471840625
"('NA19313_NA19313', 'NA19391_NA19391')",21.585604,NA19313_NA19313,NA19391_NA19391,0.00674550125
"('NA19355_NA19355', 'NA19401_NA19401')",21.580415,NA19355_NA19355,NA19401_NA19401,0.006743879687499999
"('NA19317_NA19317', 'NA19377_NA19377')",21.575933,NA19317_NA19317,NA19377_NA19377,0.0067424790625
"('NA19391_NA19391', 'NA19472_NA19472')",21.56408,NA19391_NA19391,NA19472_NA19472,0.006738775
"('NA19310_NA19310', 'NA19467_NA19467')",21.546462000000002,NA19310_NA19310,NA19467_NA19467,0.006733269375000001
"('NA19338_NA19338', 'NA19383_NA19383')",21.543728,NA19338_NA19338,NA19383_NA19383,0.006732415
"('NA19321_NA19321', 'NA19324_NA19324')",21.53959,NA19321_NA19321,NA19324_NA19324,0.006731121875
"('NA19309_NA19309', 'NA19334_NA19334')",21.534216999999998,NA19309_NA19309,NA19334_NA19334,0.006729442812499999
