pair,total_ibd_mb,sample_a,sample_b,pi_hat
"('NA19331_NA19331', 'NA19472_NA19472')",28.977739,NA19331_NA19331,NA19472_NA19472,0.0090555434375
"('NA19351_NA19351', 'NA19403_NA19403')",28.977245,NA19351_NA19351,NA19403_NA19403,0.0090553890625
"('NA19379_NA19379', 'NA19467_NA19467')",28.958222,NA19379_NA19379,NA19467_NA19467,0.009049444375
"('NA19328_NA19328', 'NA19350_NA19350')",28.936348,NA19328_NA19328,NA19350_NA19350,0.00904260875
"('NA19309_NA19309', 'NA19379_NA19379')",28.933556,NA19309_NA19309,NA19379_NA19379,0.00904173625
"('NA19379_NA19379', 'NA19461_NA19461')",28.924774,NA19379_NA19379,NA19461_NA19461,0.009038991875
"('NA19360_NA19360', 'NA19435_NA19435')",28.913156,NA19360_NA19360,NA19435_NA19435,0.00903536125
"('NA19397_NA19397', 'NA19473_NA19473')",28.896453,NA19397_NA19397,NA19473_NA19473,0.0090301415625
"('NA19041_NA19041', 'NA19352_NA19352')",28.881326,NA19041_NA19041,NA19352_NA19352,0.009025414375
"('NA19317_NA19317', 'NA19466_NA19466')",28.877481,NA19317_NA19317,NA19466_NA19466,0.0090242128125
"('NA19452_NA19452', 'NA19462_NA19462')",28.865774000000002,NA19452_NA19452,NA19462_NA19462,0.009020554375
"('NA19334_NA19334', 'NA19453_NA19453')",28.845283,NA19334_NA19334,NA19453_NA19453,0.0090141509375
"('NA19351_NA19351', 'NA19355_NA19355')",28.836876,NA19351_NA19351,NA19355_NA19355,0.00901152375
"('NA19393_NA19393', 'NA19452_NA19452')",28.829606,NA19393_NA19393,NA19452_NA19452,0.009009251874999999
"('NA19430_NA19430', 'NA19474_NA19474')",28.817187,NA19430_NA19430,NA19474_NA19474,0.0090053709375
"('NA19035_NA19035', 'NA19318_NA19318')",28.810956,NA19035_NA19035,NA19318_NA19318,0.00900342375
"('NA19360_NA19360', 'NA19373_NA19373')",28.807219,NA19360_NA19360,NA19373_NA19373,0.0090022559375
"('NA19044_NA19044', 'NA19372_NA19372')",28.806465000000003,NA19044_NA19044,NA19372_NA19372,0.009002020312500001
"('NA19352_NA19352', 'NA19439_NA19439')",28.806001000000002,NA19352_NA19352,NA19439_NA19439,0.009001875312500001
"('NA19327_NA19327', 'NA19466_NA19466')",28.798035,NA19327_NA19327,NA19466_NA19466,0.0089993859375
"('NA19360_NA19360', 'NA19473_NA19473')",28.795966999999997,NA19360_NA19360,NA19473_NA19473,0.0089987396875
"('NA19404_NA19404', 'NA19430_NA19430')",28.772187,NA19404_NA19404,NA19430_NA19430,0.0089913084375
"('NA19338_NA19338', 'NA19455_NA19455')",28.768144,NA19338_NA19338,NA19455_NA19455,0.008990045
"('NA19041_NA19041', 'NA19346_NA19346')",28.766858,NA19041_NA19041,NA19346_NA19346,0.008989643125
"('NA19376_NA19376', 'NA19379_NA19379')",28.759808,NA19376_NA19376,NA19379_NA19379,0.00898744
"('NA19346_NA19346', 'NA19473_NA19473')",28.75198,NA19346_NA19346,NA19473_NA19473,0.00898499375
"('NA19046_NA19046', 'NA19383_NA19383')",28.739974,NA19046_NA19046,NA19383_NA19383,0.008981241875
"('NA19332_NA19332', 'NA19468_NA19468')",28.738269,NA19332_NA19332,NA19468_NA19468,0.0089807090625
"('NA19398_NA19398', 'NA19469_NA19469')",28.733946,NA19398_NA19398,NA19469_NA19469,0.008979358125
"('NA19431_NA19431', 'NA19463_NA19463')",28.731586,NA19431_NA19431,NA19463_NA19463,0.008978620625
"('NA19041_NA19041', 'NA19403_NA19403')",28.72547,NA19041_NA19041,NA19403_NA19403,0.008976709375000001
"('NA19456_NA19456', 'NA19462_NA19462')",28.720225999999997,NA19456_NA19456,NA19462_NA19462,0.008975070625
"('NA19380_NA19380', 'NA19390_NA19390')",28.705267,NA19380_NA19380,NA19390_NA19390,0.0089703959375
"('NA19321_NA19321', 'NA19452_NA19452')",28.698407,NA19321_NA19321,NA19452_NA19452,0.0089682521875
"('NA19331_NA19331', 'NA19385_NA19385')",28.691053,NA19331_NA19331,NA19385_NA19385,0.0089659540625
"('NA19350_NA19350', 'NA19440_NA19440')",28.686918000000002,NA19350_NA19350,NA19440_NA19440,0.008964661875
"('NA19350_NA19350', 'NA19451_NA19451')",28.671747,NA19350_NA19350,NA19451_NA19451,0.0089599209375
"('NA19449_NA19449', 'NA19455_NA19455')",28.671426,NA19449_NA19449,NA19455_NA19455,0.008959820625
"('NA19332_NA19332', 'NA19453_NA19453')",28.667584,NA19332_NA19332,NA19453_NA19453,0.00895862
"('NA19035_NA19035', 'NA19452_NA19452')",28.663339,NA19035_NA19035,NA19452_NA19452,0.0089572934375
"('NA19347_NA19347', 'NA19461_NA19461')",28.652895,NA19347_NA19347,NA19461_NA19461,0.0089540296875
"('NA19437_NA19437', 'NA19453_NA19453')",28.646004,NA19437_NA19437,NA19453_NA19453,0.00895187625
"('NA19438_NA19438', 'NA19448_NA19448')",28.643349999999998,NA19438_NA19438,NA19448_NA19448,0.008951046875
"('NA19444_NA19444', 'NA19446_NA19446')",28.637627,NA19444_NA19444,NA19446_NA19446,0.0089492584375
"('NA19307_NA19307', 'NA19449_NA19449')",28.635488,NA19307_NA19307,NA19449_NA19449,0.00894859
"('NA19383_NA19383', 'NA19472_NA19472')",28.62017,NA19383_NA19383,NA19472_NA19472,0.008943803125
"('NA19332_NA19332', 'NA19430_NA19430')",28.61217,NA19332_NA19332,NA19430_NA19430,0.008941303125
"('NA19310_NA19310', 'NA19439_NA19439')",28.611221999999998,NA19310_NA19310,NA19439_NA19439,0.008941006875
"('NA19046_NA19046', 'NA19382_NA19382')",28.608926,NA19046_NA19046,NA19382_NA19382,0.008940289375
"('NA19373_NA19373', 'NA19434_NA19434')",28.605235,NA19373_NA19373,NA19434_NA19434,0.0089391359375
"('NA19396_NA19396', 'NA19456_NA19456')",28.583194,NA19396_NA19396,NA19456_NA19456,0.008932248125
"('NA19371_NA19371', 'NA19449_NA19449')",28.574961000000002,NA19371_NA19371,NA19449_NA19449,0.008929675312500001
"('NA19380_NA19380', 'NA19396_NA19396')",28.544245,NA19380_NA19380,NA19396_NA19396,0.0089200765625
"('NA19327_NA19327', 'NA19395_NA19395')",28.538576,NA19327_NA19327,NA19395_NA19395,0.008918305
"('NA19375_NA19375', 'NA19472_NA19472')",28.532975999999998,NA19375_NA19375,NA19472_NA19472,0.008916555
"('NA19396_NA19396', 'NA19461_NA19461')",28.529611,NA19396_NA19396,NA19461_NA19461,0.0089155034375
"('NA19311_NA19311', 'NA19473_NA19473')",28.505071,NA19311_NA19311,NA19473_NA19473,0.0089078346875
"('NA19316_NA19316', 'NA19317_NA19317')",28.502798,NA19316_NA19316,NA19317_NA19317,0.008907124374999999
"('NA19446_NA19446', 'NA19452_NA19452')",28.502169,NA19446_NA19446,NA19452_NA19452,0.0089069278125
"('NA19382_NA19382', 'NA19461_NA19461')",28.489701999999998,NA19382_NA19382,NA19461_NA19461,0.008903031875
"('NA19046_NA19046', 'NA19359_NA19359')",28.487863,NA19046_NA19046,NA19359_NA19359,0.0089024571875
"('NA19379_NA19379', 'NA19391_NA19391')",28.480533,NA19379_NA19379,NA19391_NA19391,0.0089001665625
"('NA19044_NA19044', 'NA19472_NA19472')",28.479927999999997,NA19044_NA19044,NA19472_NA19472,0.0088999775
"('NA19328_NA19328', 'NA19394_NA19394')",28.476589,NA19328_NA19328,NA19394_NA19394,0.0088989340625
"('NA19334_NA19334', 'NA19438_NA19438')",28.474123,NA19334_NA19334,NA19438_NA19438,0.0088981634375
"('NA19350_NA19350', 'NA19468_NA19468')",28.466791,NA19350_NA19350,NA19468_NA19468,0.0088958721875
"('NA19372_NA19372', 'NA19453_NA19453')",28.465836,NA19372_NA19372,NA19453_NA19453,0.00889557375
"('NA19307_NA19307', 'NA19436_NA19436')",28.460075999999997,NA19307_NA19307,NA19436_NA19436,0.008893773749999999
"('NA19331_NA19331', 'NA19474_NA19474')",28.455621999999998,NA19331_NA19331,NA19474_NA19474,0.008892381874999999
"('NA19332_NA19332', 'NA19359_NA19359')",28.446192,NA19332_NA19332,NA19359_NA19359,0.008889435
"('NA19046_NA19046', 'NA19318_NA19318')",28.434018000000002,NA19046_NA19046,NA19318_NA19318,0.008885630625
"('NA19347_NA19347', 'NA19398_NA19398')",28.431,NA19347_NA19347,NA19398_NA19398,0.0088846875
"('NA19319_NA19319', 'NA19436_NA19436')",28.426023999999998,NA19319_NA19319,NA19436_NA19436,0.0088831325
"('NA19360_NA19360', 'NA19455_NA19455')",28.41191,NA19360_NA19360,NA19455_NA19455,0.008878721875
"('NA19403_NA19403', 'NA19468_NA19468')",28.387726999999998,NA19403_NA19403,NA19468_NA19468,0.008871164687499999
"('NA19327_NA19327', 'NA19383_NA19383')",28.386657,NA19327_NA19327,NA19383_NA19383,0.0088708303125
"('NA19041_NA19041', 'NA19307_NA19307')",28.381452,NA19041_NA19041,NA19307_NA19307,0.00886920375
"('NA19315_NA19315', 'NA19346_NA19346')",28.37216,NA19315_NA19315,NA19346_NA19346,0.0088663
"('NA19472_NA19472', 'NA19473_NA19473')",28.360757,NA19472_NA19472,NA19473_NA19473,0.0088627365625
"('NA19446_NA19446', 'NA19461_NA19461')",28.335108,NA19446_NA19446,NA19461_NA19461,0.008854721250000001
"('NA19035_NA19035', 'NA19327_NA19327')",28.326805,NA19035_NA19035,NA19327_NA19327,0.0088521265625
"('NA19351_NA19351', 'NA19456_NA19456')",28.314253,NA19351_NA19351,NA19456_NA19456,0.0088482040625
"('NA19347_NA19347', 'NA19469_NA19469')",28.312488000000002,NA19347_NA19347,NA19469_NA19469,0.0088476525
"('NA19308_NA19308', 'NA19398_NA19398')",28.309258,NA19308_NA19308,NA19398_NA19398,0.008846643125
"('NA19313_NA19313', 'NA19390_NA19390')",28.306446,NA19313_NA19313,NA19390_NA19390,0.008845764375
"('NA19311_NA19311', 'NA19355_NA19355')",28.300384,NA19311_NA19311,NA19355_NA19355,0.00884387
"('NA19359_NA19359', 'NA19394_NA19394')",28.283825999999998,NA19359_NA19359,NA19394_NA19394,0.008838695624999999
"('NA19373_NA19373', 'NA19474_NA19474')",28.279598,NA19373_NA19373,NA19474_NA19474,0.008837374375
"('NA19327_NA19327', 'NA19457_NA19457')",28.278731,NA19327_NA19327,NA19457_NA19457,0.0088371034375
"('NA19394_NA19394', 'NA19446_NA19446')",28.275885000000002,NA19394_NA19394,NA19446_NA19446,0.0088362140625
"('NA19038_NA19038', 'NA19456_NA19456')",28.26521,NA19038_NA19038,NA19456_NA19456,0.008832878125
"('NA19355_NA19355', 'NA19394_NA19394')",28.26028,NA19355_NA19355,NA19394_NA19394,0.008831337500000001
"('NA19338_NA19338', 'NA19473_NA19473')",28.25997,NA19338_NA19338,NA19473_NA19473,0.008831240625
"('NA19315_NA19315', 'NA19371_NA19371')",28.259093,NA19315_NA19315,NA19371_NA19371,0.0088309665625
"('NA19445_NA19445', 'NA19451_NA19451')",28.258226,NA19445_NA19445,NA19451_NA19451,0.008830695625000001
"('NA19046_NA19046', 'NA19309_NA19309')",28.254036,NA19046_NA19046,NA19309_NA19309,0.00882938625
"('NA19394_NA19394', 'NA19404_NA19404')",28.245048,NA19394_NA19394,NA19404_NA19404,0.0088265775
"('NA19324_NA19324', 'NA19438_NA19438')",28.241583000000002,NA19324_NA19324,NA19438_NA19438,0.008825494687500001
"('NA19436_NA19436', 'NA19471_NA19471')",28.240145,NA19436_NA19436,NA19471_NA19471,0.0088250453125
"('NA19352_NA19352', 'NA19462_NA19462')",28.235926,NA19352_NA19352,NA19462_NA19462,0.008823726875
"('NA19312_NA19312', 'NA19448_NA19448')",28.232955,NA19312_NA19312,NA19448_NA19448,0.0088227984375
"('NA19332_NA19332', 'NA19435_NA19435')",28.226127,NA19332_NA19332,NA19435_NA19435,0.0088206646875
"('NA19435_NA19435', 'NA19473_NA19473')",28.224934,NA19435_NA19435,NA19473_NA19473,0.008820291875
"('NA19351_NA19351', 'NA19382_NA19382')",28.218951999999998,NA19351_NA19351,NA19382_NA19382,0.008818422499999999
"('NA19334_NA19334', 'NA19448_NA19448')",28.217661999999997,NA19334_NA19334,NA19448_NA19448,0.008818019375
"('NA19044_NA19044', 'NA19307_NA19307')",28.216343000000002,NA19044_NA19044,NA19307_NA19307,0.0088176071875
"('NA19046_NA19046', 'NA19456_NA19456')",28.216309,NA19046_NA19046,NA19456_NA19456,0.0088175965625
"('NA19384_NA19384', 'NA19445_NA19445')",28.216026,NA19384_NA19384,NA19445_NA19445,0.008817508125
"('NA19396_NA19396', 'NA19466_NA19466')",28.188847000000003,NA19396_NA19396,NA19466_NA19466,0.0088090146875
"('NA19374_NA19374', 'NA19403_NA19403')",28.188504,NA19374_NA19374,NA19403_NA19403,0.0088089075
"('NA19377_NA19377', 'NA19431_NA19431')",28.183009000000002,NA19377_NA19377,NA19431_NA19431,0.008807190312500001
"('NA19313_NA19313', 'NA19385_NA19385')",28.18279,NA19313_NA19313,NA19385_NA19385,0.008807121875
"('NA19312_NA19312', 'NA19467_NA19467')",28.173804,NA19312_NA19312,NA19467_NA19467,0.00880431375
"('NA19468_NA19468', 'NA19471_NA19471')",28.163117,NA19468_NA19468,NA19471_NA19471,0.0088009740625
"('NA19439_NA19439', 'NA19455_NA19455')",28.161215,NA19439_NA19439,NA19455_NA19455,0.0088003796875
"('NA19318_NA19318', 'NA19399_NA19399')",28.1579,NA19318_NA19318,NA19399_NA19399,0.00879934375
"('NA19451_NA19451', 'NA19473_NA19473')",28.149615,NA19451_NA19451,NA19473_NA19473,0.0087967546875
"('NA19041_NA19041', 'NA19395_NA19395')",28.140483,NA19041_NA19041,NA19395_NA19395,0.0087939009375
"('NA19317_NA19317', 'NA19319_NA19319')",28.13745,NA19317_NA19317,NA19319_NA19319,0.008792953125
"('NA19310_NA19310', 'NA19390_NA19390')",28.115149,NA19310_NA19310,NA19390_NA19390,0.0087859840625
"('NA19401_NA19401', 'NA19463_NA19463')",28.10701,NA19401_NA19401,NA19463_NA19463,0.008783440625
"('NA19374_NA19374', 'NA19457_NA19457')",28.102662,NA19374_NA19374,NA19457_NA19457,0.008782081875
"('NA19311_NA19311', 'NA19372_NA19372')",28.0795,NA19311_NA19311,NA19372_NA19372,0.00877484375
"('NA19360_NA19360', 'NA19457_NA19457')",28.070925,NA19360_NA19360,NA19457_NA19457,0.008772164062499999
"('NA19376_NA19376', 'NA19404_NA19404')",28.066805000000002,NA19376_NA19376,NA19404_NA19404,0.0087708765625
"('NA19373_NA19373', 'NA19451_NA19451')",28.059248,NA19373_NA19373,NA19451_NA19451,0.008768515
"('NA19383_NA19383', 'NA19431_NA19431')",28.056915,NA19383_NA19383,NA19431_NA19431,0.0087677859375
"('NA19404_NA19404', 'NA19436_NA19436')",28.053769000000003,NA19404_NA19404,NA19436_NA19436,0.0087668028125
"('NA19372_NA19372', 'NA19468_NA19468')",28.051432,NA19372_NA19372,NA19468_NA19468,0.0087660725
"('NA19338_NA19338', 'NA19446_NA19446')",28.046086,NA19338_NA19338,NA19446_NA19446,0.008764401875
"('NA19469_NA19469', 'NA19473_NA19473')",28.030233,NA19469_NA19469,NA19473_NA19473,0.0087594478125
"('NA19036_NA19036', 'NA19355_NA19355')",28.021362,NA19036_NA19036,NA19355_NA19355,0.008756675625
"('NA19041_NA19041', 'NA19390_NA19390')",28.020673,NA19041_NA19041,NA19390_NA19390,0.008756460312499999
"('NA19390_NA19390', 'NA19462_NA19462')",28.016332,NA19390_NA19390,NA19462_NA19462,0.00875510375
"('NA19397_NA19397', 'NA19431_NA19431')",28.009949,NA19397_NA19397,NA19431_NA19431,0.0087531090625
"('NA19398_NA19398', 'NA19430_NA19430')",28.007622,NA19398_NA19398,NA19430_NA19430,0.008752381875
"('NA19351_NA19351', 'NA19379_NA19379')",28.005325,NA19351_NA19351,NA19379_NA19379,0.0087516640625
"('NA19328_NA19328', 'NA19469_NA19469')",27.988129,NA19328_NA19328,NA19469_NA19469,0.0087462903125
"('NA19020_NA19020', 'NA19028_NA19028')",27.981082,NA19020_NA19020,NA19028_NA19028,0.008744088125
"('NA19313_NA19313', 'NA19396_NA19396')",27.98011,NA19313_NA19313,NA19396_NA19396,0.008743784375
"('NA19430_NA19430', 'NA19467_NA19467')",27.969269,NA19430_NA19430,NA19467_NA19467,0.0087403965625
"('NA19385_NA19385', 'NA19444_NA19444')",27.965517,NA19385_NA19385,NA19444_NA19444,0.0087392240625
"('NA19311_NA19311', 'NA19319_NA19319')",27.938245000000002,NA19311_NA19311,NA19319_NA19319,0.0087307015625
"('NA19382_NA19382', 'NA19385_NA19385')",27.932207000000002,NA19382_NA19382,NA19385_NA19385,0.008728814687500001
"('NA19044_NA19044', 'NA19404_NA19404')",27.930643,NA19044_NA19044,NA19404_NA19404,0.0087283259375
"('NA19383_NA19383', 'NA19449_NA19449')",27.929727,NA19383_NA19383,NA19449_NA19449,0.0087280396875
"('NA19390_NA19390', 'NA19469_NA19469')",27.929338,NA19390_NA19390,NA19469_NA19469,0.008727918125000001
"('NA19041_NA19041', 'NA19473_NA19473')",27.925268,NA19041_NA19041,NA19473_NA19473,0.00872664625
"('NA19319_NA19319', 'NA19461_NA19461')",27.918136999999998,NA19319_NA19319,NA19461_NA19461,0.0087244178125
"('NA19360_NA19360', 'NA19467_NA19467')",27.917233,NA19360_NA19360,NA19467_NA19467,0.008724135312499999
"('NA19375_NA19375', 'NA19449_NA19449')",27.895633,NA19375_NA19375,NA19449_NA19449,0.0087173853125
"('NA19046_NA19046', 'NA19428_NA19428')",27.890663,NA19046_NA19046,NA19428_NA19428,0.0087158321875
"('NA19379_NA19379', 'NA19390_NA19390')",27.882445,NA19379_NA19379,NA19390_NA19390,0.0087132640625
"('NA19041_NA19041', 'NA19439_NA19439')",27.876054,NA19041_NA19041,NA19439_NA19439,0.008711266875
"('NA19381_NA19381', 'NA19394_NA19394')",27.873807,NA19381_NA19381,NA19394_NA19394,0.0087105646875
"('NA19429_NA19429', 'NA19455_NA19455')",27.867073,NA19429_NA19429,NA19455_NA19455,0.008708460312500001
"('NA19376_NA19376', 'NA19469_NA19469')",27.859711,NA19376_NA19376,NA19469_NA19469,0.0087061596875
"('NA19312_NA19312', 'NA19347_NA19347')",27.859130999999998,NA19312_NA19312,NA19347_NA19347,0.0087059784375
"('NA19307_NA19307', 'NA19324_NA19324')",27.850876,NA19307_NA19307,NA19324_NA19324,0.00870339875
"('NA19347_NA19347', 'NA19455_NA19455')",27.843943,NA19347_NA19347,NA19455_NA19455,0.0087012321875
"('NA19384_NA19384', 'NA19456_NA19456')",27.836510999999998,NA19384_NA19384,NA19456_NA19456,0.008698909687499999
"('NA19428_NA19428', 'NA19430_NA19430')",27.831719,NA19428_NA19428,NA19430_NA19430,0.0086974121875
"('NA19308_NA19308', 'NA19338_NA19338')",27.830405,NA19308_NA19308,NA19338_NA19338,0.008697001562499999
"('NA19328_NA19328', 'NA19383_NA19383')",27.825938,NA19328_NA19328,NA19383_NA19383,0.008695605625
"('NA19404_NA19404', 'NA19438_NA19438')",27.810778000000003,NA19404_NA19404,NA19438_NA19438,0.008690868125
"('NA19393_NA19393', 'NA19440_NA19440')",27.804334,NA19393_NA19393,NA19440_NA19440,0.008688854375
"('NA19377_NA19377', 'NA19448_NA19448')",27.802525,NA19377_NA19377,NA19448_NA19448,0.0086882890625
"('NA19397_NA19397', 'NA19461_NA19461')",27.797660999999998,NA19397_NA19397,NA19461_NA19461,0.008686769062499999
"('NA19332_NA19332', 'NA19443_NA19443')",27.797268,NA19332_NA19332,NA19443_NA19443,0.008686646249999999
"('NA19035_NA19035', 'NA19307_NA19307')",27.796819,NA19035_NA19035,NA19307_NA19307,0.0086865059375
"('NA19381_NA19381', 'NA19431_NA19431')",27.793841,NA19381_NA19381,NA19431_NA19431,0.0086855753125
"('NA19372_NA19372', 'NA19399_NA19399')",27.787932,NA19372_NA19372,NA19399_NA19399,0.008683728750000001
"('NA19377_NA19377', 'NA19399_NA19399')",27.78567,NA19377_NA19377,NA19399_NA19399,0.008683021875
"('NA19315_NA19315', 'NA19403_NA19403')",27.781492,NA19315_NA19315,NA19403_NA19403,0.00868171625
"('NA19449_NA19449', 'NA19474_NA19474')",27.775239,NA19449_NA19449,NA19474_NA19474,0.0086797621875
"('NA19321_NA19321', 'NA19328_NA19328')",27.774315,NA19321_NA19321,NA19328_NA19328,0.0086794734375
"('NA19436_NA19436', 'NA19439_NA19439')",27.772807999999998,NA19436_NA19436,NA19439_NA19439,0.0086790025
"('NA19449_NA19449', 'NA19469_NA19469')",27.772593,NA19449_NA19449,NA19469_NA19469,0.0086789353125
"('NA19327_NA19327', 'NA19463_NA19463')",27.767267,NA19327_NA19327,NA19463_NA19463,0.0086772709375
"('NA19310_NA19310', 'NA19440_NA19440')",27.757717,NA19310_NA19310,NA19440_NA19440,0.0086742865625
"('NA19035_NA19035', 'NA19315_NA19315')",27.745790000000003,NA19035_NA19035,NA19315_NA19315,0.008670559375000001
"('NA19394_NA19394', 'NA19453_NA19453')",27.745734,NA19394_NA19394,NA19453_NA19453,0.008670541875
"('NA19395_NA19395', 'NA19439_NA19439')",27.745373,NA19395_NA19395,NA19439_NA19439,0.0086704290625
"('NA19359_NA19359', 'NA19385_NA19385')",27.739457,NA19359_NA19359,NA19385_NA19385,0.0086685803125
"('NA19328_NA19328', 'NA19455_NA19455')",27.735633,NA19328_NA19328,NA19455_NA19455,0.0086673853125
"('NA19310_NA19310', 'NA19396_NA19396')",27.725775,NA19310_NA19310,NA19396_NA19396,0.008664304687499999
"('NA19351_NA19351', 'NA19473_NA19473')",27.724864,NA19351_NA19351,NA19473_NA19473,0.00866402
"('NA19311_NA19311', 'NA19444_NA19444')",27.723506,NA19311_NA19311,NA19444_NA19444,0.008663595625
"('NA19399_NA19399', 'NA19446_NA19446')",27.716112,NA19399_NA19399,NA19446_NA19446,0.008661285
"('NA19036_NA19036', 'NA19327_NA19327')",27.710892,NA19036_NA19036,NA19327_NA19327,0.008659653750000001
"('NA19044_NA19044', 'NA19310_NA19310')",27.690020999999998,NA19044_NA19044,NA19310_NA19310,0.0086531315625
"('NA19401_NA19401', 'NA19437_NA19437')",27.678348,NA19401_NA19401,NA19437_NA19437,0.008649483749999999
"('NA19430_NA19430', 'NA19468_NA19468')",27.671613,NA19430_NA19430,NA19468_NA19468,0.0086473790625
"('NA19311_NA19311', 'NA19382_NA19382')",27.669666999999997,NA19311_NA19311,NA19382_NA19382,0.0086467709375
"('NA19307_NA19307', 'NA19327_NA19327')",27.669133,NA19307_NA19307,NA19327_NA19327,0.0086466040625
"('NA19020_NA19020', 'NA19384_NA19384')",27.655117999999998,NA19020_NA19020,NA19384_NA19384,0.008642224375
"('NA19394_NA19394', 'NA19428_NA19428')",27.654037,NA19394_NA19394,NA19428_NA19428,0.0086418865625
"('NA19371_NA19371', 'NA19437_NA19437')",27.652807000000003,NA19371_NA19371,NA19437_NA19437,0.0086415021875
"('NA19036_NA19036', 'NA19313_NA19313')",27.639572,NA19036_NA19036,NA19313_NA19313,0.00863736625
"('NA19452_NA19452', 'NA19473_NA19473')",27.637338,NA19452_NA19452,NA19473_NA19473,0.008636668125
"('NA19309_NA19309', 'NA19332_NA19332')",27.633229,NA19309_NA19309,NA19332_NA19332,0.0086353840625
"('NA19377_NA19377', 'NA19468_NA19468')",27.611619,NA19377_NA19377,NA19468_NA19468,0.0086286309375
"('NA19038_NA19038', 'NA19446_NA19446')",27.606936,NA19038_NA19038,NA19446_NA19446,0.0086271675
"('NA19313_NA19313', 'NA19431_NA19431')",27.604408,NA19313_NA19313,NA19431_NA19431,0.008626377499999999
"('NA19041_NA19041', 'NA19469_NA19469')",27.592407,NA19041_NA19041,NA19469_NA19469,0.0086226271875
"('NA19328_NA19328', 'NA19434_NA19434')",27.589929,NA19328_NA19328,NA19434_NA19434,0.0086218528125
"('NA19308_NA19308', 'NA19355_NA19355')",27.582424999999997,NA19308_NA19308,NA19355_NA19355,0.0086195078125
"('NA19319_NA19319', 'NA19351_NA19351')",27.581402,NA19319_NA19319,NA19351_NA19351,0.008619188125
"('NA19352_NA19352', 'NA19381_NA19381')",27.574762,NA19352_NA19352,NA19381_NA19381,0.008617113124999999
"('NA19382_NA19382', 'NA19470_NA19470')",27.549514,NA19382_NA19382,NA19470_NA19470,0.008609223124999999
"('NA19375_NA19375', 'NA19391_NA19391')",27.519455,NA19375_NA19375,NA19391_NA19391,0.0085998296875
"('NA19312_NA19312', 'NA19403_NA19403')",27.512076,NA19312_NA19312,NA19403_NA19403,0.00859752375
"('NA19376_NA19376', 'NA19473_NA19473')",27.508309,NA19376_NA19376,NA19473_NA19473,0.008596346562500001
"('NA19359_NA19359', 'NA19469_NA19469')",27.488722,NA19359_NA19359,NA19469_NA19469,0.008590225625
"('NA19383_NA19383', 'NA19467_NA19467')",27.486384,NA19383_NA19383,NA19467_NA19467,0.008589495
"('NA19346_NA19346', 'NA19377_NA19377')",27.479111,NA19346_NA19346,NA19377_NA19377,0.0085872221875
"('NA19376_NA19376', 'NA19474_NA19474')",27.471858,NA19376_NA19376,NA19474_NA19474,0.008584955625
"('NA19310_NA19310', 'NA19448_NA19448')",27.455555,NA19310_NA19310,NA19448_NA19448,0.0085798609375
"('NA19315_NA19315', 'NA19398_NA19398')",27.449884,NA19315_NA19315,NA19398_NA19398,0.00857808875
"('NA19351_NA19351', 'NA19395_NA19395')",27.447900999999998,NA19351_NA19351,NA19395_NA19395,0.008577469062499999
"('NA19383_NA19383', 'NA19468_NA19468')",27.436406,NA19383_NA19383,NA19468_NA19468,0.008573876875
"('NA19375_NA19375', 'NA19381_NA19381')",27.425305,NA19375_NA19375,NA19381_NA19381,0.0085704078125
"('NA19395_NA19395', 'NA19435_NA19435')",27.420415,NA19395_NA19395,NA19435_NA19435,0.0085688796875
"('NA19398_NA19398', 'NA19467_NA19467')",27.406677,NA19398_NA19398,NA19467_NA19467,0.008564586562499999
"('NA19316_NA19316', 'NA19439_NA19439')",27.37213,NA19316_NA19316,NA19439_NA19439,0.008553790625
"('NA19035_NA19035', 'NA19396_NA19396')",27.363551,NA19035_NA19035,NA19396_NA19396,0.0085511096875
"('NA19316_NA19316', 'NA19359_NA19359')",27.361888,NA19316_NA19316,NA19359_NA19359,0.00855059
"('NA19310_NA19310', 'NA19468_NA19468')",27.35621,NA19310_NA19310,NA19468_NA19468,0.008548815625000001
"('NA19379_NA19379', 'NA19443_NA19443')",27.35379,NA19379_NA19379,NA19443_NA19443,0.008548059375
"('NA19315_NA19315', 'NA19435_NA19435')",27.338285000000003,NA19315_NA19315,NA19435_NA19435,0.0085432140625
"('NA19020_NA19020', 'NA19399_NA19399')",27.337954,NA19020_NA19020,NA19399_NA19399,0.008543110625
"('NA19310_NA19310', 'NA19324_NA19324')",27.329823,NA19310_NA19310,NA19324_NA19324,0.008540569687500001
"('NA19044_NA19044', 'NA19399_NA19399')",27.327412,NA19044_NA19044,NA19399_NA19399,0.00853981625
"('NA19401_NA19401', 'NA19434_NA19434')",27.309250000000002,NA19401_NA19401,NA19434_NA19434,0.008534140625
"('NA19020_NA19020', 'NA19312_NA19312')",27.30905,NA19020_NA19020,NA19312_NA19312,0.008534078125
"('NA19383_NA19383', 'NA19434_NA19434')",27.304353,NA19383_NA19383,NA19434_NA19434,0.0085326103125
"('NA19334_NA19334', 'NA19444_NA19444')",27.299904,NA19334_NA19334,NA19444_NA19444,0.00853122
"('NA19391_NA19391', 'NA19452_NA19452')",27.299691,NA19391_NA19391,NA19452_NA19452,0.0085311534375
"('NA19310_NA19310', 'NA19453_NA19453')",27.2983,NA19310_NA19310,NA19453_NA19453,0.008530718750000001
