pair,total_ibd_mb,sample_a,sample_b,pi_hat
"('NA19028', 'NA19395')",165.080825,NA19028,NA19395,0.0515877578125
"('NA19380', 'NA19451')",165.075308,NA19380,NA19451,0.05158603375
"('NA19444', 'NA19474')",165.074354,NA19444,NA19474,0.051585735625
"('NA19430', 'NA19449')",165.073353,NA19430,NA19449,0.0515854228125
"('NA19328', 'NA19403')",165.040672,NA19328,NA19403,0.05157521
"('NA19381', 'NA19466')",165.031708,NA19381,NA19466,0.05157240875
"('NA19428', 'NA19434')",165.027886,NA19428,NA19434,0.051571214375
"('NA19046', 'NA19351')",165.013849,NA19046,NA19351,0.0515668278125
"('NA19430', 'NA19467')",165.004855,NA19430,NA19467,0.0515640171875
"('NA19435', 'NA19443')",164.973251,NA19435,NA19443,0.0515541409375
"('NA19038', 'NA19352')",164.960573,NA19038,NA19352,0.05155017906250001
"('NA19020', 'NA19028')",164.947928,NA19020,NA19028,0.0515462275
"('NA19308', 'NA19351')",164.92265700000002,NA19308,NA19351,0.051538330312500005
"('NA19331', 'NA19468')",164.91795,NA19331,NA19468,0.051536859374999994
"('NA19380', 'NA19443')",164.897294,NA19380,NA19443,0.051530404375
"('NA19328', 'NA19467')",164.896571,NA19328,NA19467,0.0515301784375
"('NA19440', 'NA19449')",164.824723,NA19440,NA19449,0.0515077259375
"('NA19384', 'NA19404')",164.823656,NA19384,NA19404,0.0515073925
"('NA19317', 'NA19395')",164.799304,NA19317,NA19395,0.0514997825
"('NA19310', 'NA19471')",164.682957,NA19310,NA19471,0.0514634240625
"('NA19377', 'NA19437')",164.681862,NA19377,NA19437,0.051463081875
"('NA19321', 'NA19346')",164.673958,NA19321,NA19346,0.051460611875
"('NA19444', 'NA19446')",164.673911,NA19444,NA19446,0.0514605971875
"('NA19044', 'NA19440')",164.655135,NA19044,NA19440,0.0514547296875
"('NA19377', 'NA19457')",164.52992899999998,NA19377,NA19457,0.051415602812499996
"('NA19324', 'NA19457')",164.462887,NA19324,NA19457,0.0513946521875
"('NA19321', 'NA19397')",164.446267,NA19321,NA19397,0.0513894584375
"('NA19046', 'NA19473')",164.43489499999998,NA19046,NA19473,0.0513859046875
"('NA19394', 'NA19449')",164.382841,NA19394,NA19449,0.05136963781250001
"('NA19382', 'NA19398')",164.371654,NA19382,NA19398,0.051366141875
"('NA19035', 'NA19308')",164.365783,NA19035,NA19308,0.0513643071875
"('NA19020', 'NA19377')",164.34706500000001,NA19020,NA19377,0.05135845781250001
"('NA19332', 'NA19384')",164.341182,NA19332,NA19384,0.051356619375
"('NA19346', 'NA19468')",164.307346,NA19346,NA19468,0.051346045624999996
"('NA19044', 'NA19321')",164.302381,NA19044,NA19321,0.051344494062499996
"('NA19350', 'NA19377')",164.297705,NA19350,NA19377,0.0513430328125
"('NA19380', 'NA19468')",164.296145,NA19380,NA19468,0.0513425453125
"('NA19436', 'NA19437')",164.28645699999998,NA19436,NA19437,0.05133951781249999
"('NA19359', 'NA19395')",164.26427,NA19359,NA19395,0.051332584375000004
"('NA19310', 'NA19385')",164.251105,NA19310,NA19385,0.0513284703125
"('NA19385', 'NA19446')",164.207718,NA19385,NA19446,0.051314911875
"('NA19384', 'NA19397')",164.203564,NA19384,NA19397,0.05131361375
"('NA19308', 'NA19404')",164.13767099999998,NA19308,NA19404,0.051293022187499995
"('NA19371', 'NA19449')",164.080665,NA19371,NA19449,0.0512752078125
"('NA19312', 'NA19396')",164.063957,NA19312,NA19396,0.051269986562499995
"('NA19403', 'NA19466')",164.055106,NA19403,NA19466,0.051267220625
"('NA19317', 'NA19440')",164.029891,NA19317,NA19440,0.051259340937499995
"('NA19313', 'NA19328')",163.99785100000003,NA19313,NA19328,0.051249328437500005
"('NA19332', 'NA19457')",163.96543499999999,NA19332,NA19457,0.051239198437499994
"('NA19382', 'NA19462')",163.956088,NA19382,NA19462,0.051236277499999996
"('NA19308', 'NA19431')",163.94113,NA19308,NA19431,0.051231603125
"('NA19359', 'NA19396')",163.93177500000002,NA19359,NA19396,0.05122867968750001
"('NA19350', 'NA19468')",163.928726,NA19350,NA19468,0.051227726875000004
"('NA19435', 'NA19456')",163.833692,NA19435,NA19456,0.051198028750000006
"('NA19360', 'NA19456')",163.816712,NA19360,NA19456,0.051192722499999996
"('NA19316', 'NA19328')",163.813196,NA19316,NA19328,0.05119162375
"('NA19350', 'NA19376')",163.794453,NA19350,NA19376,0.0511857665625
"('NA19377', 'NA19384')",163.768891,NA19377,NA19384,0.0511777784375
"('NA19327', 'NA19328')",163.732649,NA19327,NA19328,0.051166452812500006
"('NA19351', 'NA19393')",163.731091,NA19351,NA19393,0.051165965937499995
"('NA19327', 'NA19456')",163.713945,NA19327,NA19456,0.0511606078125
"('NA19028', 'NA19430')",163.691835,NA19028,NA19430,0.0511536984375
"('NA19351', 'NA19468')",163.663677,NA19351,NA19468,0.0511448990625
"('NA19446', 'NA19473')",163.656145,NA19446,NA19473,0.0511425453125
"('NA19028', 'NA19317')",163.650627,NA19028,NA19317,0.0511408209375
"('NA19428', 'NA19452')",163.642402,NA19428,NA19452,0.051138250625
"('NA19347', 'NA19398')",163.636077,NA19347,NA19398,0.0511362740625
"('NA19346', 'NA19462')",163.63254799999999,NA19346,NA19462,0.05113517124999999
"('NA19334', 'NA19394')",163.618568,NA19334,NA19394,0.0511308025
"('NA19038', 'NA19377')",163.610711,NA19038,NA19377,0.051128347187500006
"('NA19038', 'NA19469')",163.601496,NA19038,NA19469,0.0511254675
"('NA19404', 'NA19451')",163.512793,NA19404,NA19451,0.0510977478125
"('NA19359', 'NA19390')",163.472353,NA19359,NA19390,0.0510851103125
"('NA19375', 'NA19453')",163.467836,NA19375,NA19453,0.05108369875
"('NA19384', 'NA19399')",163.42245300000002,NA19384,NA19399,0.05106951656250001
"('NA19311', 'NA19380')",163.40285599999999,NA19311,NA19380,0.0510633925
"('NA19437', 'NA19466')",163.368248,NA19437,NA19466,0.0510525775
"('NA19028', 'NA19468')",163.350807,NA19028,NA19468,0.0510471271875
"('NA19308', 'NA19315')",163.272458,NA19308,NA19315,0.051022643125
"('NA19308', 'NA19445')",163.21802399999999,NA19308,NA19445,0.051005632499999995
"('NA19028', 'NA19372')",163.17235,NA19028,NA19372,0.050991359374999996
"('NA19391', 'NA19437')",163.15261,NA19391,NA19437,0.050985190625
"('NA19397', 'NA19404')",163.143756,NA19397,NA19404,0.05098242375
"('NA19352', 'NA19472')",163.122607,NA19352,NA19472,0.050975814687499996
"('NA19327', 'NA19435')",163.103017,NA19327,NA19435,0.050969692812499995
"('NA19381', 'NA19391')",163.062753,NA19381,NA19391,0.0509571103125
"('NA19036', 'NA19313')",163.057197,NA19036,NA19313,0.0509553740625
"('NA19317', 'NA19472')",163.032489,NA19317,NA19472,0.0509476528125
"('NA19382', 'NA19436')",162.98511,NA19382,NA19436,0.050932846875
"('NA19044', 'NA19379')",162.966909,NA19044,NA19379,0.0509271590625
"('NA19347', 'NA19434')",162.930006,NA19347,NA19434,0.050915626874999995
"('NA19020', 'NA19448')",162.929578,NA19020,NA19448,0.050915493124999996
"('NA19028', 'NA19391')",162.917513,NA19028,NA19391,0.050911722812500004
"('NA19313', 'NA19456')",162.904394,NA19313,NA19456,0.050907623124999996
"('NA19310', 'NA19455')",162.863042,NA19310,NA19455,0.050894700625000004
"('NA19373', 'NA19473')",162.834956,NA19373,NA19473,0.05088592375
"('NA19046', 'NA19307')",162.828976,NA19046,NA19307,0.050884055000000004
"('NA19383', 'NA19449')",162.758735,NA19383,NA19449,0.0508621046875
"('NA19313', 'NA19376')",162.74670700000001,NA19313,NA19376,0.05085834593750001
"('NA19347', 'NA19396')",162.736854,NA19347,NA19396,0.050855266875
"('NA19428', 'NA19446')",162.65331,NA19428,NA19446,0.050829159375
"('NA19350', 'NA19474')",162.652792,NA19350,NA19474,0.0508289975
"('NA19434', 'NA19446')",162.646364,NA19434,NA19446,0.05082698875
"('NA19351', 'NA19439')",162.629078,NA19351,NA19439,0.050821586875
"('NA19394', 'NA19398')",162.626459,NA19394,NA19398,0.050820768437500004
"('NA19394', 'NA19429')",162.623356,NA19394,NA19429,0.05081979875
"('NA19044', 'NA19327')",162.616862,NA19044,NA19327,0.050817769375
"('NA19372', 'NA19435')",162.584697,NA19372,NA19435,0.0508077178125
"('NA19318', 'NA19352')",162.57507999999999,NA19318,NA19352,0.050804712499999995
"('NA19375', 'NA19398')",162.56794299999999,NA19375,NA19398,0.0508024821875
"('NA19044', 'NA19428')",162.554051,NA19044,NA19428,0.05079814093749999
"('NA19044', 'NA19377')",162.538712,NA19044,NA19377,0.0507933475
"('NA19316', 'NA19456')",162.51100399999999,NA19316,NA19456,0.050784688749999994
"('NA19351', 'NA19371')",162.482781,NA19351,NA19371,0.0507758690625
"('NA19380', 'NA19467')",162.43621000000002,NA19380,NA19467,0.050761315625000004
"('NA19041', 'NA19428')",162.409208,NA19041,NA19428,0.0507528775
"('NA19347', 'NA19380')",162.402474,NA19347,NA19380,0.050750773125
"('NA19332', 'NA19468')",162.385161,NA19332,NA19468,0.0507453628125
"('NA19381', 'NA19446')",162.374777,NA19381,NA19446,0.0507421178125
"('NA19472', 'NA19474')",162.367215,NA19472,NA19474,0.0507397546875
"('NA19338', 'NA19431')",162.360917,NA19338,NA19431,0.0507377865625
"('NA19467', 'NA19474')",162.358071,NA19467,NA19474,0.0507368971875
"('NA19429', 'NA19449')",162.339166,NA19429,NA19449,0.050730989375
"('NA19467', 'NA19472')",162.326257,NA19467,NA19472,0.0507269553125
"('NA19437', 'NA19462')",162.316005,NA19437,NA19462,0.050723751562499995
"('NA19473', 'NA19474')",162.308413,NA19473,NA19474,0.0507213790625
"('NA19350', 'NA19351')",162.295161,NA19350,NA19351,0.0507172378125
"('NA19327', 'NA19470')",162.275126,NA19327,NA19470,0.050710976875
"('NA19397', 'NA19435')",162.254155,NA19397,NA19435,0.0507044234375
"('NA19431', 'NA19434')",162.236864,NA19431,NA19434,0.05069902
"('NA19311', 'NA19453')",162.231801,NA19311,NA19453,0.050697437812499996
"('NA19381', 'NA19394')",162.223875,NA19381,NA19394,0.0506949609375
"('NA19046', 'NA19472')",162.19726,NA19046,NA19472,0.05068664375
"('NA19321', 'NA19456')",162.196715,NA19321,NA19456,0.050686473437500004
"('NA19308', 'NA19448')",162.157062,NA19308,NA19448,0.050674081875
"('NA19383', 'NA19452')",162.128068,NA19383,NA19452,0.050665021250000004
"('NA19437', 'NA19443')",162.103104,NA19437,NA19443,0.05065722
"('NA19332', 'NA19453')",162.100406,NA19332,NA19453,0.050656376875
"('NA19316', 'NA19360')",162.099288,NA19316,NA19360,0.0506560275
"('NA19308', 'NA19391')",162.059404,NA19308,NA19391,0.05064356375
"('NA19449', 'NA19471')",162.049298,NA19449,NA19471,0.050640405624999996
"('NA19397', 'NA19398')",162.039002,NA19397,NA19398,0.050637188125
"('NA19313', 'NA19327')",161.962688,NA19313,NA19327,0.05061334000000001
"('NA19310', 'NA19380')",161.962313,NA19310,NA19380,0.0506132228125
"('NA19380', 'NA19449')",161.92148600000002,NA19380,NA19449,0.05060046437500001
"('NA19382', 'NA19430')",161.886878,NA19382,NA19430,0.050589649375
"('NA19327', 'NA19385')",161.836513,NA19327,NA19385,0.0505739103125
"('NA19379', 'NA19435')",161.816218,NA19379,NA19435,0.050567568125
"('NA19328', 'NA19428')",161.812631,NA19328,NA19428,0.0505664471875
"('NA19404', 'NA19474')",161.795992,NA19404,NA19474,0.0505612475
"('NA19352', 'NA19453')",161.704719,NA19352,NA19453,0.0505327246875
"('NA19351', 'NA19452')",161.704496,NA19351,NA19452,0.050532655
"('NA19351', 'NA19437')",161.681957,NA19351,NA19437,0.0505256115625
"('NA19355', 'NA19359')",161.657472,NA19355,NA19359,0.05051796
"('NA19360', 'NA19428')",161.636762,NA19360,NA19428,0.050511488125000004
"('NA19355', 'NA19394')",161.63527,NA19355,NA19394,0.050511021875
"('NA19449', 'NA19457')",161.61831,NA19449,NA19457,0.050505721875
"('NA19380', 'NA19474')",161.609295,NA19380,NA19474,0.0505029046875
"('NA19377', 'NA19391')",161.606603,NA19377,NA19391,0.0505020634375
"('NA19036', 'NA19403')",161.595543,NA19036,NA19403,0.050498607187499996
"('NA19028', 'NA19457')",161.591254,NA19028,NA19457,0.050497266874999995
"('NA19381', 'NA19472')",161.535457,NA19381,NA19472,0.0504798303125
"('NA19328', 'NA19471')",161.533196,NA19328,NA19471,0.05047912375
"('NA19331', 'NA19466')",161.528439,NA19331,NA19466,0.0504776371875
"('NA19321', 'NA19380')",161.518132,NA19321,NA19380,0.05047441625
"('NA19327', 'NA19331')",161.517919,NA19327,NA19331,0.0504743496875
"('NA19038', 'NA19381')",161.474559,NA19038,NA19381,0.0504607996875
"('NA19375', 'NA19472')",161.443061,NA19375,NA19472,0.0504509565625
"('NA19338', 'NA19360')",161.398047,NA19338,NA19360,0.0504368896875
"('NA19391', 'NA19398')",161.392626,NA19391,NA19398,0.050435195625000005
"('NA19435', 'NA19444')",161.386739,NA19435,NA19444,0.0504333559375
"('NA19372', 'NA19457')",161.376952,NA19372,NA19457,0.0504302975
"('NA19382', 'NA19395')",161.364259,NA19382,NA19395,0.0504263309375
"('NA19036', 'NA19394')",161.304697,NA19036,NA19394,0.0504077178125
"('NA19380', 'NA19430')",161.290878,NA19380,NA19430,0.050403399375
"('NA19436', 'NA19463')",161.273795,NA19436,NA19463,0.0503980609375
"('NA19398', 'NA19469')",161.23826400000002,NA19398,NA19469,0.0503869575
"('NA19379', 'NA19446')",161.234501,NA19379,NA19446,0.050385781562499996
"('NA19403', 'NA19452')",161.226578,NA19403,NA19452,0.050383305625
"('NA19391', 'NA19394')",161.168646,NA19391,NA19394,0.050365201875
"('NA19346', 'NA19446')",161.16287,NA19346,NA19446,0.050363396875
"('NA19313', 'NA19470')",161.147919,NA19313,NA19470,0.0503587246875
"('NA19334', 'NA19375')",161.077381,NA19334,NA19375,0.0503366815625
"('NA19346', 'NA19350')",161.07465200000001,NA19346,NA19350,0.050335828750000006
"('NA19381', 'NA19463')",161.043935,NA19381,NA19463,0.0503262296875
"('NA19430', 'NA19435')",161.025175,NA19430,NA19435,0.0503203671875
"('NA19350', 'NA19394')",160.997171,NA19350,NA19394,0.050311615937500005
"('NA19384', 'NA19473')",160.911291,NA19384,NA19473,0.050284778437500004
"('NA19355', 'NA19449')",160.884237,NA19355,NA19449,0.0502763240625
"('NA19317', 'NA19377')",160.876122,NA19317,NA19377,0.050273788125
"('NA19313', 'NA19473')",160.869654,NA19313,NA19473,0.050271766875
"('NA19041', 'NA19312')",160.85833,NA19041,NA19312,0.050268228125
"('NA19346', 'NA19456')",160.835086,NA19346,NA19456,0.050260964374999995
"('NA19379', 'NA19468')",160.818497,NA19379,NA19468,0.050255780312500005
"('NA19395', 'NA19435')",160.777588,NA19395,NA19435,0.050242996250000005
"('NA19395', 'NA19439')",160.74159500000002,NA19395,NA19439,0.05023174843750001
"('NA19434', 'NA19451')",160.730646,NA19434,NA19451,0.050228326875
"('NA19331', 'NA19395')",160.724967,NA19331,NA19395,0.050226552187499995
"('NA19308', 'NA19317')",160.706557,NA19308,NA19317,0.0502207990625
"('NA19448', 'NA19462')",160.68764000000002,NA19448,NA19462,0.050214887500000006
"('NA19391', 'NA19452')",160.668268,NA19391,NA19452,0.05020883375
"('NA19381', 'NA19395')",160.66622900000002,NA19381,NA19395,0.0502081965625
"('NA19312', 'NA19446')",160.656891,NA19312,NA19446,0.0502052784375
"('NA19307', 'NA19381')",160.652227,NA19307,NA19381,0.050203820937500004
"('NA19453', 'NA19468')",160.644038,NA19453,NA19468,0.050201261875
"('NA19398', 'NA19456')",160.634999,NA19398,NA19456,0.0501984371875
"('NA19360', 'NA19451')",160.617664,NA19360,NA19451,0.05019302
"('NA19036', 'NA19312')",160.606518,NA19036,NA19312,0.050189536874999996
"('NA19451', 'NA19461')",160.591301,NA19451,NA19461,0.050184781562499996
"('NA19319', 'NA19446')",160.558514,NA19319,NA19446,0.050174535625
"('NA19308', 'NA19331')",160.547883,NA19308,NA19331,0.0501712134375
"('NA19377', 'NA19435')",160.463703,NA19377,NA19435,0.050144907187500004
"('NA19020', 'NA19350')",160.46151799999998,NA19020,NA19350,0.050144224375
"('NA19435', 'NA19448')",160.426736,NA19435,NA19448,0.050133355000000004
"('NA19315', 'NA19397')",160.410023,NA19315,NA19397,0.0501281321875
"('NA19385', 'NA19428')",160.387194,NA19385,NA19428,0.050120998124999996
"('NA19346', 'NA19359')",160.37623200000002,NA19346,NA19359,0.050117572500000006
"('NA19373', 'NA19453')",160.365039,NA19373,NA19453,0.050114074687499996
"('NA19338', 'NA19377')",160.35834499999999,NA19338,NA19377,0.0501119828125
"('NA19311', 'NA19391')",160.348187,NA19311,NA19391,0.0501088084375
"('NA19355', 'NA19382')",160.311054,NA19355,NA19382,0.050097204375
"('NA19380', 'NA19391')",160.231297,NA19380,NA19391,0.0500722803125
"('NA19332', 'NA19396')",160.196054,NA19332,NA19396,0.050061266875
"('NA19463', 'NA19470')",160.179246,NA19463,NA19470,0.050056014375
"('NA19020', 'NA19396')",160.15903600000001,NA19020,NA19396,0.05004969875
"('NA19036', 'NA19448')",160.144465,NA19036,NA19448,0.0500451453125
"('NA19041', 'NA19449')",160.096366,NA19041,NA19449,0.050030114375
"('NA19041', 'NA19443')",160.081657,NA19041,NA19443,0.0500255178125
"('NA19436', 'NA19462')",160.077845,NA19436,NA19462,0.0500243265625
"('NA19332', 'NA19377')",160.074777,NA19332,NA19377,0.050023367812500004
"('NA19379', 'NA19448')",160.060128,NA19379,NA19448,0.05001879
"('NA19355', 'NA19457')",160.042009,NA19355,NA19457,0.0500131278125
"('NA19324', 'NA19375')",159.992946,NA19324,NA19375,0.049997795624999994
"('NA19456', 'NA19466')",159.988852,NA19456,NA19466,0.049996516250000005
"('NA19028', 'NA19472')",159.978747,NA19028,NA19472,0.049993358437499996
"('NA19309', 'NA19398')",159.976126,NA19309,NA19398,0.049992539375
"('NA19313', 'NA19375')",159.94472,NA19313,NA19375,0.049982725
"('NA19351', 'NA19375')",159.848063,NA19351,NA19375,0.0499525196875
"('NA19035', 'NA19359')",159.837195,NA19035,NA19359,0.0499491234375
"('NA19395', 'NA19437')",159.824531,NA19395,NA19437,0.0499451659375
"('NA19428', 'NA19474')",159.822605,NA19428,NA19474,0.0499445640625
"('NA19395', 'NA19434')",159.81107599999999,NA19395,NA19434,0.04994096125
"('NA19312', 'NA19466')",159.806007,NA19312,NA19466,0.049939377187499995
"('NA19455', 'NA19461')",159.78888,NA19455,NA19461,0.049934025
"('NA19376', 'NA19399')",159.77118099999998,NA19376,NA19399,0.049928494062499995
"('NA19028', 'NA19453')",159.72555,NA19028,NA19453,0.049914234375
"('NA19351', 'NA19373')",159.695557,NA19351,NA19373,0.0499048615625
"('NA19046', 'NA19461')",159.689568,NA19046,NA19461,0.04990299
"('NA19395', 'NA19404')",159.662272,NA19395,NA19404,0.04989446
"('NA19020', 'NA19372')",159.660466,NA19020,NA19372,0.049893895625000004
"('NA19437', 'NA19445')",159.652793,NA19437,NA19445,0.0498914978125
"('NA19310', 'NA19437')",159.642751,NA19310,NA19437,0.0498883596875
"('NA19440', 'NA19448')",159.641765,NA19440,NA19448,0.0498880515625
"('NA19352', 'NA19466')",159.638692,NA19352,NA19466,0.049887091249999994
"('NA19313', 'NA19321')",159.638467,NA19313,NA19321,0.0498870209375
"('NA19346', 'NA19360')",159.634013,NA19346,NA19360,0.049885629062500006
"('NA19332', 'NA19443')",159.629121,NA19332,NA19443,0.0498841003125
"('NA19374', 'NA19467')",159.61779,NA19374,NA19467,0.049880559375
"('NA19321', 'NA19381')",159.570332,NA19321,NA19381,0.049865728750000005
"('NA19317', 'NA19435')",159.561529,NA19317,NA19435,0.0498629778125
"('NA19328', 'NA19456')",159.561298,NA19328,NA19456,0.049862905624999995
"('NA19312', 'NA19380')",159.557875,NA19312,NA19380,0.0498618359375
"('NA19352', 'NA19443')",159.552181,NA19352,NA19443,0.0498600565625
"('NA19401', 'NA19472')",159.501118,NA19401,NA19472,0.049844099375
"('NA19028', 'NA19448')",159.484121,NA19028,NA19448,0.04983878781249999
"('NA19381', 'NA19461')",159.478451,NA19381,NA19461,0.0498370159375
"('NA19351', 'NA19457')",159.419716,NA19351,NA19457,0.04981866125
"('NA19327', 'NA19448')",159.394291,NA19327,NA19448,0.0498107159375
"('NA19041', 'NA19471')",159.393864,NA19041,NA19471,0.049810582500000006
"('NA19394', 'NA19403')",159.381446,NA19394,NA19403,0.049806701875000005
"('NA19374', 'NA19435')",159.359631,NA19374,NA19435,0.049799884687500004
"('NA19398', 'NA19435')",159.301542,NA19398,NA19435,0.049781731875000006
"('NA19317', 'NA19351')",159.279562,NA19317,NA19351,0.049774863125
"('NA19395', 'NA19473')",159.25543,NA19395,NA19473,0.049767321875
"('NA19313', 'NA19398')",159.246856,NA19313,NA19398,0.049764642500000004
"('NA19309', 'NA19397')",159.219132,NA19309,NA19397,0.04975597875
"('NA19383', 'NA19397')",159.181781,NA19383,NA19397,0.0497443065625
"('NA19327', 'NA19346')",159.167235,NA19327,NA19346,0.0497397609375
"('NA19028', 'NA19360')",159.114243,NA19028,NA19360,0.049723200937499996
"('NA19315', 'NA19374')",159.107683,NA19315,NA19374,0.0497211509375
"('NA19311', 'NA19338')",159.081142,NA19311,NA19338,0.049712856875
"('NA19311', 'NA19431')",159.071503,NA19311,NA19431,0.049709844687500004
"('NA19312', 'NA19404')",159.062198,NA19312,NA19404,0.049706936874999996
"('NA19316', 'NA19395')",159.046373,NA19316,NA19395,0.0497019915625
"('NA19028', 'NA19461')",159.042226,NA19028,NA19461,0.049700695625
"('NA19355', 'NA19377')",158.985,NA19355,NA19377,0.049682812500000006
"('NA19397', 'NA19444')",158.969039,NA19397,NA19444,0.049677824687500004
"('NA19317', 'NA19359')",158.962079,NA19317,NA19359,0.0496756496875
"('NA19028', 'NA19338')",158.946922,NA19028,NA19338,0.049670913125
"('NA19332', 'NA19394')",158.933608,NA19332,NA19394,0.049666752499999994
"('NA19390', 'NA19453')",158.929552,NA19390,NA19453,0.049665485
"('NA19436', 'NA19474')",158.929291,NA19436,NA19474,0.049665403437500005
"('NA19046', 'NA19455')",158.872753,NA19046,NA19455,0.049647735312499996
"('NA19310', 'NA19472')",158.867886,NA19310,NA19472,0.049646214375
"('NA19332', 'NA19352')",158.85171,NA19332,NA19352,0.049641159375
"('NA19371', 'NA19374')",158.819979,NA19371,NA19374,0.0496312434375
"('NA19328', 'NA19381')",158.816032,NA19328,NA19381,0.04963001
"('NA19371', 'NA19448')",158.812814,NA19371,NA19448,0.049629004375
"('NA19385', 'NA19471')",158.812052,NA19385,NA19471,0.04962876625
"('NA19377', 'NA19473')",158.791842,NA19377,NA19473,0.049622450625
"('NA19374', 'NA19431')",158.786867,NA19374,NA19431,0.0496208959375
"('NA19324', 'NA19431')",158.77582999999998,NA19324,NA19431,0.049617446875
"('NA19044', 'NA19317')",158.74877700000002,NA19044,NA19317,0.0496089928125
"('NA19377', 'NA19403')",158.73968,NA19377,NA19403,0.049606149999999995
"('NA19374', 'NA19395')",158.663818,NA19374,NA19395,0.049582443125
"('NA19453', 'NA19467')",158.634464,NA19453,NA19467,0.04957327
"('NA19328', 'NA19346')",158.627402,NA19328,NA19346,0.049571063124999995
"('NA19375', 'NA19399')",158.582007,NA19375,NA19399,0.0495568771875
"('NA19371', 'NA19373')",158.568865,NA19371,NA19373,0.049552770312499994
"('NA19371', 'NA19431')",158.534631,NA19371,NA19431,0.049542072187499994
"('NA19394', 'NA19445')",158.534618,NA19394,NA19445,0.049542068125
"('NA19350', 'NA19466')",158.495855,NA19350,NA19466,0.0495299546875
"('NA19046', 'NA19324')",158.495432,NA19046,NA19324,0.0495298225
"('NA19375', 'NA19383')",158.489734,NA19375,NA19383,0.049528041875
"('NA19046', 'NA19308')",158.45141,NA19046,NA19308,0.049516065625
"('NA19317', 'NA19346')",158.433456,NA19317,NA19346,0.049510455
"('NA19360', 'NA19395')",158.43253,NA19360,NA19395,0.049510165625000005
"('NA19020', 'NA19374')",158.403925,NA19020,NA19374,0.04950122656249999
"('NA19462', 'NA19466')",158.40230400000002,NA19462,NA19466,0.049500720000000005
"('NA19338', 'NA19434')",158.383106,NA19338,NA19434,0.049494720625
"('NA19395', 'NA19403')",158.361827,NA19395,NA19403,0.0494880709375
"('NA19313', 'NA19382')",158.351931,NA19313,NA19382,0.0494849784375
"('NA19327', 'NA19395')",158.321137,NA19327,NA19395,0.0494753553125
"('NA19317', 'NA19462')",158.31208,NA19317,NA19462,0.049472525
"('NA19430', 'NA19434')",158.282066,NA19430,NA19434,0.049463145624999996
"('NA19317', 'NA19430')",158.27607600000002,NA19317,NA19430,0.04946127375000001
"('NA19307', 'NA19359')",158.27355,NA19307,NA19359,0.049460484375
"('NA19440', 'NA19461')",158.170255,NA19440,NA19461,0.0494282046875
"('NA19352', 'NA19444')",158.16543000000001,NA19352,NA19444,0.049426696875
"('NA19313', 'NA19332')",158.151594,NA19313,NA19332,0.049422373124999995
"('NA19317', 'NA19428')",158.136657,NA19317,NA19428,0.049417705312500004
"('NA19309', 'NA19382')",158.126506,NA19309,NA19382,0.049414533125
"('NA19355', 'NA19371')",158.103818,NA19355,NA19371,0.049407443125
"('NA19456', 'NA19461')",158.091909,NA19456,NA19461,0.049403721562499996
"('NA19359', 'NA19383')",158.075174,NA19359,NA19383,0.049398491875
"('NA19332', 'NA19431')",158.066785,NA19332,NA19431,0.049395870312500006
"('NA19041', 'NA19327')",158.057968,NA19041,NA19327,0.049393114999999994
"('NA19044', 'NA19462')",158.052723,NA19044,NA19462,0.0493914759375
"('NA19044', 'NA19372')",158.046516,NA19044,NA19372,0.04938953625
"('NA19046', 'NA19440')",158.022278,NA19046,NA19440,0.049381961875
"('NA19394', 'NA19470')",157.918178,NA19394,NA19470,0.049349430625
"('NA19309', 'NA19467')",157.908702,NA19309,NA19467,0.049346469375
"('NA19328', 'NA19404')",157.875916,NA19328,NA19404,0.04933622375
"('NA19390', 'NA19435')",157.84520899999998,NA19390,NA19435,0.049326627812499996
"('NA19308', 'NA19309')",157.831941,NA19308,NA19309,0.0493224815625
"('NA19434', 'NA19461')",157.828714,NA19434,NA19461,0.049321473124999994
"('NA19396', 'NA19434')",157.81527499999999,NA19396,NA19434,0.049317273437499996
"('NA19044', 'NA19443')",157.811862,NA19044,NA19443,0.049316206875
"('NA19041', 'NA19444')",157.803953,NA19041,NA19444,0.0493137353125
"('NA19312', 'NA19352')",157.757487,NA19312,NA19352,0.0492992146875
"('NA19359', 'NA19393')",157.74913700000002,NA19359,NA19393,0.049296605312500005
"('NA19377', 'NA19401')",157.736513,NA19377,NA19401,0.0492926603125
"('NA19352', 'NA19380')",157.70644099999998,NA19352,NA19380,0.04928326281249999
"('NA19438', 'NA19466')",157.69333,NA19438,NA19466,0.049279165625
"('NA19397', 'NA19428')",157.668214,NA19397,NA19428,0.049271316875
"('NA19352', 'NA19474')",157.665973,NA19352,NA19474,0.0492706165625
"('NA19310', 'NA19321')",157.642462,NA19310,NA19321,0.049263269375
"('NA19346', 'NA19461')",157.614025,NA19346,NA19461,0.0492543828125
"('NA19312', 'NA19394')",157.556801,NA19312,NA19394,0.0492365003125
"('NA19324', 'NA19398')",157.553097,NA19324,NA19398,0.0492353428125
"('NA19044', 'NA19466')",157.54953799999998,NA19044,NA19466,0.04923423062499999
"('NA19332', 'NA19472')",157.537666,NA19332,NA19472,0.049230520625
"('NA19321', 'NA19327')",157.524596,NA19321,NA19327,0.04922643625
"('NA19020', 'NA19428')",157.514672,NA19020,NA19428,0.049223335
"('NA19309', 'NA19391')",157.472105,NA19309,NA19391,0.0492100328125
