pair,total_ibd_mb,sample_a,sample_b,pi_hat
"('NA19371', 'NA19380')",135.303973,NA19371,NA19380,0.0422824915625
"('NA19452', 'NA19468')",135.289807,NA19452,NA19468,0.0422780646875
"('NA19044', 'NA19456')",135.275269,NA19044,NA19456,0.0422735215625
"('NA19313', 'NA19457')",135.257865,NA19313,NA19457,0.0422680828125
"('NA19437', 'NA19452')",135.243135,NA19437,NA19452,0.0422634796875
"('NA19321', 'NA19430')",135.232888,NA19321,NA19430,0.0422602775
"('NA19311', 'NA19375')",135.222166,NA19311,NA19375,0.042256926874999996
"('NA19328', 'NA19347')",135.214516,NA19328,NA19347,0.04225453625
"('NA19435', 'NA19462')",135.212336,NA19435,NA19462,0.042253855
"('NA19439', 'NA19474')",135.205047,NA19439,NA19474,0.0422515771875
"('NA19352', 'NA19428')",135.20035000000001,NA19352,NA19428,0.042250109375000004
"('NA19437', 'NA19473')",135.185284,NA19437,NA19473,0.04224540125
"('NA19315', 'NA19468')",135.173795,NA19315,NA19468,0.042241810937500006
"('NA19347', 'NA19429')",135.172136,NA19347,NA19429,0.0422412925
"('NA19038', 'NA19391')",135.07414,NA19038,NA19391,0.04221066875
"('NA19319', 'NA19328')",135.072371,NA19319,NA19328,0.0422101159375
"('NA19398', 'NA19428')",135.07183,NA19398,NA19428,0.042209946875
"('NA19028', 'NA19307')",135.062546,NA19028,NA19307,0.042207045625
"('NA19028', 'NA19451')",135.035385,NA19028,NA19451,0.042198557812499995
"('NA19318', 'NA19379')",135.027615,NA19318,NA19379,0.0421961296875
"('NA19428', 'NA19439')",134.979352,NA19428,NA19439,0.0421810475
"('NA19439', 'NA19451')",134.976201,NA19439,NA19451,0.0421800628125
"('NA19334', 'NA19452')",134.939752,NA19334,NA19452,0.0421686725
"('NA19372', 'NA19445')",134.93164,NA19372,NA19445,0.0421661375
"('NA19334', 'NA19347')",134.919906,NA19334,NA19347,0.042162470625
"('NA19457', 'NA19462')",134.880555,NA19457,NA19462,0.042150173437499994
"('NA19313', 'NA19452')",134.835986,NA19313,NA19452,0.042136245625
"('NA19308', 'NA19438')",134.829523,NA19308,NA19438,0.0421342259375
"('NA19384', 'NA19472')",134.823221,NA19384,NA19472,0.0421322565625
"('NA19332', 'NA19398')",134.818975,NA19332,NA19398,0.0421309296875
"('NA19351', 'NA19436')",134.808894,NA19351,NA19436,0.042127779375
"('NA19309', 'NA19376')",134.80372400000002,NA19309,NA19376,0.04212616375000001
"('NA19352', 'NA19384')",134.72510400000002,NA19352,NA19384,0.042101595000000006
"('NA19350', 'NA19382')",134.709726,NA19350,NA19382,0.042096789375
"('NA19315', 'NA19394')",134.694535,NA19315,NA19394,0.0420920421875
"('NA19380', 'NA19472')",134.682248,NA19380,NA19472,0.0420882025
"('NA19397', 'NA19429')",134.663232,NA19397,NA19429,0.042082259999999996
"('NA19452', 'NA19470')",134.653281,NA19452,NA19470,0.0420791503125
"('NA19452', 'NA19472')",134.638651,NA19452,NA19472,0.0420745784375
"('NA19334', 'NA19451')",134.638072,NA19334,NA19451,0.0420743975
"('NA19385', 'NA19391')",134.635466,NA19385,NA19391,0.042073583125
"('NA19382', 'NA19434')",134.612614,NA19382,NA19434,0.042066441875
"('NA19332', 'NA19374')",134.597024,NA19332,NA19374,0.04206157
"('NA19429', 'NA19472')",134.557075,NA19429,NA19472,0.0420490859375
"('NA19472', 'NA19473')",134.520369,NA19472,NA19473,0.0420376153125
"('NA19351', 'NA19453')",134.507997,NA19351,NA19453,0.042033749062499993
"('NA19041', 'NA19456')",134.494038,NA19041,NA19456,0.042029386875
"('NA19456', 'NA19467')",134.490461,NA19456,NA19467,0.042028269062500005
"('NA19374', 'NA19394')",134.488919,NA19374,NA19394,0.042027787187500006
"('NA19313', 'NA19324')",134.467946,NA19313,NA19324,0.042021233125
"('NA19327', 'NA19463')",134.44645500000001,NA19327,NA19463,0.0420145171875
"('NA19355', 'NA19381')",134.428265,NA19355,NA19381,0.0420088328125
"('NA19309', 'NA19446')",134.427483,NA19309,NA19446,0.0420085884375
"('NA19020', 'NA19379')",134.417333,NA19020,NA19379,0.0420054165625
"('NA19334', 'NA19355')",134.416299,NA19334,NA19355,0.0420050934375
"('NA19044', 'NA19347')",134.395252,NA19044,NA19347,0.04199851625
"('NA19321', 'NA19439')",134.338418,NA19321,NA19439,0.041980755625
"('NA19312', 'NA19401')",134.335278,NA19312,NA19401,0.041979774374999994
"('NA19038', 'NA19380')",134.316621,NA19038,NA19380,0.0419739440625
"('NA19307', 'NA19382')",134.292463,NA19307,NA19382,0.0419663946875
"('NA19041', 'NA19455')",134.28451,NA19041,NA19455,0.041963909375000004
"('NA19310', 'NA19324')",134.267824,NA19310,NA19324,0.041958695
"('NA19312', 'NA19324')",134.261613,NA19312,NA19324,0.041956754062500004
"('NA19319', 'NA19393')",134.235442,NA19319,NA19393,0.041948575625000005
"('NA19382', 'NA19455')",134.231413,NA19382,NA19455,0.0419473165625
"('NA19382', 'NA19445')",134.220746,NA19382,NA19445,0.041943983125
"('NA19028', 'NA19376')",134.211096,NA19028,NA19376,0.0419409675
"('NA19448', 'NA19461')",134.201925,NA19448,NA19461,0.041938101562499996
"('NA19311', 'NA19448')",134.19263700000002,NA19311,NA19448,0.041935199062500005
"('NA19385', 'NA19467')",134.192413,NA19385,NA19467,0.04193512906249999
"('NA19307', 'NA19374')",134.186883,NA19307,NA19374,0.0419334009375
"('NA19436', 'NA19443')",134.171281,NA19436,NA19443,0.0419285253125
"('NA19346', 'NA19448')",134.142665,NA19346,NA19448,0.041919582812499995
"('NA19035', 'NA19393')",134.120735,NA19035,NA19393,0.0419127296875
"('NA19461', 'NA19463')",134.06779699999998,NA19461,NA19463,0.04189618656249999
"('NA19321', 'NA19328')",134.066306,NA19321,NA19328,0.041895720625
"('NA19310', 'NA19453')",134.02381400000002,NA19310,NA19453,0.041882441875
"('NA19318', 'NA19374')",134.023401,NA19318,NA19374,0.0418823128125
"('NA19041', 'NA19470')",134.008821,NA19041,NA19470,0.04187775656250001
"('NA19331', 'NA19371')",133.983993,NA19331,NA19371,0.0418699978125
"('NA19315', 'NA19318')",133.974969,NA19315,NA19318,0.041867177812499996
"('NA19036', 'NA19455')",133.967412,NA19036,NA19455,0.04186481625
"('NA19317', 'NA19360')",133.961521,NA19317,NA19360,0.0418629753125
"('NA19041', 'NA19439')",133.896403,NA19041,NA19439,0.041842625937499996
"('NA19381', 'NA19428')",133.896188,NA19381,NA19428,0.04184255875
"('NA19331', 'NA19470')",133.892799,NA19331,NA19470,0.0418414996875
"('NA19319', 'NA19380')",133.85291,NA19319,NA19380,0.041829034375000004
"('NA19308', 'NA19312')",133.823368,NA19308,NA19312,0.041819802499999996
"('NA19375', 'NA19434')",133.732986,NA19375,NA19434,0.041791558125
"('NA19041', 'NA19463')",133.732751,NA19041,NA19463,0.041791484687500005
"('NA19374', 'NA19393')",133.732637,NA19374,NA19393,0.041791449062500007
"('NA19315', 'NA19375')",133.712945,NA19315,NA19375,0.0417852953125
"('NA19334', 'NA19473')",133.695335,NA19334,NA19473,0.0417797921875
"('NA19332', 'NA19469')",133.683016,NA19332,NA19469,0.0417759425
"('NA19360', 'NA19430')",133.650611,NA19360,NA19430,0.0417658159375
"('NA19351', 'NA19449')",133.647552,NA19351,NA19449,0.041764859999999994
"('NA19346', 'NA19398')",133.614956,NA19346,NA19398,0.04175467375
"('NA19371', 'NA19455')",133.562748,NA19371,NA19455,0.04173835875
"('NA19403', 'NA19436')",133.534706,NA19403,NA19436,0.041729595625
"('NA19385', 'NA19393')",133.516247,NA19385,NA19393,0.0417238271875
"('NA19044', 'NA19449')",133.509209,NA19044,NA19449,0.0417216278125
"('NA19334', 'NA19393')",133.501087,NA19334,NA19393,0.0417190896875
"('NA19308', 'NA19381')",133.47731,NA19308,NA19381,0.041711659374999994
"('NA19028', 'NA19383')",133.46035,NA19028,NA19383,0.041706359375
"('NA19372', 'NA19462')",133.401225,NA19372,NA19462,0.0416878828125
"('NA19352', 'NA19439')",133.362943,NA19352,NA19439,0.0416759196875
"('NA19310', 'NA19313')",133.352834,NA19310,NA19313,0.041672760625
"('NA19316', 'NA19397')",133.322677,NA19316,NA19397,0.0416633365625
"('NA19373', 'NA19401')",133.315669,NA19373,NA19401,0.0416611465625
"('NA19352', 'NA19471')",133.303362,NA19352,NA19471,0.041657300625
"('NA19394', 'NA19446')",133.293956,NA19394,NA19446,0.04165436125
"('NA19041', 'NA19453')",133.283029,NA19041,NA19453,0.0416509465625
"('NA19315', 'NA19461')",133.255013,NA19315,NA19461,0.0416421915625
"('NA19312', 'NA19393')",133.24335200000002,NA19312,NA19393,0.041638547500000005
"('NA19347', 'NA19394')",133.192193,NA19347,NA19394,0.0416225603125
"('NA19371', 'NA19463')",133.186589,NA19371,NA19463,0.0416208090625
"('NA19044', 'NA19307')",133.17657,NA19044,NA19307,0.041617678125
"('NA19347', 'NA19467')",133.152991,NA19347,NA19467,0.04161030968749999
"('NA19443', 'NA19461')",133.14781,NA19443,NA19461,0.041608690625
"('NA19352', 'NA19397')",133.140576,NA19352,NA19397,0.04160643
"('NA19046', 'NA19469')",133.136804,NA19046,NA19469,0.04160525125
"('NA19380', 'NA19436')",133.10013,NA19380,NA19436,0.041593790625
"('NA19036', 'NA19359')",133.096026,NA19036,NA19359,0.041592508125
"('NA19327', 'NA19461')",133.074456,NA19327,NA19461,0.0415857675
"('NA19401', 'NA19446')",133.069633,NA19401,NA19446,0.0415842603125
"('NA19038', 'NA19046')",133.053527,NA19038,NA19046,0.0415792271875
"('NA19328', 'NA19453')",133.004287,NA19328,NA19453,0.0415638396875
"('NA19317', 'NA19371')",133.001687,NA19317,NA19371,0.041563027187500004
"('NA19036', 'NA19399')",132.97677,NA19036,NA19399,0.041555240624999996
"('NA19383', 'NA19430')",132.968978,NA19383,NA19430,0.041552805624999994
"('NA19327', 'NA19443')",132.950316,NA19327,NA19443,0.041546973749999994
"('NA19395', 'NA19472')",132.949002,NA19395,NA19472,0.041546563125000005
"('NA19385', 'NA19448')",132.901813,NA19385,NA19448,0.041531816562500004
"('NA19324', 'NA19455')",132.899528,NA19324,NA19455,0.0415311025
"('NA19372', 'NA19374')",132.88421,NA19372,NA19374,0.041526315625
"('NA19035', 'NA19463')",132.857846,NA19035,NA19463,0.041518076875
"('NA19430', 'NA19471')",132.825047,NA19430,NA19471,0.041507827187500006
"('NA19403', 'NA19435')",132.804156,NA19403,NA19435,0.04150129875
"('NA19309', 'NA19456')",132.769659,NA19309,NA19456,0.0414905184375
"('NA19308', 'NA19453')",132.768688,NA19308,NA19453,0.041490215
"('NA19404', 'NA19455')",132.76042999999999,NA19404,NA19455,0.041487634375
"('NA19308', 'NA19321')",132.744014,NA19308,NA19321,0.041482504375
"('NA19399', 'NA19466')",132.741739,NA19399,NA19466,0.0414817934375
"('NA19317', 'NA19453')",132.727609,NA19317,NA19453,0.0414773778125
"('NA19028', 'NA19352')",132.693899,NA19028,NA19352,0.0414668434375
"('NA19397', 'NA19457')",132.675882,NA19397,NA19457,0.041461213125
"('NA19381', 'NA19468')",132.674781,NA19381,NA19468,0.041460869062499996
"('NA19437', 'NA19439')",132.674273,NA19437,NA19439,0.0414607103125
"('NA19463', 'NA19473')",132.651175,NA19463,NA19473,0.041453492187499996
"('NA19393', 'NA19394')",132.646022,NA19393,NA19394,0.041451881875
"('NA19307', 'NA19360')",132.641425,NA19307,NA19360,0.0414504453125
"('NA19319', 'NA19461')",132.56305,NA19319,NA19461,0.041425953125
"('NA19328', 'NA19375')",132.562872,NA19328,NA19375,0.0414258975
"('NA19397', 'NA19403')",132.556266,NA19397,NA19403,0.041423833125
"('NA19455', 'NA19466')",132.546061,NA19455,NA19466,0.041420644062500005
"('NA19310', 'NA19461')",132.545802,NA19310,NA19461,0.041420563125000004
"('NA19394', 'NA19444')",132.545246,NA19394,NA19444,0.041420389375
"('NA19430', 'NA19463')",132.542112,NA19430,NA19463,0.041419410000000004
"('NA19028', 'NA19446')",132.542017,NA19028,NA19446,0.0414193803125
"('NA19338', 'NA19455')",132.513324,NA19338,NA19455,0.04141041375000001
"('NA19312', 'NA19451')",132.491044,NA19312,NA19451,0.041403451249999994
"('NA19346', 'NA19374')",132.475116,NA19346,NA19374,0.041398473750000005
"('NA19317', 'NA19448')",132.474561,NA19317,NA19448,0.0413983003125
"('NA19044', 'NA19352')",132.437614,NA19044,NA19352,0.041386754375
"('NA19403', 'NA19471')",132.42507,NA19403,NA19471,0.041382834375000004
"('NA19394', 'NA19456')",132.422132,NA19394,NA19456,0.041381916250000005
"('NA19321', 'NA19453')",132.416966,NA19321,NA19453,0.041380301875
"('NA19382', 'NA19457')",132.392708,NA19382,NA19457,0.04137272125
"('NA19350', 'NA19372')",132.384963,NA19350,NA19372,0.0413703009375
"('NA19396', 'NA19472')",132.383653,NA19396,NA19472,0.041369891562500004
"('NA19317', 'NA19375')",132.34847399999998,NA19317,NA19375,0.041358898124999995
"('NA19376', 'NA19448')",132.34021,NA19376,NA19448,0.041356315625
"('NA19395', 'NA19399')",132.326405,NA19395,NA19399,0.0413520015625
"('NA19371', 'NA19372')",132.301458,NA19371,NA19372,0.041344205625
"('NA19391', 'NA19474')",132.29445,NA19391,NA19474,0.041342015625000006
"('NA19404', 'NA19463')",132.266384,NA19404,NA19463,0.041333245
"('NA19352', 'NA19469')",132.262859,NA19352,NA19469,0.041332143437499996
"('NA19376', 'NA19437')",132.202226,NA19376,NA19437,0.041313195625
"('NA19312', 'NA19332')",132.20132,NA19312,NA19332,0.0413129125
"('NA19355', 'NA19435')",132.187305,NA19355,NA19435,0.0413085328125
"('NA19350', 'NA19428')",132.150582,NA19350,NA19428,0.041297056875
"('NA19451', 'NA19473')",132.091627,NA19451,NA19473,0.0412786334375
"('NA19338', 'NA19352')",132.089022,NA19338,NA19352,0.041277819375
"('NA19461', 'NA19467')",132.0578,NA19461,NA19467,0.041268062499999994
"('NA19338', 'NA19397')",132.046258,NA19338,NA19397,0.041264455625
"('NA19373', 'NA19380')",132.036651,NA19373,NA19380,0.041261453437500005
"('NA19327', 'NA19399')",132.021362,NA19327,NA19399,0.041256675625
"('NA19376', 'NA19456')",132.008191,NA19376,NA19456,0.0412525596875
"('NA19316', 'NA19401')",131.954187,NA19316,NA19401,0.0412356834375
"('NA19444', 'NA19466')",131.952161,NA19444,NA19466,0.04123505031249999
"('NA19380', 'NA19390')",131.941017,NA19380,NA19390,0.041231567812499995
"('NA19310', 'NA19373')",131.93961,NA19310,NA19373,0.041231128124999995
"('NA19028', 'NA19381')",131.885341,NA19028,NA19381,0.0412141690625
"('NA19383', 'NA19398')",131.845368,NA19383,NA19398,0.041201677500000006
"('NA19373', 'NA19382')",131.829974,NA19373,NA19382,0.041196866874999995
"('NA19382', 'NA19470')",131.795585,NA19382,NA19470,0.0411861203125
"('NA19036', 'NA19437')",131.780086,NA19036,NA19437,0.041181276875000006
"('NA19327', 'NA19382')",131.74693,NA19327,NA19382,0.041170915625
"('NA19374', 'NA19471')",131.729958,NA19374,NA19471,0.041165611875
"('NA19332', 'NA19439')",131.72881,NA19332,NA19439,0.041165253125
"('NA19308', 'NA19311')",131.725458,NA19308,NA19311,0.041164205625
"('NA19328', 'NA19437')",131.693856,NA19328,NA19437,0.04115433
"('NA19328', 'NA19351')",131.679814,NA19328,NA19351,0.041149941875
"('NA19352', 'NA19385')",131.674071,NA19352,NA19385,0.0411481471875
"('NA19347', 'NA19373')",131.659979,NA19347,NA19373,0.0411437434375
"('NA19467', 'NA19468')",131.646657,NA19467,NA19468,0.0411395803125
"('NA19035', 'NA19446')",131.643252,NA19035,NA19446,0.04113851625
"('NA19377', 'NA19404')",131.61678,NA19377,NA19404,0.04113024375
"('NA19046', 'NA19395')",131.605675,NA19046,NA19395,0.0411267734375
"('NA19443', 'NA19463')",131.592203,NA19443,NA19463,0.0411225634375
"('NA19434', 'NA19463')",131.591629,NA19434,NA19463,0.0411223840625
"('NA19028', 'NA19399')",131.571138,NA19028,NA19399,0.041115980625
"('NA19429', 'NA19444')",131.525953,NA19429,NA19444,0.041101860312499995
"('NA19372', 'NA19401')",131.513913,NA19372,NA19401,0.0410980978125
"('NA19385', 'NA19462')",131.501858,NA19385,NA19462,0.041094330625
"('NA19307', 'NA19331')",131.481541,NA19307,NA19331,0.0410879815625
"('NA19381', 'NA19434')",131.452596,NA19381,NA19434,0.04107893625
"('NA19373', 'NA19384')",131.446304,NA19373,NA19384,0.04107697
"('NA19444', 'NA19445')",131.422215,NA19444,NA19445,0.0410694421875
"('NA19309', 'NA19375')",131.415174,NA19309,NA19375,0.041067241875
"('NA19394', 'NA19473')",131.410537,NA19394,NA19473,0.0410657928125
"('NA19434', 'NA19448')",131.408432,NA19434,NA19448,0.041065135
"('NA19390', 'NA19444')",131.402735,NA19390,NA19444,0.041063354687500005
"('NA19020', 'NA19376')",131.369441,NA19020,NA19376,0.041052950312499996
"('NA19403', 'NA19430')",131.359826,NA19403,NA19430,0.041049945625
"('NA19351', 'NA19456')",131.348493,NA19351,NA19456,0.0410464040625
"('NA19332', 'NA19437')",131.316339,NA19332,NA19437,0.0410363559375
"('NA19379', 'NA19397')",131.316169,NA19379,NA19397,0.0410363028125
"('NA19327', 'NA19403')",131.30826199999998,NA19327,NA19403,0.041033831874999996
"('NA19311', 'NA19317')",131.29334500000002,NA19311,NA19317,0.0410291703125
"('NA19318', 'NA19435')",131.285314,NA19318,NA19435,0.041026660625
"('NA19307', 'NA19395')",131.284935,NA19307,NA19395,0.041026542187499994
"('NA19334', 'NA19338')",131.284012,NA19334,NA19338,0.04102625375
"('NA19381', 'NA19401')",131.281511,NA19381,NA19401,0.041025472187499995
"('NA19398', 'NA19439')",131.244832,NA19398,NA19439,0.041014010000000004
"('NA19319', 'NA19397')",131.233409,NA19319,NA19397,0.0410104403125
"('NA19319', 'NA19371')",131.222661,NA19319,NA19371,0.0410070815625
"('NA19311', 'NA19461')",131.201288,NA19311,NA19461,0.041000402500000005
"('NA19431', 'NA19457')",131.184122,NA19431,NA19457,0.040995038125
"('NA19382', 'NA19467')",131.091825,NA19382,NA19467,0.0409661953125
"('NA19309', 'NA19385')",131.08083,NA19309,NA19385,0.040962759375
"('NA19394', 'NA19471')",131.03701900000002,NA19394,NA19471,0.04094906843750001
"('NA19431', 'NA19466')",131.02576,NA19431,NA19466,0.04094555
"('NA19359', 'NA19451')",131.010035,NA19359,NA19451,0.0409406359375
"('NA19332', 'NA19373')",131.007944,NA19332,NA19373,0.0409399825
"('NA19324', 'NA19469')",131.006084,NA19324,NA19469,0.04093940124999999
"('NA19396', 'NA19467')",130.974774,NA19396,NA19467,0.040929616875
"('NA19384', 'NA19385')",130.961968,NA19384,NA19385,0.040925615000000005
"('NA19028', 'NA19310')",130.946187,NA19028,NA19310,0.0409206834375
"('NA19317', 'NA19456')",130.938986,NA19317,NA19456,0.040918433125
"('NA19379', 'NA19395')",130.861868,NA19379,NA19395,0.04089433375
"('NA19316', 'NA19438')",130.853835,NA19316,NA19438,0.0408918234375
"('NA19312', 'NA19448')",130.836598,NA19312,NA19448,0.040886436875
"('NA19373', 'NA19445')",130.796614,NA19373,NA19445,0.040873941875
"('NA19334', 'NA19399')",130.771595,NA19334,NA19399,0.0408661234375
"('NA19351', 'NA19448')",130.767012,NA19351,NA19448,0.04086469125
"('NA19355', 'NA19446')",130.753683,NA19355,NA19446,0.040860525937499996
"('NA19403', 'NA19453')",130.724579,NA19403,NA19453,0.0408514309375
"('NA19308', 'NA19443')",130.68215899999998,NA19308,NA19443,0.04083817468749999
"('NA19041', 'NA19438')",130.674115,NA19041,NA19438,0.0408356609375
"('NA19374', 'NA19448')",130.668468,NA19374,NA19448,0.040833896249999994
"('NA19020', 'NA19309')",130.661486,NA19020,NA19309,0.040831714375
"('NA19036', 'NA19308')",130.660603,NA19036,NA19308,0.040831438437500006
"('NA19347', 'NA19473')",130.65821400000002,NA19347,NA19473,0.040830691875000005
"('NA19444', 'NA19473')",130.64629,NA19444,NA19473,0.040826965624999996
"('NA19346', 'NA19351')",130.641989,NA19346,NA19351,0.0408256215625
"('NA19360', 'NA19371')",130.625911,NA19360,NA19371,0.0408205971875
"('NA19393', 'NA19439')",130.611755,NA19393,NA19439,0.0408161734375
"('NA19044', 'NA19334')",130.606169,NA19044,NA19334,0.0408144278125
"('NA19327', 'NA19438')",130.605237,NA19327,NA19438,0.0408141365625
"('NA19449', 'NA19466')",130.592305,NA19449,NA19466,0.0408100953125
"('NA19372', 'NA19373')",130.592145,NA19372,NA19373,0.040810045312499994
"('NA19044', 'NA19373')",130.534474,NA19044,NA19373,0.04079202312499999
"('NA19351', 'NA19395')",130.504833,NA19351,NA19395,0.0407827603125
"('NA19041', 'NA19379')",130.487187,NA19041,NA19379,0.040777245937500005
"('NA19346', 'NA19440')",130.467175,NA19346,NA19440,0.0407709921875
"('NA19327', 'NA19455')",130.457476,NA19327,NA19455,0.040767961250000005
"('NA19312', 'NA19321')",130.427465,NA19312,NA19321,0.040758582812500006
"('NA19311', 'NA19456')",130.426615,NA19311,NA19456,0.0407583171875
"('NA19446', 'NA19469')",130.42126000000002,NA19446,NA19469,0.04075664375000001
"('NA19046', 'NA19429')",130.36590999999999,NA19046,NA19429,0.040739346875
"('NA19321', 'NA19324')",130.359345,NA19321,NA19324,0.0407372953125
"('NA19398', 'NA19463')",130.344358,NA19398,NA19463,0.040732611875
"('NA19404', 'NA19439')",130.316678,NA19404,NA19439,0.040723961875
"('NA19028', 'NA19431')",130.304869,NA19028,NA19431,0.0407202715625
"('NA19312', 'NA19435')",130.30463699999999,NA19312,NA19435,0.0407201990625
"('NA19438', 'NA19446')",130.28445299999998,NA19438,NA19446,0.04071389156249999
"('NA19347', 'NA19439')",130.265315,NA19347,NA19439,0.040707910937499994
"('NA19310', 'NA19393')",130.219134,NA19310,NA19393,0.040693479375
"('NA19350', 'NA19471')",130.180534,NA19350,NA19471,0.040681416875
"('NA19310', 'NA19374')",130.174119,NA19310,NA19374,0.0406794121875
"('NA19355', 'NA19380')",130.132585,NA19355,NA19380,0.0406664328125
"('NA19310', 'NA19355')",130.130313,NA19310,NA19355,0.0406657228125
"('NA19038', 'NA19373')",130.11655199999998,NA19038,NA19373,0.040661422499999995
"('NA19399', 'NA19437')",130.082999,NA19399,NA19437,0.0406509371875
"('NA19373', 'NA19390')",130.08132,NA19373,NA19390,0.040650412500000004
"('NA19347', 'NA19371')",130.079601,NA19347,NA19371,0.0406498753125
"('NA19373', 'NA19399')",130.071653,NA19373,NA19399,0.040647391562499996
"('NA19437', 'NA19444')",130.069036,NA19437,NA19444,0.040646573750000005
"('NA19347', 'NA19471')",130.050153,NA19347,NA19471,0.0406406728125
"('NA19028', 'NA19434')",130.032104,NA19028,NA19434,0.0406350325
"('NA19324', 'NA19396')",130.023996,NA19324,NA19396,0.04063249875
"('NA19438', 'NA19451')",130.009524,NA19438,NA19451,0.04062797625
"('NA19355', 'NA19373')",129.990614,NA19355,NA19373,0.040622066875
"('NA19448', 'NA19474')",129.98032,NA19448,NA19474,0.040618850000000005
"('NA19324', 'NA19394')",129.979908,NA19324,NA19394,0.040618721249999996
"('NA19327', 'NA19393')",129.934233,NA19327,NA19393,0.0406044478125
"('NA19360', 'NA19372')",129.912938,NA19360,NA19372,0.040597793125
"('NA19041', 'NA19350')",129.894612,NA19041,NA19350,0.040592066249999996
"('NA19355', 'NA19401')",129.888953,NA19355,NA19401,0.040590297812499995
"('NA19431', 'NA19443')",129.883264,NA19431,NA19443,0.040588519999999996
"('NA19307', 'NA19438')",129.88231,NA19307,NA19438,0.040588221875
"('NA19396', 'NA19463')",129.808314,NA19396,NA19463,0.040565098125
"('NA19382', 'NA19383')",129.796831,NA19382,NA19383,0.0405615096875
"('NA19350', 'NA19404')",129.768039,NA19350,NA19404,0.040552512187499994
"('NA19397', 'NA19471')",129.767108,NA19397,NA19471,0.04055222125
"('NA19380', 'NA19444')",129.758175,NA19380,NA19444,0.0405494296875
"('NA19355', 'NA19360')",129.756896,NA19355,NA19360,0.04054903000000001
"('NA19443', 'NA19444')",129.724641,NA19443,NA19444,0.040538950312499995
"('NA19440', 'NA19452')",129.720292,NA19440,NA19452,0.04053759125
"('NA19397', 'NA19462')",129.713559,NA19397,NA19462,0.040535487187500004
"('NA19041', 'NA19384')",129.710571,NA19041,NA19384,0.040534553437499996
"('NA19312', 'NA19438')",129.708219,NA19312,NA19438,0.04053381843750001
"('NA19471', 'NA19474')",129.705617,NA19471,NA19474,0.040533005312499995
"('NA19313', 'NA19466')",129.68556,NA19313,NA19466,0.0405267375
"('NA19324', 'NA19473')",129.638789,NA19324,NA19473,0.0405121215625
"('NA19437', 'NA19470')",129.623404,NA19437,NA19470,0.040507313749999996
"('NA19044', 'NA19391')",129.581442,NA19044,NA19391,0.040494200625000004
"('NA19316', 'NA19372')",129.569831,NA19316,NA19372,0.0404905721875
"('NA19371', 'NA19435')",129.526183,NA19371,NA19435,0.0404769321875
"('NA19439', 'NA19462')",129.521226,NA19439,NA19462,0.04047538312500001
"('NA19035', 'NA19437')",129.51082,NA19035,NA19437,0.04047213125
"('NA19385', 'NA19437')",129.464545,NA19385,NA19437,0.0404576703125
"('NA19347', 'NA19456')",129.460701,NA19347,NA19456,0.0404564690625
"('NA19351', 'NA19396')",129.454062,NA19351,NA19396,0.040454394375
"('NA19379', 'NA19467')",129.449337,NA19379,NA19467,0.0404529178125
"('NA19315', 'NA19453')",129.409459,NA19315,NA19453,0.0404404559375
"('NA19461', 'NA19469')",129.40004,NA19461,NA19469,0.040437512499999995
"('NA19390', 'NA19430')",129.37408200000002,NA19390,NA19430,0.04042940062500001
"('NA19352', 'NA19448')",129.341551,NA19352,NA19448,0.0404192346875
"('NA19395', 'NA19397')",129.33995,NA19395,NA19397,0.040418734374999994
"('NA19311', 'NA19437')",129.333287,NA19311,NA19437,0.040416652187500006
"('NA19431', 'NA19436')",129.327614,NA19431,NA19436,0.040414879375000004
"('NA19373', 'NA19467')",129.262996,NA19373,NA19467,0.04039468625
"('NA19351', 'NA19463')",129.253971,NA19351,NA19463,0.0403918659375
"('NA19020', 'NA19438')",129.24147,NA19020,NA19438,0.040387959375
"('NA19331', 'NA19398')",129.228172,NA19331,NA19398,0.04038380375
"('NA19457', 'NA19474')",129.227991,NA19457,NA19474,0.0403837471875
"('NA19440', 'NA19472')",129.197119,NA19440,NA19472,0.0403740996875
"('NA19436', 'NA19468')",129.131514,NA19436,NA19468,0.040353598125
"('NA19316', 'NA19472')",129.108663,NA19316,NA19472,0.040346457187500004
"('NA19431', 'NA19449')",129.084188,NA19431,NA19449,0.04033880875
"('NA19317', 'NA19398')",129.077472,NA19317,NA19398,0.04033671
"('NA19316', 'NA19338')",129.059337,NA19316,NA19338,0.0403310428125
"('NA19331', 'NA19360')",129.03200999999999,NA19331,NA19360,0.04032250312499999
"('NA19394', 'NA19443')",129.024865,NA19394,NA19443,0.0403202703125
"('NA19380', 'NA19469')",129.009829,NA19380,NA19469,0.0403155715625
"('NA19390', 'NA19474')",129.009235,NA19390,NA19474,0.040315385937499996
"('NA19036', 'NA19457')",128.989439,NA19036,NA19457,0.0403091996875
"('NA19375', 'NA19379')",128.979949,NA19375,NA19379,0.0403062340625
"('NA19376', 'NA19446')",128.974167,NA19376,NA19446,0.0403044271875
"('NA19401', 'NA19429')",128.96121300000001,NA19401,NA19429,0.0403003790625
"('NA19307', 'NA19311')",128.959283,NA19307,NA19311,0.0402997759375
"('NA19381', 'NA19455')",128.958848,NA19381,NA19455,0.04029964
"('NA19309', 'NA19466')",128.945518,NA19309,NA19466,0.040295474375
"('NA19374', 'NA19439')",128.944489,NA19374,NA19439,0.0402951528125
