IID1	IID2	PI_HAT	relationship
NA19384	NA19452	0.0453	unrelated
NA19384	NA19453	0.0487	unrelated
NA19384	NA19455	0.0456	unrelated
NA19384	NA19456	0.0521	unrelated
NA19384	NA19457	0.0468	unrelated
NA19384	NA19461	0.0437	unrelated
NA19384	NA19462	0.053	unrelated
NA19384	NA19463	0.043	unrelated
NA19384	NA19466	0.0515	unrelated
NA19384	NA19467	0.0612	unrelated
NA19384	NA19468	0.0504	unrelated
NA19384	NA19469	0.0471	unrelated
NA19384	NA19470	0.0435	unrelated
NA19384	NA19471	0.047	unrelated
NA19384	NA19472	0.0386	unrelated
NA19384	NA19473	0.0454	unrelated
NA19384	NA19474	0.043	unrelated
NA19385	NA19390	0.0377	unrelated
NA19385	NA19391	0.0429	unrelated
NA19385	NA19393	0.0423	unrelated
NA19385	NA19394	0.045	unrelated
NA19385	NA19395	0.0351	unrelated
NA19385	NA19396	0.0423	unrelated
NA19385	NA19397	0.0488	unrelated
NA19385	NA19398	0.039	unrelated
NA19385	NA19399	0.0409	unrelated
NA19385	NA19401	0.0434	unrelated
NA19385	NA19403	0.0345	unrelated
NA19385	NA19404	0.0417	unrelated
NA19385	NA19428	0.0409	unrelated
NA19385	NA19429	0.0402	unrelated
NA19385	NA19430	0.0391	unrelated
NA19385	NA19431	0.0452	unrelated
NA19385	NA19434	0.0419	unrelated
NA19385	NA19435	0.0347	unrelated
NA19385	NA19436	0.0503	unrelated
NA19385	NA19437	0.0365	unrelated
NA19385	NA19438	0.0455	unrelated
NA19385	NA19439	0.0496	unrelated
NA19385	NA19440	0.0353	unrelated
NA19385	NA19443	0.0401	unrelated
NA19385	NA19444	0.0448	unrelated
NA19385	NA19445	0.0414	unrelated
NA19385	NA19446	0.0367	unrelated
NA19385	NA19448	0.0399	unrelated
NA19385	NA19449	0.0437	unrelated
NA19385	NA19451	0.0367	unrelated
NA19385	NA19452	0.0327	unrelated
NA19385	NA19453	0.0418	unrelated
NA19385	NA19455	0.0378	unrelated
NA19385	NA19456	0.0508	unrelated
NA19385	NA19457	0.0385	unrelated
NA19385	NA19461	0.0404	unrelated
NA19385	NA19462	0.0435	unrelated
NA19385	NA19463	0.0354	unrelated
NA19385	NA19466	0.0402	unrelated
NA19385	NA19467	0.0349	unrelated
NA19385	NA19468	0.039	unrelated
NA19385	NA19469	0.0393	unrelated
NA19385	NA19470	0.0483	unrelated
NA19385	NA19471	0.0414	unrelated
NA19385	NA19472	0.0364	unrelated
NA19385	NA19473	0.0407	unrelated
NA19385	NA19474	0.0413	unrelated
NA19390	NA19391	0.0557	unrelated
NA19390	NA19393	0.0451	unrelated
NA19390	NA19394	0.0402	unrelated
NA19390	NA19395	0.0436	unrelated
NA19390	NA19396	0.0438	unrelated
NA19390	NA19397	0.0451	unrelated
NA19390	NA19398	0.0461	unrelated
NA19390	NA19399	0.0463	unrelated
NA19390	NA19401	0.0445	unrelated
NA19390	NA19403	0.0422	unrelated
NA19390	NA19404	0.0411	unrelated
NA19390	NA19428	0.04	unrelated
NA19390	NA19429	0.0437	unrelated
NA19390	NA19430	0.0448	unrelated
NA19390	NA19431	0.0474	unrelated
NA19390	NA19434	0.045	unrelated
NA19390	NA19435	0.0393	unrelated
NA19390	NA19436	0.0499	unrelated
NA19390	NA19437	0.0391	unrelated
NA19390	NA19438	0.0472	unrelated
NA19390	NA19439	0.0444	unrelated
NA19390	NA19440	0.0448	unrelated
NA19390	NA19443	0.0513	unrelated
NA19390	NA19444	0.0395	unrelated
NA19390	NA19445	0.0468	unrelated
NA19390	NA19446	0.0484	unrelated
NA19390	NA19448	0.0427	unrelated
NA19390	NA19449	0.0434	unrelated
NA19390	NA19451	0.0423	unrelated
NA19390	NA19452	0.0432	unrelated
NA19390	NA19453	0.045	unrelated
NA19390	NA19455	0.0462	unrelated
NA19390	NA19456	0.0478	unrelated
NA19390	NA19457	0.0429	unrelated
NA19390	NA19461	0.0402	unrelated
NA19390	NA19462	0.0434	unrelated
NA19390	NA19463	0.0424	unrelated
NA19390	NA19466	0.0461	unrelated
NA19390	NA19467	0.0386	unrelated
NA19390	NA19468	0.0477	unrelated
NA19390	NA19469	0.0435	unrelated
NA19390	NA19470	0.0405	unrelated
NA19390	NA19471	0.0429	unrelated
NA19390	NA19472	0.0437	unrelated
NA19390	NA19473	0.0456	unrelated
NA19390	NA19474	0.0464	unrelated
NA19391	NA19393	0.0491	unrelated
NA19391	NA19394	0.0488	unrelated
NA19391	NA19395	0.043	unrelated
NA19391	NA19396	0.0487	unrelated
NA19391	NA19397	0.0459	unrelated
NA19391	NA19398	0.0489	unrelated
NA19391	NA19399	0.0477	unrelated
NA19391	NA19401	0.0442	unrelated
NA19391	NA19403	0.0364	unrelated
NA19391	NA19404	0.0571	unrelated
NA19391	NA19428	0.0496	unrelated
NA19391	NA19429	0.0433	unrelated
NA19391	NA19430	0.0462	unrelated
NA19391	NA19431	0.0486	unrelated
NA19391	NA19434	0.0443	unrelated
NA19391	NA19435	0.0414	unrelated
NA19391	NA19436	0.0523	unrelated
NA19391	NA19437	0.048	unrelated
NA19391	NA19438	0.0528	unrelated
NA19391	NA19439	0.047	unrelated
NA19391	NA19440	0.0465	unrelated
NA19391	NA19443	0.0389	unrelated
NA19391	NA19444	0.0445	unrelated
NA19391	NA19445	0.0432	unrelated
NA19391	NA19446	0.0496	unrelated
NA19391	NA19448	0.0408	unrelated
NA19391	NA19449	0.0437	unrelated
NA19391	NA19451	0.052	unrelated
NA19391	NA19452	0.0444	unrelated
NA19391	NA19453	0.0412	unrelated
NA19391	NA19455	0.0489	unrelated
NA19391	NA19456	0.0528	unrelated
NA19391	NA19457	0.0475	unrelated
NA19391	NA19461	0.0475	unrelated
NA19391	NA19462	0.0447	unrelated
NA19391	NA19463	0.0478	unrelated
NA19391	NA19466	0.0556	unrelated
NA19391	NA19467	0.0432	unrelated
NA19391	NA19468	0.0433	unrelated
NA19391	NA19469	0.0417	unrelated
NA19391	NA19470	0.0383	unrelated
NA19391	NA19471	0.0488	unrelated
NA19391	NA19472	0.0404	unrelated
NA19391	NA19473	0.049	unrelated
NA19391	NA19474	0.0417	unrelated
NA19393	NA19394	0.0444	unrelated
NA19393	NA19395	0.0489	unrelated
NA19393	NA19396	0.0609	unrelated
NA19393	NA19397	0.0565	unrelated
NA19393	NA19398	0.0419	unrelated
NA19393	NA19399	0.0454	unrelated
NA19393	NA19401	0.0409	unrelated
NA19393	NA19403	0.0419	unrelated
NA19393	NA19404	0.0474	unrelated
NA19393	NA19428	0.0462	unrelated
NA19393	NA19429	0.0406	unrelated
NA19393	NA19430	0.0449	unrelated
NA19393	NA19431	0.0483	unrelated
NA19393	NA19434	0.0426	unrelated
NA19393	NA19435	0.0414	unrelated
NA19393	NA19436	0.0445	unrelated
NA19393	NA19437	0.0386	unrelated
NA19393	NA19438	0.0504	unrelated
NA19393	NA19439	0.0445	unrelated
NA19393	NA19440	0.0428	unrelated
NA19393	NA19443	0.0404	unrelated
NA19393	NA19444	0.0405	unrelated
NA19393	NA19445	0.0455	unrelated
NA19393	NA19446	0.0437	unrelated
NA19393	NA19448	0.0419	unrelated
NA19393	NA19449	0.0475	unrelated
NA19393	NA19451	0.05	unrelated
NA19393	NA19452	0.036	unrelated
NA19393	NA19453	0.0415	unrelated
NA19393	NA19455	0.0429	unrelated
NA19393	NA19456	0.0452	unrelated
NA19393	NA19457	0.0436	unrelated
NA19393	NA19461	0.0399	unrelated
NA19393	NA19462	0.0424	unrelated
NA19393	NA19463	0.0397	unrelated
NA19393	NA19466	0.0406	unrelated
NA19393	NA19467	0.042	unrelated
NA19393	NA19468	0.0408	unrelated
NA19393	NA19469	0.0374	unrelated
NA19393	NA19470	0.0397	unrelated
NA19393	NA19471	0.0428	unrelated
NA19393	NA19472	0.0413	unrelated
NA19393	NA19473	0.046	unrelated
NA19393	NA19474	0.0425	unrelated
NA19394	NA19395	0.0492	unrelated
NA19394	NA19396	0.0457	unrelated
NA19394	NA19397	0.0519	unrelated
NA19394	NA19398	0.0407	unrelated
NA19394	NA19399	0.0458	unrelated
NA19394	NA19401	0.0398	unrelated
NA19394	NA19403	0.0452	unrelated
NA19394	NA19404	0.0517	unrelated
NA19394	NA19428	0.046	unrelated
NA19394	NA19429	0.0427	unrelated
NA19394	NA19430	0.0417	unrelated
NA19394	NA19431	0.0497	unrelated
NA19394	NA19434	0.0476	unrelated
NA19394	NA19435	0.0371	unrelated
NA19394	NA19436	0.0506	unrelated
NA19394	NA19437	0.0505	unrelated
NA19394	NA19438	0.0467	unrelated
NA19394	NA19439	0.0492	unrelated
NA19394	NA19440	0.041	unrelated
NA19394	NA19443	0.0409	unrelated
NA19394	NA19444	0.0495	unrelated
NA19394	NA19445	0.0478	unrelated
NA19394	NA19446	0.0447	unrelated
NA19394	NA19448	0.0415	unrelated
NA19394	NA19449	0.0468	unrelated
NA19394	NA19451	0.0454	unrelated
NA19394	NA19452	0.0415	unrelated
NA19394	NA19453	0.0441	unrelated
NA19394	NA19455	0.0525	unrelated
NA19394	NA19456	0.0505	unrelated
NA19394	NA19457	0.0442	unrelated
NA19394	NA19461	0.0433	unrelated
NA19394	NA19462	0.0475	unrelated
NA19394	NA19463	0.0391	unrelated
NA19394	NA19466	0.0428	unrelated
NA19394	NA19467	0.038	unrelated
NA19394	NA19468	0.0439	unrelated
NA19394	NA19469	0.0423	unrelated
NA19394	NA19470	0.0381	unrelated
NA19394	NA19471	0.0419	unrelated
NA19394	NA19472	0.0379	unrelated
NA19394	NA19473	0.0427	unrelated
NA19394	NA19474	0.0378	unrelated
NA19395	NA19396	0.037	unrelated
NA19395	NA19397	0.0392	unrelated
NA19395	NA19398	0.0436	unrelated
NA19395	NA19399	0.0454	unrelated
NA19395	NA19401	0.0371	unrelated
NA19395	NA19403	0.0371	unrelated
NA19395	NA19404	0.0418	unrelated
NA19395	NA19428	0.0394	unrelated
NA19395	NA19429	0.0413	unrelated
NA19395	NA19430	0.0421	unrelated
NA19395	NA19431	0.0376	unrelated
NA19395	NA19434	0.0392	unrelated
NA19395	NA19435	0.041	unrelated
NA19395	NA19436	0.042	unrelated
NA19395	NA19437	0.0343	unrelated
NA19395	NA19438	0.0452	unrelated
NA19395	NA19439	0.0407	unrelated
NA19395	NA19440	0.0403	unrelated
NA19395	NA19443	0.0385	unrelated
NA19395	NA19444	0.0372	unrelated
NA19395	NA19445	0.0451	unrelated
NA19395	NA19446	0.0455	unrelated
NA19395	NA19448	0.0378	unrelated
NA19395	NA19449	0.0429	unrelated
NA19395	NA19451	0.0431	unrelated
NA19395	NA19452	0.0398	unrelated
NA19395	NA19453	0.0439	unrelated
NA19395	NA19455	0.0425	unrelated
NA19395	NA19456	0.049	unrelated
NA19395	NA19457	0.0409	unrelated
NA19395	NA19461	0.0367	unrelated
NA19395	NA19462	0.0433	unrelated
NA19395	NA19463	0.0348	unrelated
NA19395	NA19466	0.0511	unrelated
NA19395	NA19467	0.0389	unrelated
NA19395	NA19468	0.0354	unrelated
NA19395	NA19469	0.0361	unrelated
NA19395	NA19470	0.0423	unrelated
NA19395	NA19471	0.0389	unrelated
NA19395	NA19472	0.0393	unrelated
NA19395	NA19473	0.0357	unrelated
NA19395	NA19474	0.0396	unrelated
NA19396	NA19397	0.5244	related
NA19396	NA19398	0.0455	unrelated
NA19396	NA19399	0.0499	unrelated
NA19396	NA19401	0.0461	unrelated
NA19396	NA19403	0.0475	unrelated
NA19396	NA19404	0.0565	unrelated
NA19396	NA19428	0.0466	unrelated
NA19396	NA19429	0.0423	unrelated
NA19396	NA19430	0.0474	unrelated
NA19396	NA19431	0.0481	unrelated
NA19396	NA19434	0.0453	unrelated
NA19396	NA19435	0.0427	unrelated
NA19396	NA19436	0.05	unrelated
NA19396	NA19437	0.0444	unrelated
NA19396	NA19438	0.0491	unrelated
NA19396	NA19439	0.0503	unrelated
NA19396	NA19440	0.0463	unrelated
NA19396	NA19443	0.0424	unrelated
NA19396	NA19444	0.0428	unrelated
NA19396	NA19445	0.0463	unrelated
NA19396	NA19446	0.0507	unrelated
NA19396	NA19448	0.0449	unrelated
NA19396	NA19449	0.0455	unrelated
NA19396	NA19451	0.0446	unrelated
NA19396	NA19452	0.0413	unrelated
NA19396	NA19453	0.0453	unrelated
NA19396	NA19455	0.0445	unrelated
NA19396	NA19456	0.0539	unrelated
NA19396	NA19457	0.0433	unrelated
NA19396	NA19461	0.0461	unrelated
NA19396	NA19462	0.0513	unrelated
NA19396	NA19463	0.0468	unrelated
NA19396	NA19466	0.0525	unrelated
NA19396	NA19467	0.0454	unrelated
NA19396	NA19468	0.0436	unrelated
NA19396	NA19469	0.0376	unrelated
NA19396	NA19470	0.0465	unrelated
NA19396	NA19471	0.0437	unrelated
NA19396	NA19472	0.047	unrelated
NA19396	NA19473	0.0477	unrelated
NA19396	NA19474	0.0408	unrelated
NA19397	NA19398	0.0483	unrelated
NA19397	NA19399	0.0484	unrelated
NA19397	NA19401	0.0477	unrelated
NA19397	NA19403	0.0441	unrelated
NA19397	NA19404	0.0459	unrelated
NA19397	NA19428	0.0504	unrelated
NA19397	NA19429	0.0474	unrelated
NA19397	NA19430	0.0483	unrelated
NA19397	NA19431	0.0536	unrelated
NA19397	NA19434	0.0496	unrelated
NA19397	NA19435	0.0441	unrelated
NA19397	NA19436	0.0463	unrelated
NA19397	NA19437	0.0442	unrelated
NA19397	NA19438	0.0489	unrelated
NA19397	NA19439	0.0454	unrelated
NA19397	NA19440	0.052	unrelated
NA19397	NA19443	0.0494	unrelated
NA19397	NA19444	0.0507	unrelated
NA19397	NA19445	0.0455	unrelated
NA19397	NA19446	0.0487	unrelated
NA19397	NA19448	0.046	unrelated
NA19397	NA19449	0.0485	unrelated
NA19397	NA19451	0.0485	unrelated
NA19397	NA19452	0.0422	unrelated
NA19397	NA19453	0.0478	unrelated
NA19397	NA19455	0.0406	unrelated
NA19397	NA19456	0.0468	unrelated
NA19397	NA19457	0.0527	unrelated
NA19397	NA19461	0.0462	unrelated
NA19397	NA19462	0.0495	unrelated
NA19397	NA19463	0.0456	unrelated
NA19397	NA19466	0.0453	unrelated
NA19397	NA19467	0.0438	unrelated
NA19397	NA19468	0.0472	unrelated
NA19397	NA19469	0.0451	unrelated
NA19397	NA19470	0.0479	unrelated
NA19397	NA19471	0.0433	unrelated
NA19397	NA19472	0.0446	unrelated
NA19397	NA19473	0.0437	unrelated
NA19397	NA19474	0.0422	unrelated
NA19398	NA19399	0.0479	unrelated
NA19398	NA19401	0.044	unrelated
NA19398	NA19403	0.0391	unrelated
NA19398	NA19404	0.0445	unrelated
NA19398	NA19428	0.0445	unrelated
NA19398	NA19429	0.0411	unrelated
NA19398	NA19430	0.0407	unrelated
NA19398	NA19431	0.0434	unrelated
NA19398	NA19434	0.0431	unrelated
NA19398	NA19435	0.0416	unrelated
NA19398	NA19436	0.0502	unrelated
NA19398	NA19437	0.0382	unrelated
NA19398	NA19438	0.0471	unrelated
NA19398	NA19439	0.0486	unrelated
NA19398	NA19440	0.0431	unrelated
NA19398	NA19443	0.0481	unrelated
NA19398	NA19444	0.0384	unrelated
NA19398	NA19445	0.0465	unrelated
NA19398	NA19446	0.0424	unrelated
NA19398	NA19448	0.0469	unrelated
NA19398	NA19449	0.0578	unrelated
NA19398	NA19451	0.0467	unrelated
NA19398	NA19452	0.0405	unrelated
NA19398	NA19453	0.0446	unrelated
NA19398	NA19455	0.0468	unrelated
NA19398	NA19456	0.0415	unrelated
NA19398	NA19457	0.0457	unrelated
NA19398	NA19461	0.0385	unrelated
NA19398	NA19462	0.0408	unrelated
NA19398	NA19463	0.0402	unrelated
NA19398	NA19466	0.048	unrelated
NA19398	NA19467	0.0434	unrelated
NA19398	NA19468	0.0466	unrelated
NA19398	NA19469	0.0481	unrelated
NA19398	NA19470	0.0483	unrelated
NA19398	NA19471	0.0393	unrelated
NA19398	NA19472	0.0418	unrelated
NA19398	NA19473	0.0422	unrelated
NA19398	NA19474	0.0436	unrelated
NA19399	NA19401	0.0484	unrelated
NA19399	NA19403	0.0385	unrelated
NA19399	NA19404	0.0482	unrelated
NA19399	NA19428	0.0438	unrelated
NA19399	NA19429	0.0429	unrelated
NA19399	NA19430	0.0457	unrelated
NA19399	NA19431	0.0455	unrelated
NA19399	NA19434	0.0444	unrelated
NA19399	NA19435	0.0401	unrelated
NA19399	NA19436	0.0499	unrelated
NA19399	NA19437	0.0405	unrelated
NA19399	NA19438	0.0459	unrelated
NA19399	NA19439	0.0423	unrelated
NA19399	NA19440	0.0461	unrelated
NA19399	NA19443	0.0478	unrelated
NA19399	NA19444	0.043	unrelated
NA19399	NA19445	0.0424	unrelated
NA19399	NA19446	0.0469	unrelated
NA19399	NA19448	0.0462	unrelated
NA19399	NA19449	0.0406	unrelated
NA19399	NA19451	0.0437	unrelated
NA19399	NA19452	0.0389	unrelated
NA19399	NA19453	0.0441	unrelated
NA19399	NA19455	0.0432	unrelated
NA19399	NA19456	0.0478	unrelated
NA19399	NA19457	0.0447	unrelated
NA19399	NA19461	0.0454	unrelated
NA19399	NA19462	0.0496	unrelated
NA19399	NA19463	0.0436	unrelated
NA19399	NA19466	0.0422	unrelated
NA19399	NA19467	0.0414	unrelated
NA19399	NA19468	0.0395	unrelated
NA19399	NA19469	0.0486	unrelated
NA19399	NA19470	0.0477	unrelated
NA19399	NA19471	0.0447	unrelated
NA19399	NA19472	0.0396	unrelated
NA19399	NA19473	0.0475	unrelated
NA19399	NA19474	0.0435	unrelated
NA19401	NA19403	0.038	unrelated
NA19401	NA19404	0.0479	unrelated
NA19401	NA19428	0.0426	unrelated
NA19401	NA19429	0.0382	unrelated
NA19401	NA19430	0.0414	unrelated
NA19401	NA19431	0.0414	unrelated
NA19401	NA19434	0.0427	unrelated
NA19401	NA19435	0.0406	unrelated
NA19401	NA19436	0.0414	unrelated
NA19401	NA19437	0.0416	unrelated
NA19401	NA19438	0.0472	unrelated
NA19401	NA19439	0.0368	unrelated
NA19401	NA19440	0.0456	unrelated
NA19401	NA19443	0.0396	unrelated
NA19401	NA19444	0.041	unrelated
NA19401	NA19445	0.0428	unrelated
NA19401	NA19446	0.0434	unrelated
NA19401	NA19448	0.0414	unrelated
NA19401	NA19449	0.0418	unrelated
NA19401	NA19451	0.0438	unrelated
NA19401	NA19452	0.0333	unrelated
NA19401	NA19453	0.0459	unrelated
NA19401	NA19455	0.0365	unrelated
NA19401	NA19456	0.042	unrelated
NA19401	NA19457	0.0408	unrelated
NA19401	NA19461	0.0434	unrelated
NA19401	NA19462	0.0433	unrelated
NA19401	NA19463	0.042	unrelated
NA19401	NA19466	0.0355	unrelated
NA19401	NA19467	0.0404	unrelated
NA19401	NA19468	0.0389	unrelated
NA19401	NA19469	0.0358	unrelated
NA19401	NA19470	0.0431	unrelated
NA19401	NA19471	0.0396	unrelated
NA19401	NA19472	0.0453	unrelated
NA19401	NA19473	0.0422	unrelated
NA19401	NA19474	0.0369	unrelated
NA19403	NA19404	0.0437	unrelated
NA19403	NA19428	0.0418	unrelated
NA19403	NA19429	0.0381	unrelated
NA19403	NA19430	0.0349	unrelated
NA19403	NA19431	0.0381	unrelated
NA19403	NA19434	0.0394	unrelated
NA19403	NA19435	0.0358	unrelated
NA19403	NA19436	0.0436	unrelated
NA19403	NA19437	0.0353	unrelated
NA19403	NA19438	0.0434	unrelated
NA19403	NA19439	0.0478	unrelated
NA19403	NA19440	0.0383	unrelated
NA19403	NA19443	0.04	unrelated
NA19403	NA19444	0.0371	unrelated
NA19403	NA19445	0.0372	unrelated
NA19403	NA19446	0.0375	unrelated
NA19403	NA19448	0.0393	unrelated
NA19403	NA19449	0.0433	unrelated
NA19403	NA19451	0.042	unrelated
NA19403	NA19452	0.0361	unrelated
NA19403	NA19453	0.0364	unrelated
NA19403	NA19455	0.0362	unrelated
NA19403	NA19456	0.0433	unrelated
NA19403	NA19457	0.0385	unrelated
NA19403	NA19461	0.0426	unrelated
NA19403	NA19462	0.0399	unrelated
NA19403	NA19463	0.036	unrelated
NA19403	NA19466	0.0399	unrelated
NA19403	NA19467	0.036	unrelated
NA19403	NA19468	0.041	unrelated
NA19403	NA19469	0.0359	unrelated
NA19403	NA19470	0.0366	unrelated
NA19403	NA19471	0.0369	unrelated
NA19403	NA19472	0.0358	unrelated
NA19403	NA19473	0.0394	unrelated
NA19403	NA19474	0.0369	unrelated
NA19404	NA19428	0.0508	unrelated
NA19404	NA19429	0.0439	unrelated
NA19404	NA19430	0.0444	unrelated
NA19404	NA19431	0.0486	unrelated
NA19404	NA19434	0.0496	unrelated
NA19404	NA19435	0.044	unrelated
NA19404	NA19436	0.0497	unrelated
NA19404	NA19437	0.0428	unrelated
NA19404	NA19438	0.0484	unrelated
NA19404	NA19439	0.0502	unrelated
NA19404	NA19440	0.0436	unrelated
NA19404	NA19443	0.0548	unrelated
NA19404	NA19444	0.0473	unrelated
NA19404	NA19445	0.046	unrelated
NA19404	NA19446	0.0477	unrelated
NA19404	NA19448	0.0409	unrelated
NA19404	NA19449	0.0399	unrelated
NA19404	NA19451	0.0466	unrelated
NA19404	NA19452	0.0399	unrelated
NA19404	NA19453	0.0497	unrelated
NA19404	NA19455	0.0454	unrelated
NA19404	NA19456	0.0549	unrelated
NA19404	NA19457	0.0467	unrelated
NA19404	NA19461	0.0455	unrelated
NA19404	NA19462	0.0435	unrelated
NA19404	NA19463	0.05	unrelated
NA19404	NA19466	0.0406	unrelated
NA19404	NA19467	0.0459	unrelated
NA19404	NA19468	0.0462	unrelated
NA19404	NA19469	0.0435	unrelated
NA19404	NA19470	0.0507	unrelated
NA19404	NA19471	0.0409	unrelated
NA19404	NA19472	0.0401	unrelated
NA19404	NA19473	0.0476	unrelated
NA19404	NA19474	0.0412	unrelated
NA19428	NA19429	0.0429	unrelated
NA19428	NA19430	0.0406	unrelated
NA19428	NA19431	0.0455	unrelated
NA19428	NA19434	0.0481	unrelated
NA19428	NA19435	0.0377	unrelated
NA19428	NA19436	0.0413	unrelated
NA19428	NA19437	0.0427	unrelated
NA19428	NA19438	0.0461	unrelated
NA19428	NA19439	0.0466	unrelated
NA19428	NA19440	0.0426	unrelated
NA19428	NA19443	0.0444	unrelated
NA19428	NA19444	0.042	unrelated
NA19428	NA19445	0.0458	unrelated
NA19428	NA19446	0.0414	unrelated
NA19428	NA19448	0.0425	unrelated
NA19428	NA19449	0.0463	unrelated
NA19428	NA19451	0.0445	unrelated
NA19428	NA19452	0.0453	unrelated
NA19428	NA19453	0.0452	unrelated
NA19428	NA19455	0.0497	unrelated
NA19428	NA19456	0.059	unrelated
NA19428	NA19457	0.0429	unrelated
NA19428	NA19461	0.1027	unrelated
NA19428	NA19462	0.047	unrelated
NA19428	NA19463	0.039	unrelated
NA19428	NA19466	0.0429	unrelated
NA19428	NA19467	0.0429	unrelated
NA19428	NA19468	0.0417	unrelated
NA19428	NA19469	0.0414	unrelated
NA19428	NA19470	0.045	unrelated
NA19428	NA19471	0.0426	unrelated
NA19428	NA19472	0.0467	unrelated
NA19428	NA19473	0.0456	unrelated
NA19428	NA19474	0.0435	unrelated
NA19429	NA19430	0.0418	unrelated
NA19429	NA19431	0.0424	unrelated
NA19429	NA19434	0.0389	unrelated
NA19429	NA19435	0.0407	unrelated
NA19429	NA19436	0.0533	unrelated
NA19429	NA19437	0.0425	unrelated
NA19429	NA19438	0.0444	unrelated
NA19429	NA19439	0.0425	unrelated
NA19429	NA19440	0.0414	unrelated
NA19429	NA19443	0.0385	unrelated
NA19429	NA19444	0.0395	unrelated
NA19429	NA19445	0.0362	unrelated
NA19429	NA19446	0.0451	unrelated
NA19429	NA19448	0.0444	unrelated
NA19429	NA19449	0.0417	unrelated
NA19429	NA19451	0.0446	unrelated
NA19429	NA19452	0.0357	unrelated
NA19429	NA19453	0.0411	unrelated
NA19429	NA19455	0.0378	unrelated
NA19429	NA19456	0.0498	unrelated
NA19429	NA19457	0.0411	unrelated
NA19429	NA19461	0.0381	unrelated
NA19429	NA19462	0.0433	unrelated
NA19429	NA19463	0.0424	unrelated
NA19429	NA19466	0.0448	unrelated
NA19429	NA19467	0.0402	unrelated
NA19429	NA19468	0.0403	unrelated
NA19429	NA19469	0.0383	unrelated
NA19429	NA19470	0.0423	unrelated
NA19429	NA19471	0.0361	unrelated
NA19429	NA19472	0.0396	unrelated
NA19429	NA19473	0.0495	unrelated
NA19429	NA19474	0.0429	unrelated
NA19430	NA19431	0.0434	unrelated
NA19430	NA19434	0.0439	unrelated
NA19430	NA19435	0.043	unrelated
NA19430	NA19436	0.0477	unrelated
NA19430	NA19437	0.0393	unrelated
NA19430	NA19438	0.0469	unrelated
NA19430	NA19439	0.0437	unrelated
NA19430	NA19440	0.0462	unrelated
NA19430	NA19443	0.0428	unrelated
NA19430	NA19444	0.0483	unrelated
NA19430	NA19445	0.0406	unrelated
NA19430	NA19446	0.0495	unrelated
NA19430	NA19448	0.044	unrelated
NA19430	NA19449	0.0426	unrelated
NA19430	NA19451	0.0867	unrelated
NA19430	NA19452	0.0749	unrelated
NA19430	NA19453	0.0457	unrelated
NA19430	NA19455	0.0491	unrelated
NA19430	NA19456	0.0433	unrelated
NA19430	NA19457	0.043	unrelated
NA19430	NA19461	0.0438	unrelated
NA19430	NA19462	0.0464	unrelated
NA19430	NA19463	0.0404	unrelated
NA19430	NA19466	0.0443	unrelated
NA19430	NA19467	0.0466	unrelated
NA19430	NA19468	0.043	unrelated
NA19430	NA19469	0.0458	unrelated
NA19430	NA19470	0.0426	unrelated
NA19430	NA19471	0.0422	unrelated
NA19430	NA19472	0.0389	unrelated
NA19430	NA19473	0.0485	unrelated
NA19430	NA19474	0.046	unrelated
NA19431	NA19434	0.0455	unrelated
NA19431	NA19435	0.0421	unrelated
NA19431	NA19436	0.0581	unrelated
NA19431	NA19437	0.0421	unrelated
NA19431	NA19438	0.0512	unrelated
NA19431	NA19439	0.0417	unrelated
NA19431	NA19440	0.0448	unrelated
NA19431	NA19443	0.0467	unrelated
NA19431	NA19444	0.0464	unrelated
NA19431	NA19445	0.0472	unrelated
NA19431	NA19446	0.0443	unrelated
NA19431	NA19448	0.0451	unrelated
NA19431	NA19449	0.0488	unrelated
NA19431	NA19451	0.0503	unrelated
NA19431	NA19452	0.0395	unrelated
NA19431	NA19453	0.0473	unrelated
NA19431	NA19455	0.0457	unrelated
NA19431	NA19456	0.0434	unrelated
NA19431	NA19457	0.0422	unrelated
NA19431	NA19461	0.044	unrelated
NA19431	NA19462	0.0438	unrelated
NA19431	NA19463	0.0447	unrelated
NA19431	NA19466	0.0454	unrelated
NA19431	NA19467	0.0437	unrelated
NA19431	NA19468	0.0479	unrelated
NA19431	NA19469	0.0397	unrelated
NA19431	NA19470	0.0438	unrelated
NA19431	NA19471	0.0407	unrelated
NA19431	NA19472	0.0416	unrelated
NA19431	NA19473	0.049	unrelated
NA19431	NA19474	0.0419	unrelated
NA19434	NA19435	0.0442	unrelated
NA19434	NA19436	0.0443	unrelated
NA19434	NA19437	0.045	unrelated
NA19434	NA19438	0.0474	unrelated
NA19434	NA19439	0.043	unrelated
NA19434	NA19440	0.0476	unrelated
NA19434	NA19443	0.0401	unrelated
NA19434	NA19444	0.4925	related
NA19434	NA19445	0.0479	unrelated
NA19434	NA19446	0.0455	unrelated
NA19434	NA19448	0.0423	unrelated
NA19434	NA19449	0.0473	unrelated
NA19434	NA19451	0.0429	unrelated
NA19434	NA19452	0.0452	unrelated
NA19434	NA19453	0.2374	related
NA19434	NA19455	0.0461	unrelated
NA19434	NA19456	0.046	unrelated
NA19434	NA19457	0.0483	unrelated
NA19434	NA19461	0.0401	unrelated
NA19434	NA19462	0.0447	unrelated
NA19434	NA19463	0.0443	unrelated
NA19434	NA19466	0.0418	unrelated
