ID1,ID2,PLINK_PIHAT,GERMLINE_IBD,BEAGLE_PIHAT
NA19028,NA19035,0.0392,0.007711894411764706,0.0058511346875000005
NA19028,NA19036,0.0404,0.0012772470588235294,0.0026341278125
NA19028,NA19038,0.0374,0.009206593235294118,0.0034340912499999997
NA19028,NA19041,0.0483,0.012399535588235295,0.005704909687500001
NA19028,NA19044,0.0385,0.008573396764705882,0.003983150625
NA19028,NA19046,0.0422,0.01117718088235294,0.01192811625
NA19028,NA19307,0.0514,0.00910869205882353,0.00696019125
NA19028,NA19308,0.0447,0.008472119117647059,0.005313533125
NA19028,NA19309,0.0489,0.0009680435294117648,0.0074373315625
NA19028,NA19310,0.0396,0.008186369411764706,0.008430763437499999
NA19028,NA19311,0.0389,0.007720530588235294,0.005318355625
NA19028,NA19312,0.0441,0.01116520794117647,0.0081120840625
NA19028,NA19313,0.0517,0.01026567588235294,0.0116102278125
NA19028,NA19315,0.0383,0.0,0.004775620312499999
NA19028,NA19316,0.0395,0.010142505882352942,0.004978470625
NA19028,NA19317,0.038,0.010011411470588235,0.008143395937499999
NA19028,NA19318,0.043,0.0,0.006905525
NA19028,NA19319,0.0394,0.007408033823529412,0.0063414503125
NA19028,NA19321,0.0451,0.008736902352941176,0.0071872246875
NA19028,NA19324,0.0407,0.008763456764705883,0.011996462500000001
NA19028,NA19327,0.0361,0.008819226470588235,0.0016936896875000002
NA19028,NA19328,0.0456,0.009931367941176472,0.004802291875000001
NA19028,NA19331,0.0459,0.00792337705882353,0.00545484125
NA19028,NA19332,0.0361,0.0074172176470588234,0.0029188437500000004
NA19028,NA19334,0.0483,0.009278869411764706,0.0035457115625
NA19028,NA19338,0.039,0.01104798588235294,0.0058327353125
NA19028,NA19346,0.0449,0.011022629705882352,0.010420997187500001
NA19028,NA19347,0.0367,0.00878883705882353,0.0019759103125
NA19028,NA19350,0.0383,0.012390359705882353,0.0046837234375
NA19028,NA19351,0.0488,0.010024391176470587,0.00953054125
NA19028,NA19352,0.0396,0.008687469705882354,0.0058378090625
NA19028,NA19355,0.0426,0.008650838823529412,0.0079976471875
